R_star,lambda_star,rho_anchor_canonical,zeta_anchor_canonical,rho_box_opt,zeta_box_opt,diag_box_floor_abs_opt,mu_mirror_over_box_opt,induced_anchor_lower_bound_opt,diag_anchor_floor_abs,diag_anchor_floor_D,anchor_exact_floor_abs,anchor_exact_floor_D,mu_anchor,induced_anchor_lower_bound_canonical,all_diag_same_sign_as_anchor,max_mirror_over_diag_abs,self_pair_exact_floor_abs,exact_total_floor_abs,induced_self_pair_floor_from_canonical,anchor_exact_floor_over_induced,self_pair_exact_floor_over_induced,exact_total_floor_over_induced
1.35,0.4262685412881964,0.7,1.21,0.7000000000000003,1.2100000000000004,0.00016375709668931953,0.4151434568475466,9.577440948639749e-05,0.00016375709668931953,11.0,0.0001323211313169622,11.0,0.4151434568475466,9.577440948639749e-05,1,0.4151434568475466,6.696747956221355e-05,6.707950157355751e-05,4.082561782450506e-05,1.3815917219072524,1.640329849999653,1.6430737646619002
