D,rho_anchor,zeta_anchor,mirror_positive_lobe_mass,mirror_positive_lower_half_mass,mirror_positive_upper_half_mass,mirror_signed_lower_half_mass,mirror_negative_leakage_lower_half,mirror_signed_plus_lobe_mass,mirror_signed_upper_half_mass,lower_half_bridge_residual_abs,required_global,required_local,signed_lower_over_required_global,signed_lower_over_required_local,positive_mass_over_required_global,positive_mass_over_required_local,negative_leakage_over_positive_mass,negative_leakage_over_signed_lower,upper_half_is_nonpositive,lower_positive_point_fraction,min_phiL_lower,max_phiL_upper,preferred_parent_side_route
11.0,0.7,1.21,0.15538482480942128,0.15538482480942128,0.0,0.155207836004448,0.00017698880497326518,0.026384105353949215,-0.12882373065049882,0.0,0.14532157043371163,0.1410773596158427,1.0680302692933392,1.1001611911867573,1.0692481807461611,1.1014157426289959,0.0011390353285164177,0.0011403342094673168,1,0.975609756097561,-0.0019137768130163772,-0.0038673720563913183,mirror_signed_lower_half_mass
