max_Cmax,max_Cmax_D,min_half_ceiling_residual,min_positivity_quad_residual,gamma_ref_floor,chi_eff_floor,universal_Cmax_ceiling,gamma_mix_floor_from_Cmax_half,kernel_floor_from_Cmax_half,eps_mix_factor_residual,mix_witness_bound_from_Cmax_half,p95_half_radius,max_half_radius,p95_half_over_Cmax_half_bound,max_half_over_Cmax_half_bound
0.4975393982597831,11.0,0.0024606017402168945,0.002454547179292943,475.0029831292905,9.033669588268652e-07,0.5,0.0004291020003031959,9.966451138681993e-10,4.3978709562964013e-14,4.412674978385531e-05,4.807894288725e-05,5.028831744105e-05,1.0895645639607177,1.1396333898910684
