micro_csv,n_points,system_basis,bath_model,coupling_ops,kappa_env,delta_p50,delta_p90,g_z_p50,g_x_p50,tau_env_p50,gamma_phi_p50,gamma_mix_p50,ratio_min,ratio_max,ratio_mean,max_abs_gamma_phi_recon_residual,max_abs_gamma_mix_recon_residual,max_abs_chi_eff_formula_residual,max_abs_chi_eff_loader_residual
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_micro_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,17,localized_LR_two_level,gaussian_markov_lorentzian,"sigma_z,sigma_x",430546.4345656163,0.3530642967646091,0.4776076337954098,5.445680133294925e-06,0.0002198751386778,0.5504732622616466,1.417708156293526e-05,0.0221836163896344,0.0029480244380429,0.2746371827906154,0.12670628256005056,2.0328790734103208e-20,4.39648317751562e-14,5.576864924722313e-17,5.582285935584741e-17
