operator_env_bound,dominant_component,dominant_equation_source,exact_operator_max_linf,exact_operator_p95_linf,env_over_exact_max_linf,p95_half_radius,max_half_radius,p95_half_over_env,max_half_over_env,chart_max_over_env,chart_p95_over_env,block11_env,block22_env,trace_env,det_env,anisotropy_env,cocycle_mix_env,potential_mix_env
3.6280835047364235e-07,block22,factorization_mix,3.6280835047364235e-07,3.518653102219105e-07,1.0,4.807894288725e-05,5.028831744105e-05,132.51884314262188,138.60848951078208,1.0,0.9698379592491577,2.3283064365386963e-10,3.6280835047364235e-07,4.39648317751562e-14,4.2063656160648555e-18,8.428813202954188e-13,8.63597388045534e-13,5.498171362638972e-13
