n_rows,max_abs_gamma_mix_alignment_residual,gamma_mix_floor,gamma_mix_floor_D,g_x_floor,g_x_floor_D,g_x_sq_floor_D,kernel_mix_floor,kernel_mix_floor_D,Sxx_floor,Sxx_floor_D,Sxx_at_gx_floor,all_argmins_align_except_Sxx,gamma_from_gx_floor_and_global_Sxx_floor,gamma_from_gx_floor_and_local_Sxx,uplift_local_over_global_Sxx,exact_over_gx_global_Sxx_floor,exact_over_gx_local_Sxx
17,4.3978709562964013e-14,0.0005229948516151,11.0,3.3539750786780116e-05,11.0,11.0,1.2147234528669617e-09,11.0,1.0149317950893333,5.0,1.0798358803832029,1,0.0004915599798219621,0.0005229948516151049,1.0639492088117672,1.0639492088117575,0.9999999999999907
