diag_floor_abs,diag_floor_D,nu_diag_pm,nu_diag_pm_D,zeta_cut_opt,inner_positive_floor_abs,inner_positive_floor_D,max_outer_neg_over_inner_pos,max_outer_neg_over_inner_pos_D,max_inner_neg_over_inner_pos,induced_shell_isolated_lower,min_mass_pos_over_total_pos,min_mass_pos_over_total_pos_D,max_der_pos_over_total_pos,max_der_pos_over_total_pos_D,min_mass_neg_over_total_neg,min_mass_neg_over_total_neg_D,max_der_neg_over_total_neg,max_der_neg_over_total_neg_D,diag_floor_over_shell_isolated_lower
0.00016555573881248136,11.0,0.911531876183456,11.0,1.2000000000000004,0.0011706661801132298,20.0,0.008681926899411559,14.0,0.9127428212476804,0.0011605025419138733,1.0050726887554369,11.0,0.08530819034563139,11.0,0.7128015258409945,5.0,0.5708818619925587,7.0,0.14265866108268127
