edge,edge_label,point_id,rho,z_rel,missing_component_count,exact_boundary_defect,certified_boundary_defect_floor,barrier_flux_floor,certified_flux_floor,flux_floor_minus_old_boundary_floor,exact_poisson_weight,certified_poisson_weight_floor,exact_product,old_certified_product_floor,barrier_flux_product_with_p_floor,direct_flux_product_with_p_floor,old_point_b_floor_still_valid
outer_rho,out,1,0.69,-1.1750000000000007,1,12.801958118641053,12.8,12.801951717661955,12.8,0.0,0.00011641532697777701,0.0001164,0.0014903441403374053,0.00148992,0.0014901471799358516,0.00148992,True
outer_rho,out,2,0.69,-1.1450000000000014,1,12.692319810663173,12.69,12.6923134645034,12.692,0.002000000000000668,0.0001582509817484032,0.0001582,0.002008572070702154,0.002007558,0.0020079239900844376,0.0020078744,True
outer_rho,out,3,0.69,-1.1150000000000002,1,12.564219746385717,12.56,12.564213464275786,12.564,0.0039999999999995595,0.00019297922380516393,0.0001929,0.0024246333743750295,0.002422824,0.0024236367772587993,0.0024235956,True
outer_rho,out,4,0.69,-1.0850000000000009,1,12.41800824580627,12.41,12.418002036802122,12.418000000000001,0.008000000000000895,0.00022221138313902492,0.00022219999999999998,0.002759422788132428,0.0027575019999999998,0.0027592800525774314,0.0027592796,True
outer_rho,out,5,0.69,-1.0549999999999997,1,12.25406215464304,12.25,12.254056027612,12.254000000000001,0.004000000000001336,0.0002470446729565082,0.000247,0.0030273007773825144,0.00302575,0.0030267518388201638,0.003026738,True
outer_rho,out,6,0.69,-1.0250000000000004,1,12.072784011952022,12.07,12.07277797555999,12.072000000000001,0.002000000000000668,0.00026825650930519863,0.0002682,0.0032386028966418607,0.003237174,0.0032379190530451895,0.0032377104000000006,True
outer_rho,out,7,0.69,-0.995000000000001,1,11.874601177741553,11.870000000000001,11.874595240440957,11.874,0.0039999999999995595,0.0002864164575290081,0.00028639999999999997,0.0034010812038985233,0.003399568,0.00340088407686229,0.0034007136,True
outer_rho,out,8,0.69,-0.9649999999999999,1,11.659964922101876,11.65,11.659959092119434,11.658,0.007999999999999119,0.0003019532053489448,0.00030189999999999997,0.003520763782484921,0.003517135,0.003520141649910857,0.0035195501999999994,True
outer_rho,out,9,0.69,-0.9350000000000023,1,11.42934947741619,11.42,11.429343762741391,11.428,0.008000000000000895,0.00031519612223076686,0.00031509999999999996,0.003602486634901825,0.0035984419999999994,0.003601386219639812,0.0036009628,True
outer_rho,out,10,0.69,-0.9050000000000011,1,11.183251055275063,11.18,11.183245463649616,11.182,0.002000000000000668,0.0003264019432550577,0.00032639999999999996,0.0036502348763509554,0.0036491519999999997,0.003650211319335234,0.0036498048,True
outer_rho,out,11,0.69,-0.875,1,10.92218682977205,10.92,10.922181368678633,10.922,0.002000000000000668,0.0003357724320899454,0.0003357,0.0036673692355733314,0.0036658439999999997,0.003666576285465417,0.0036665154,True
outer_rho,out,12,0.69,-0.8449999999999989,1,10.646693888911111,10.64,10.64668856556416,10.646,0.006000000000000227,0.0003434663772725086,0.0003434,0.0036567813799536554,0.003653776,0.0036560728534147328,0.0036558364,True
outer_rho,out,13,0.69,-0.8150000000000013,1,10.357328155932004,10.35,10.357322977267959,10.356000000000002,0.006000000000002004,0.0003496079015337638,0.0003496,0.0036210037620919558,0.0036183599999999997,0.003620920112852878,0.0036204576000000003,True
outer_rho,out,14,0.69,-0.7850000000000001,1,10.054663282425384,10.05,10.054658255093713,10.054,0.0039999999999995595,0.0003542922850030291,0.0003542,0.0035622896292665466,0.0035597100000000002,0.003561359953954193,0.0035611268,True
outer_rho,out,15,0.69,-0.754999999999999,1,9.739289515200948,9.739,9.739284645556214,9.738000000000001,-0.0009999999999994458,0.00035759004741882616,0.00035749999999999996,0.0034826729995663832,0.0034816925,0.0034817942607863464,0.003481335,False
outer_rho,out,16,0.69,-0.7250000000000014,1,9.411812538975363,9.411,9.411807833069133,9.41,-0.0009999999999994458,0.00035954975846159336,0.0003595,0.0033840149250743876,0.0033832544999999998,0.0033835449159883534,0.0033828950000000003,False
outer_rho,out,17,0.69,-0.6950000000000003,1,9.072852297064593,9.072000000000001,9.07284776063843,9.072000000000001,0.0,0.0003601998712608986,0.00036009999999999997,0.0032680402293718143,0.0032668272,0.0032671324786058983,0.0032668272,True
outer_rho,out,18,0.69,-0.6649999999999991,1,8.723041792414778,8.723,8.723037430893806,8.722000000000001,-0.0009999999999994458,0.0003595497584615932,0.0003595,0.003136367569513116,0.0031359185000000003,0.0031359319564063233,0.0031355590000000004,False
outer_rho,out,19,0.69,-0.6350000000000016,1,8.363025871475514,8.363,8.363021689962624,8.362000000000002,-0.0009999999999976694,0.00035759004741882594,0.00035749999999999996,0.0029905348179457975,0.0029897724999999997,0.0029897802541616375,0.0029894150000000005,False
outer_rho,out,20,0.69,-0.6050000000000004,1,7.993459993623267,7.993,7.993455996893283,7.992000000000001,-0.0009999999999994458,0.0003542922850030289,0.0003542,0.002832021206221084,0.0028311206,0.0028312821140996005,0.0028307664000000003,False
outer_rho,out,21,0.69,-0.5749999999999993,1,7.615008989073255,7.615,7.61500518156879,7.614,-0.001000000000000334,0.0003496079015337638,0.0003496,0.002662267312830649,0.002662204,0.002662205811476449,0.0026618543999999997,False
outer_rho,out,22,0.69,-0.5450000000000017,1,7.228345808490463,7.228,7.2283421943175465,7.2280000000000015,1.7763568394002505e-15,0.0003434663772725087,0.0003434,0.0024826937485151425,0.0024820951999999998,0.0024822127095286456,0.0024820952000000006,True
outer_rho,out,23,0.69,-0.5150000000000006,1,6.834150267798501,6.8340000000000005,6.834146850723358,6.834000000000001,8.881784197001252e-16,0.00033577243208994555,0.0003357,0.0022947192566868556,0.0022941738,0.002294223097787831,0.0022941738000000003,True
outer_rho,out,24,0.69,-0.48499999999999943,1,6.433107792007611,6.433,6.433104575453726,6.432,-0.0009999999999994458,0.0003264019432550579,0.00032639999999999996,0.0020997788844805392,0.0020997311999999997,0.002099765333428096,0.0020994048,False
outer_rho,out,25,0.69,-0.45500000000000185,1,6.025908162207185,6.025,6.02590514925312,6.024,-0.001000000000000334,0.00031519612223076713,0.00031509999999999996,0.0018993428856464332,0.0018984775,0.001898762712529658,0.0018981623999999998,False
outer_rho,out,26,0.69,-0.4250000000000007,1,5.613244270190241,5.613,5.613241463568077,5.612,-0.001000000000000334,0.00030195320534894503,0.00030189999999999997,0.001694937099790543,0.0016945647,0.0016946375978512023,0.0016942627999999998,False
outer_rho,out,27,0.69,-0.3949999999999996,1,5.195810885465079,5.195,5.195808287559648,5.194000000000001,-0.0009999999999994458,0.0002864164575290083,0.00028639999999999997,0.0014881657478055677,0.001487848,0.001488079493557083,0.0014875616,False
outer_rho,out,28,0.69,-0.365000000000002,1,4.774303439637313,4.774,4.774301052485615,4.774000000000001,8.881784197001252e-16,0.0002682565093051988,0.0002682,0.0012807379750809094,0.0012803868000000002,0.0012804675422766422,0.0012803868000000004,True
outer_rho,out,29,0.69,-0.33500000000000085,1,4.349416833272415,4.349,4.34941465856403,4.348000000000001,-0.0009999999999994458,0.00024704467295650836,0.000247,0.0010745002591273161,0.001074203,0.0010743054206653155,0.001073956,False
outer_rho,out,30,0.69,-0.3049999999999997,1,3.9218442703458964,3.9210000000000003,3.921842309423728,3.9200000000000004,-0.0009999999999998899,0.00022221138313902508,0.00022219999999999998,0.0008714784397694222,0.0008712462,0.0008714333611539522,0.000871024,False
outer_rho,out,31,0.69,-0.27500000000000213,1,3.4922761252068475,3.492,3.492274379068838,3.492,0.0,0.00019297922380516404,0.0001929,0.0006739367359557233,0.0006736068,0.0006736597277223788,0.0006736068,True
outer_rho,out,32,0.69,-0.245000000000001,1,3.0613988466031117,3.061,3.061397315903687,3.06,-0.0009999999999998899,0.00015825098174840327,0.0001582,0.00048446937299837184,0.0004842502,0.0004843130553759633,0.000484092,False
outer_rho,out,33,0.69,-0.21499999999999986,1,2.6298939027115273,2.629,2.629892587764608,2.628,-0.0009999999999998899,0.00011641532697777706,0.0001164,0.0003061599586010247,0.0003060156,0.00030611949721580037,0.0003058992,False
bottom,bot,1,0.09,-1.205,1,7.072294261499018,7.072,7.072290725351886,7.072000000000001,8.881784197001252e-16,0.00023926183745211872,0.0002392,0.0016921301200083301,0.0016916224,0.001691691941504171,0.0016916224000000002,True
bottom,bot,2,0.15,-1.205,1,11.761209144571211,11.76,11.761203263966628,11.760000000000002,1.7763568394002505e-15,0.00023562414872796682,0.00023559999999999998,0.0027712248927011704,0.002770656,0.0027709394889905373,0.0027706560000000002,True
bottom,bot,3,0.21,-1.205,1,16.41125614880673,16.41,16.411247943178687,16.410333333333334,0.0003333333333337407,0.00023004010148615204,0.00022999999999999998,0.0037752470299867364,0.0037742999999999995,0.003774587026931098,0.0037743766666666666,True
bottom,bot,4,0.27,-1.205,1,21.00699729375426,21.0,21.006986790255613,21.006,0.006000000000000227,0.00022234615576069907,0.00022229999999999998,0.004670825092341669,0.004668299999999999,0.004669853163473823,0.0046696338,True
bottom,bot,5,0.32999999999999996,-1.205,1,25.53310611168556,25.53,25.533093345132468,25.531000000000002,0.0010000000000012221,0.00021230395116237613,0.00021229999999999998,0.0054207793129590585,0.005420019,0.005420675717171622,0.0054202313,True
bottom,bot,6,0.39,-1.205,1,29.974402564293012,29.97,29.974387577091775,29.973666666666674,0.0036666666666747005,0.00019957597915330343,0.0001995,0.005982170741304067,0.005979015,0.0059798903216298094,0.005979746500000002,True
bottom,bot,7,0.44999999999999996,-1.205,1,34.31588979337519,34.31,34.31587263543027,34.315000000000005,0.005000000000002558,0.00018368222640462856,0.0001836,0.0063032190383030245,0.006299316,0.006300394215864997,0.006300234000000001,True
bottom,bot,8,0.51,-1.205,1,38.54279268915589,38.54,38.54277341775956,38.53900000000001,-0.000999999999990564,0.00016391791856111885,0.0001639,0.0063178543531391415,0.006316706,0.006317160563170793,0.006316542100000001,False
bottom,bot,9,0.57,-1.205,1,42.64059810259304,42.64,42.64057678229399,42.635999999999996,-0.0040000000000048885,0.0001391809456819092,0.0001391,0.005934758768361122,0.005931224,0.0059313042304170935,0.005930667599999999,False
bottom,bot,10,0.63,-1.205,1,46.595096401967176,46.59,46.59507310441901,46.592000000000006,0.0020000000000024443,0.00010755038797575562,0.0001075,0.005011320695799304,0.005008425,0.005008970358725043,0.005008640000000001,True
corner_rb,rb,1,0.69,-1.205,2,63.2852356533649,63.28,63.28520401074702,63.27733333333333,-0.0026666666666699257,6.499656736428783e-05,6.499e-05,0.004113323082308762,0.0041125672,0.004112905408658449,0.004112393893333333,False
corner_lb,lb,1,0.03,-1.205,1,2.360027752163762,2.36,2.3600265721498888,2.3600000000000003,4.440892098500626e-16,0.0002410558731796996,0.00024099999999999998,0.0005688985505261594,0.0005687599999999999,0.0005687664038881231,0.00056876,True
