delta_q_tol,g_proxy_min,g_proxy_p50,g_proxy_max,gap_separator_min,gap_separator_max,tail_mass_upper_max,eps0_upper_max,eps_delta_upper_max
0.001,1.3537138088886351,1.4633308583947948,1.4961417363609921,0.014324903865558958,0.040273808597563465,0.06980849640494115,0.07504744575191363,0.03598949417553318
0.005,1.3537138088886351,1.4633308583947948,1.4961417363609921,0.014324903865558958,0.040273808597563465,0.3490424820247057,0.5361985573349702,0.25713753030221076
0.01,1.3537138088886351,1.4633308583947948,1.4961417363609921,0.014324903865558958,0.040273808597563465,0.6980849640494114,2.312190122798853,1.108825918370084
