factor_map_csv,calibration_csv,n_points,n_anchor,n_phi_identifiable,best_m,best_u,best_v,canonical_objective,canonical_p95_block11_rel_residual_identifiable,canonical_p95_block22_rel_residual,canonical_p95_trace_rel_residual,canonical_p95_det_rel_residual_identifiable,canonical_p95_anisotropy_abs_residual_identifiable,canonical_max_block11_rel_residual_identifiable,canonical_max_block22_rel_residual,canonical_max_trace_rel_residual,canonical_max_det_rel_residual_identifiable,canonical_max_anisotropy_abs_residual_identifiable,runner_up_m,runner_up_u,runner_up_v,runner_up_objective,runner_up_max_trace_rel_residual,runner_up_max_det_rel_residual_identifiable,runner_up_max_anisotropy_abs_residual_identifiable,selection_gap_objective
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_bath_factorization_map.csv,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/kappa_env_anchor_calibration.csv,17,5,12,0.0,0.0,0.0,3.167593964903403e-12,4.440892098500626e-16,8.172351684265777e-13,8.169909193611602e-13,7.667366741515023e-13,7.661871137543129e-13,4.440892098500626e-16,8.425482533880313e-13,8.413270080609436e-13,8.428813202954188e-13,8.428813202954188e-13,0.0,0.0,0.125,0.029999037885802222,0.006444463404952416,0.00962924776296381,0.004866656371207867,0.029999037882634628
