rho_box,zeta_box,safe_box,anchor_floor_abs,max_shell_abs_share_of_core
0.5800000000000001,1.2100000000000002,1,0.00010945945124574548,0.8119428662706802
0.5800000000000001,1.2200000000000002,1,0.00010976516271306243,0.8369946262155292
0.5800000000000001,1.2300000000000002,1,0.00010976516271306243,0.8369946262155292
0.5800000000000001,1.2400000000000002,1,0.00010976516271306243,0.8369946262155292
0.5800000000000001,1.2500000000000002,1,0.00010818094281516341,0.8568574973779566
0.5800000000000001,1.2600000000000002,1,0.00010818094281516341,0.8568574973779566
0.5800000000000001,1.2700000000000002,1,0.00010818094281516341,0.8568574973779566
0.5800000000000001,1.2800000000000002,1,0.00010076855596446511,0.8687422643767377
0.5800000000000001,1.2900000000000003,1,0.00010076855596446511,0.8687422643767377
0.5800000000000001,1.3000000000000003,1,0.00010076855596446511,0.8687422643767377
0.5900000000000001,1.05,1,7.432669669409858e-05,0.6823551024065029
0.5900000000000001,1.06,1,8.151536757820382e-05,0.681322814638373
0.5900000000000001,1.07,1,8.533107071831289e-05,0.7025208116581054
0.5900000000000001,1.08,1,8.206695054878936e-05,0.7025208116581054
0.5900000000000001,1.09,1,8.80531790792503e-05,0.7025208116581054
0.5900000000000001,1.1,1,9.163841357958392e-05,0.7310064853456028
0.5900000000000001,1.11,1,8.932174446136302e-05,0.7310064853456028
0.5900000000000001,1.12,1,9.414024799678662e-05,0.7310064853456028
0.5900000000000001,1.1300000000000001,1,9.747880688328633e-05,0.7588303722696069
0.5900000000000001,1.1400000000000001,1,9.606024812578244e-05,0.7588303722696069
0.5900000000000001,1.1500000000000001,1,9.975030894855206e-05,0.7588303722696069
0.5900000000000001,1.1600000000000001,1,0.00010282873692510832,0.7858511425798147
0.5900000000000001,1.1700000000000002,1,0.0001022571283568689,0.7858511425798147
0.5900000000000001,1.1800000000000002,1,0.00010486214522534217,0.7858511425798147
0.5900000000000001,1.1900000000000002,1,0.00010766967018966948,0.8119428662706802
0.5900000000000001,1.2000000000000002,1,0.00010789240387692991,0.8119428662706802
0.5900000000000001,1.2100000000000002,1,0.00010945945124574548,0.8119428662706802
0.5900000000000001,1.2200000000000002,1,0.00010976516271306243,0.8369946262155292
0.5900000000000001,1.2300000000000002,1,0.00010976516271306243,0.8369946262155292
0.5900000000000001,1.2400000000000002,1,0.00010976516271306243,0.8369946262155292
0.5900000000000001,1.2500000000000002,1,0.00010818094281516341,0.8568574973779566
0.5900000000000001,1.2600000000000002,1,0.00010818094281516341,0.8568574973779566
0.5900000000000001,1.2700000000000002,1,0.00010818094281516341,0.8568574973779566
0.5900000000000001,1.2800000000000002,1,0.00010076855596446511,0.8687422643767377
0.5900000000000001,1.2900000000000003,1,0.00010076855596446511,0.8687422643767377
0.5900000000000001,1.3000000000000003,1,0.00010076855596446511,0.8687422643767377
0.6000000000000001,1.05,1,7.432669669409858e-05,0.6823551024065029
0.6000000000000001,1.06,1,8.151536757820382e-05,0.681322814638373
0.6000000000000001,1.07,1,8.533107071831289e-05,0.7025208116581054
0.6000000000000001,1.08,1,8.206695054878936e-05,0.7025208116581054
0.6000000000000001,1.09,1,8.80531790792503e-05,0.7025208116581054
0.6000000000000001,1.1,1,9.163841357958392e-05,0.7310064853456028
0.6000000000000001,1.11,1,8.932174446136302e-05,0.7310064853456028
0.6000000000000001,1.12,1,9.414024799678662e-05,0.7310064853456028
0.6000000000000001,1.1300000000000001,1,9.747880688328633e-05,0.7588303722696069
0.6000000000000001,1.1400000000000001,1,9.606024812578244e-05,0.7588303722696069
0.6000000000000001,1.1500000000000001,1,9.975030894855206e-05,0.7588303722696069
0.6000000000000001,1.1600000000000001,1,0.00010282873692510832,0.7858511425798147
0.6000000000000001,1.1700000000000002,1,0.0001022571283568689,0.7858511425798147
0.6000000000000001,1.1800000000000002,1,0.00010486214522534217,0.7858511425798147
0.6000000000000001,1.1900000000000002,1,0.00010766967018966948,0.8119428662706802
0.6000000000000001,1.2000000000000002,1,0.00010789240387692991,0.8119428662706802
0.6000000000000001,1.2100000000000002,1,0.00010945945124574548,0.8119428662706802
0.6000000000000001,1.2200000000000002,1,0.00010976516271306243,0.8369946262155292
0.6000000000000001,1.2300000000000002,1,0.00010976516271306243,0.8369946262155292
0.6000000000000001,1.2400000000000002,1,0.00010976516271306243,0.8369946262155292
0.6000000000000001,1.2500000000000002,1,0.00010818094281516341,0.8568574973779566
0.6000000000000001,1.2600000000000002,1,0.00010818094281516341,0.8568574973779566
0.6000000000000001,1.2700000000000002,1,0.00010818094281516341,0.8568574973779566
0.6000000000000001,1.2800000000000002,1,0.00010076855596446511,0.8687422643767377
0.6000000000000001,1.2900000000000003,1,0.00010076855596446511,0.8687422643767377
0.6000000000000001,1.3000000000000003,1,0.00010076855596446511,0.8687422643767377
0.6100000000000001,1.05,1,7.432669669409858e-05,0.6823551024065029
0.6100000000000001,1.06,1,8.151536757820382e-05,0.681322814638373
0.6100000000000001,1.07,1,8.533107071831289e-05,0.7025208116581054
0.6100000000000001,1.08,1,8.206695054878936e-05,0.7025208116581054
0.6100000000000001,1.09,1,8.80531790792503e-05,0.7025208116581054
0.6100000000000001,1.1,1,9.163841357958392e-05,0.7310064853456028
0.6100000000000001,1.11,1,8.932174446136302e-05,0.7310064853456028
0.6100000000000001,1.12,1,9.414024799678662e-05,0.7310064853456028
0.6100000000000001,1.1300000000000001,1,9.747880688328633e-05,0.7588303722696069
0.6100000000000001,1.1400000000000001,1,9.606024812578244e-05,0.7588303722696069
0.6100000000000001,1.1500000000000001,1,9.975030894855206e-05,0.7588303722696069
0.6100000000000001,1.1600000000000001,1,0.00010282873692510832,0.7858511425798147
0.6100000000000001,1.1700000000000002,1,0.0001022571283568689,0.7858511425798147
0.6100000000000001,1.1800000000000002,1,0.00010486214522534217,0.7858511425798147
0.6100000000000001,1.1900000000000002,1,0.00010766967018966948,0.8119428662706802
0.6100000000000001,1.2000000000000002,1,0.00010789240387692991,0.8119428662706802
0.6100000000000001,1.2100000000000002,1,0.00010945945124574548,0.8119428662706802
0.6100000000000001,1.2200000000000002,1,0.00010976516271306243,0.8369946262155292
0.6100000000000001,1.2300000000000002,1,0.00010976516271306243,0.8369946262155292
0.6100000000000001,1.2400000000000002,1,0.00010976516271306243,0.8369946262155292
0.6100000000000001,1.2500000000000002,1,0.00010818094281516341,0.8568574973779566
0.6100000000000001,1.2600000000000002,1,0.00010818094281516341,0.8568574973779566
0.6100000000000001,1.2700000000000002,1,0.00010818094281516341,0.8568574973779566
0.6100000000000001,1.2800000000000002,1,0.00010076855596446511,0.8687422643767377
0.6100000000000001,1.2900000000000003,1,0.00010076855596446511,0.8687422643767377
0.6100000000000001,1.3000000000000003,1,0.00010076855596446511,0.8687422643767377
0.6200000000000001,1.05,1,7.432669669409858e-05,0.6823551024065029
0.6200000000000001,1.06,1,8.151536757820382e-05,0.681322814638373
0.6200000000000001,1.07,1,8.533107071831289e-05,0.7025208116581054
0.6200000000000001,1.08,1,8.206695054878936e-05,0.7025208116581054
0.6200000000000001,1.09,1,8.80531790792503e-05,0.7025208116581054
0.6200000000000001,1.1,1,9.163841357958392e-05,0.7310064853456028
0.6200000000000001,1.11,1,8.932174446136302e-05,0.7310064853456028
0.6200000000000001,1.12,1,9.414024799678662e-05,0.7310064853456028
0.6200000000000001,1.1300000000000001,1,9.747880688328633e-05,0.7588303722696069
0.6200000000000001,1.1400000000000001,1,9.606024812578244e-05,0.7588303722696069
0.6200000000000001,1.1500000000000001,1,9.975030894855206e-05,0.7588303722696069
0.6200000000000001,1.1600000000000001,1,0.00010282873692510832,0.7858511425798147
0.6200000000000001,1.1700000000000002,1,0.0001022571283568689,0.7858511425798147
0.6200000000000001,1.1800000000000002,1,0.00010486214522534217,0.7858511425798147
0.6200000000000001,1.1900000000000002,1,0.00010766967018966948,0.8119428662706802
0.6200000000000001,1.2000000000000002,1,0.00010789240387692991,0.8119428662706802
0.6200000000000001,1.2100000000000002,1,0.00010945945124574548,0.8119428662706802
0.6200000000000001,1.2200000000000002,1,0.00010976516271306243,0.8369946262155292
0.6200000000000001,1.2300000000000002,1,0.00010976516271306243,0.8369946262155292
0.6200000000000001,1.2400000000000002,1,0.00010976516271306243,0.8369946262155292
0.6200000000000001,1.2500000000000002,1,0.00010818094281516341,0.8568574973779566
0.6200000000000001,1.2600000000000002,1,0.00010818094281516341,0.8568574973779566
0.6200000000000001,1.2700000000000002,1,0.00010818094281516341,0.8568574973779566
0.6200000000000001,1.2800000000000002,1,0.00010076855596446511,0.8687422643767377
0.6200000000000001,1.2900000000000003,1,0.00010076855596446511,0.8687422643767377
0.6200000000000001,1.3000000000000003,1,0.00010076855596446511,0.8687422643767377
0.6300000000000001,1.05,1,8.010023305660713e-05,0.6062495076873317
0.6300000000000001,1.06,1,8.854813248946512e-05,0.6050394696505317
0.6300000000000001,1.07,1,9.302469941585199e-05,0.6249004778943739
0.6300000000000001,1.08,1,8.917884516911863e-05,0.6249004778943739
0.6300000000000001,1.09,1,9.62189913759674e-05,0.6249004778943739
0.6300000000000001,1.1,1,0.00010042914512238813,0.6583171595654979
0.6300000000000001,1.11,1,9.769651297440939e-05,0.6583171595654979
0.6300000000000001,1.12,1,0.00010336776618696247,0.6583171595654979
0.6300000000000001,1.1300000000000001,1,0.00010729193771097957,0.6909837355603137
0.6300000000000001,1.1400000000000001,1,0.00010561583947148107,0.6909837355603137
0.6300000000000001,1.1500000000000001,1,0.00010996265779440785,0.6909837355603137
0.6300000000000001,1.1600000000000001,1,0.00011358451373284075,0.7227319543110619
0.6300000000000001,1.1700000000000002,1,0.00011290590598521029,0.7227319543110619
0.6300000000000001,1.1800000000000002,1,0.00011597780756321381,0.7227319543110619
0.6300000000000001,1.1900000000000002,1,0.0001192841774395158,0.7534115259730657
0.6300000000000001,1.2000000000000002,1,0.00011950691112677623,0.7534115259730657
0.6300000000000001,1.2100000000000002,1,0.00012107395849559173,0.7534115259730657
0.6300000000000001,1.2200000000000002,1,0.000123424582451486,0.7784632859179145
0.6300000000000001,1.2300000000000002,1,0.000123424582451486,0.7784632859179145
0.6300000000000001,1.2400000000000002,1,0.000123424582451486,0.7784632859179145
0.6300000000000001,1.2500000000000002,1,0.00012184036255358702,0.7983261570803418
0.6300000000000001,1.2600000000000002,1,0.00012184036255358702,0.7983261570803418
0.6300000000000001,1.2700000000000002,1,0.00012184036255358702,0.7983261570803418
0.6300000000000001,1.2800000000000002,1,0.00012094249135892606,0.810210924079123
0.6300000000000001,1.2900000000000003,1,0.00012094249135892606,0.810210924079123
0.6300000000000001,1.3000000000000003,1,0.00012094249135892606,0.810210924079123
0.6400000000000001,1.05,1,8.010023305660713e-05,0.6062495076873317
0.6400000000000001,1.06,1,8.854813248946512e-05,0.6050394696505317
0.6400000000000001,1.07,1,9.302469941585199e-05,0.6249004778943739
0.6400000000000001,1.08,1,8.917884516911863e-05,0.6249004778943739
0.6400000000000001,1.09,1,9.62189913759674e-05,0.6249004778943739
0.6400000000000001,1.1,1,0.00010042914512238813,0.6583171595654979
0.6400000000000001,1.11,1,9.769651297440939e-05,0.6583171595654979
0.6400000000000001,1.12,1,0.00010336776618696247,0.6583171595654979
0.6400000000000001,1.1300000000000001,1,0.00010729193771097957,0.6909837355603137
0.6400000000000001,1.1400000000000001,1,0.00010561583947148107,0.6909837355603137
0.6400000000000001,1.1500000000000001,1,0.00010996265779440785,0.6909837355603137
0.6400000000000001,1.1600000000000001,1,0.00011358451373284075,0.7227319543110619
0.6400000000000001,1.1700000000000002,1,0.00011290590598521029,0.7227319543110619
0.6400000000000001,1.1800000000000002,1,0.00011597780756321381,0.7227319543110619
0.6400000000000001,1.1900000000000002,1,0.0001192841774395158,0.7534115259730657
0.6400000000000001,1.2000000000000002,1,0.00011950691112677623,0.7534115259730657
0.6400000000000001,1.2100000000000002,1,0.00012107395849559173,0.7534115259730657
0.6400000000000001,1.2200000000000002,1,0.000123424582451486,0.7784632859179145
0.6400000000000001,1.2300000000000002,1,0.000123424582451486,0.7784632859179145
0.6400000000000001,1.2400000000000002,1,0.000123424582451486,0.7784632859179145
0.6400000000000001,1.2500000000000002,1,0.00012184036255358702,0.7983261570803418
0.6400000000000001,1.2600000000000002,1,0.00012184036255358702,0.7983261570803418
0.6400000000000001,1.2700000000000002,1,0.00012184036255358702,0.7983261570803418
0.6400000000000001,1.2800000000000002,1,0.00012094249135892606,0.810210924079123
0.6400000000000001,1.2900000000000003,1,0.00012094249135892606,0.810210924079123
0.6400000000000001,1.3000000000000003,1,0.00012094249135892606,0.810210924079123
0.6500000000000001,1.05,1,8.010023305660713e-05,0.6062495076873317
0.6500000000000001,1.06,1,8.854813248946512e-05,0.6050394696505317
0.6500000000000001,1.07,1,9.302469941585199e-05,0.6249004778943739
0.6500000000000001,1.08,1,8.917884516911863e-05,0.6249004778943739
0.6500000000000001,1.09,1,9.62189913759674e-05,0.6249004778943739
0.6500000000000001,1.1,1,0.00010042914512238813,0.6583171595654979
0.6500000000000001,1.11,1,9.769651297440939e-05,0.6583171595654979
0.6500000000000001,1.12,1,0.00010336776618696247,0.6583171595654979
0.6500000000000001,1.1300000000000001,1,0.00010729193771097957,0.6909837355603137
0.6500000000000001,1.1400000000000001,1,0.00010561583947148107,0.6909837355603137
0.6500000000000001,1.1500000000000001,1,0.00010996265779440785,0.6909837355603137
0.6500000000000001,1.1600000000000001,1,0.00011358451373284075,0.7227319543110619
0.6500000000000001,1.1700000000000002,1,0.00011290590598521029,0.7227319543110619
0.6500000000000001,1.1800000000000002,1,0.00011597780756321381,0.7227319543110619
0.6500000000000001,1.1900000000000002,1,0.0001192841774395158,0.7534115259730657
0.6500000000000001,1.2000000000000002,1,0.00011950691112677623,0.7534115259730657
0.6500000000000001,1.2100000000000002,1,0.00012107395849559173,0.7534115259730657
0.6500000000000001,1.2200000000000002,1,0.000123424582451486,0.7784632859179145
0.6500000000000001,1.2300000000000002,1,0.000123424582451486,0.7784632859179145
0.6500000000000001,1.2400000000000002,1,0.000123424582451486,0.7784632859179145
0.6500000000000001,1.2500000000000002,1,0.00012184036255358702,0.7983261570803418
0.6500000000000001,1.2600000000000002,1,0.00012184036255358702,0.7983261570803418
0.6500000000000001,1.2700000000000002,1,0.00012184036255358702,0.7983261570803418
0.6500000000000001,1.2800000000000002,1,0.00012094249135892606,0.810210924079123
0.6500000000000001,1.2900000000000003,1,0.00012094249135892606,0.810210924079123
0.6500000000000001,1.3000000000000003,1,0.00012094249135892606,0.810210924079123
0.6600000000000001,1.05,1,8.010023305660713e-05,0.6062495076873317
0.6600000000000001,1.06,1,8.854813248946512e-05,0.6050394696505317
0.6600000000000001,1.07,1,9.302469941585199e-05,0.6249004778943739
0.6600000000000001,1.08,1,8.917884516911863e-05,0.6249004778943739
0.6600000000000001,1.09,1,9.62189913759674e-05,0.6249004778943739
0.6600000000000001,1.1,1,0.00010042914512238813,0.6583171595654979
0.6600000000000001,1.11,1,9.769651297440939e-05,0.6583171595654979
0.6600000000000001,1.12,1,0.00010336776618696247,0.6583171595654979
0.6600000000000001,1.1300000000000001,1,0.00010729193771097957,0.6909837355603137
0.6600000000000001,1.1400000000000001,1,0.00010561583947148107,0.6909837355603137
0.6600000000000001,1.1500000000000001,1,0.00010996265779440785,0.6909837355603137
0.6600000000000001,1.1600000000000001,1,0.00011358451373284075,0.7227319543110619
0.6600000000000001,1.1700000000000002,1,0.00011290590598521029,0.7227319543110619
0.6600000000000001,1.1800000000000002,1,0.00011597780756321381,0.7227319543110619
0.6600000000000001,1.1900000000000002,1,0.0001192841774395158,0.7534115259730657
0.6600000000000001,1.2000000000000002,1,0.00011950691112677623,0.7534115259730657
0.6600000000000001,1.2100000000000002,1,0.00012107395849559173,0.7534115259730657
0.6600000000000001,1.2200000000000002,1,0.000123424582451486,0.7784632859179145
0.6600000000000001,1.2300000000000002,1,0.000123424582451486,0.7784632859179145
0.6600000000000001,1.2400000000000002,1,0.000123424582451486,0.7784632859179145
0.6600000000000001,1.2500000000000002,1,0.00012184036255358702,0.7983261570803418
0.6600000000000001,1.2600000000000002,1,0.00012184036255358702,0.7983261570803418
0.6600000000000001,1.2700000000000002,1,0.00012184036255358702,0.7983261570803418
0.6600000000000001,1.2800000000000002,1,0.00012094249135892606,0.810210924079123
0.6600000000000001,1.2900000000000003,1,0.00012094249135892606,0.810210924079123
0.6600000000000001,1.3000000000000003,1,0.00012094249135892606,0.810210924079123
0.6700000000000002,1.05,1,8.010023305660713e-05,0.6062495076873317
0.6700000000000002,1.06,1,8.854813248946512e-05,0.6050394696505317
0.6700000000000002,1.07,1,9.302469941585199e-05,0.6249004778943739
0.6700000000000002,1.08,1,8.917884516911863e-05,0.6249004778943739
0.6700000000000002,1.09,1,9.62189913759674e-05,0.6249004778943739
0.6700000000000002,1.1,1,0.00010042914512238813,0.6583171595654979
0.6700000000000002,1.11,1,9.769651297440939e-05,0.6583171595654979
0.6700000000000002,1.12,1,0.00010336776618696247,0.6583171595654979
0.6700000000000002,1.1300000000000001,1,0.00010729193771097957,0.6909837355603137
0.6700000000000002,1.1400000000000001,1,0.00010561583947148107,0.6909837355603137
0.6700000000000002,1.1500000000000001,1,0.00010996265779440785,0.6909837355603137
0.6700000000000002,1.1600000000000001,1,0.00011358451373284075,0.7227319543110619
0.6700000000000002,1.1700000000000002,1,0.00011290590598521029,0.7227319543110619
0.6700000000000002,1.1800000000000002,1,0.00011597780756321381,0.7227319543110619
0.6700000000000002,1.1900000000000002,1,0.0001192841774395158,0.7534115259730657
0.6700000000000002,1.2000000000000002,1,0.00011950691112677623,0.7534115259730657
0.6700000000000002,1.2100000000000002,1,0.00012107395849559173,0.7534115259730657
0.6700000000000002,1.2200000000000002,1,0.000123424582451486,0.7784632859179145
0.6700000000000002,1.2300000000000002,1,0.000123424582451486,0.7784632859179145
0.6700000000000002,1.2400000000000002,1,0.000123424582451486,0.7784632859179145
0.6700000000000002,1.2500000000000002,1,0.00012184036255358702,0.7983261570803418
0.6700000000000002,1.2600000000000002,1,0.00012184036255358702,0.7983261570803418
0.6700000000000002,1.2700000000000002,1,0.00012184036255358702,0.7983261570803418
0.6700000000000002,1.2800000000000002,1,0.00012094249135892606,0.810210924079123
0.6700000000000002,1.2900000000000003,1,0.00012094249135892606,0.810210924079123
0.6700000000000002,1.3000000000000003,1,0.00012094249135892606,0.810210924079123
0.6800000000000002,1.05,1,8.010023305660713e-05,0.6062495076873317
0.6800000000000002,1.06,1,8.854813248946512e-05,0.6050394696505317
0.6800000000000002,1.07,1,9.302469941585199e-05,0.6249004778943739
0.6800000000000002,1.08,1,8.917884516911863e-05,0.6249004778943739
0.6800000000000002,1.09,1,9.62189913759674e-05,0.6249004778943739
0.6800000000000002,1.1,1,0.00010042914512238813,0.6583171595654979
0.6800000000000002,1.11,1,9.769651297440939e-05,0.6583171595654979
0.6800000000000002,1.12,1,0.00010336776618696247,0.6583171595654979
0.6800000000000002,1.1300000000000001,1,0.00010729193771097957,0.6909837355603137
0.6800000000000002,1.1400000000000001,1,0.00010561583947148107,0.6909837355603137
0.6800000000000002,1.1500000000000001,1,0.00010996265779440785,0.6909837355603137
0.6800000000000002,1.1600000000000001,1,0.00011358451373284075,0.7227319543110619
0.6800000000000002,1.1700000000000002,1,0.00011290590598521029,0.7227319543110619
0.6800000000000002,1.1800000000000002,1,0.00011597780756321381,0.7227319543110619
0.6800000000000002,1.1900000000000002,1,0.0001192841774395158,0.7534115259730657
0.6800000000000002,1.2000000000000002,1,0.00011950691112677623,0.7534115259730657
0.6800000000000002,1.2100000000000002,1,0.00012107395849559173,0.7534115259730657
0.6800000000000002,1.2200000000000002,1,0.000123424582451486,0.7784632859179145
0.6800000000000002,1.2300000000000002,1,0.000123424582451486,0.7784632859179145
0.6800000000000002,1.2400000000000002,1,0.000123424582451486,0.7784632859179145
0.6800000000000002,1.2500000000000002,1,0.00012184036255358702,0.7983261570803418
0.6800000000000002,1.2600000000000002,1,0.00012184036255358702,0.7983261570803418
0.6800000000000002,1.2700000000000002,1,0.00012184036255358702,0.7983261570803418
0.6800000000000002,1.2800000000000002,1,0.00012094249135892606,0.810210924079123
0.6800000000000002,1.2900000000000003,1,0.00012094249135892606,0.810210924079123
0.6800000000000002,1.3000000000000003,1,0.00012094249135892606,0.810210924079123
0.6900000000000002,1.05,0,,
0.6900000000000002,1.06,0,,
0.6900000000000002,1.07,0,,
0.6900000000000002,1.08,0,,
0.6900000000000002,1.09,0,,
0.6900000000000002,1.1,1,0.00010965226823717063,0.5902337988880736
0.6900000000000002,1.11,1,0.000106487750219895,0.5902337988880736
0.6900000000000002,1.12,1,0.00011303991206256615,0.5920976602103707
0.6900000000000002,1.1300000000000001,1,0.00011756712479431458,0.6278739481166821
0.6900000000000002,1.1400000000000001,1,0.00011562270864415169,0.6278739481166821
0.6900000000000002,1.1500000000000001,1,0.00012064911532966006,0.630914462529447
0.6900000000000002,1.1600000000000001,1,0.0001248316865542112,0.664485066904542
0.6900000000000002,1.1700000000000002,1,0.0001241530788065808,0.664485066904542
0.6900000000000002,1.1800000000000002,1,0.0001272249803845843,0.6661771443572657
