csv_profile,D_min,D_max,ratio_min,ratio_max,ratio_mean,ratio_std,ratio_p10,ratio_p90
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_micro_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,4.0,20.0,0.002617019078249973,0.2615275509269825,0.11721513762107537,0.07857302280014267,0.01254492302332003,0.21227656014965324
