D,R_star,plus_core,minus_core,self_pair_core,cross_mass_core,cross_deriv_core,cross_core,total_core,cross_same_sign_as_total_core,self_pair_same_sign_as_total_core,cross_abs_share_of_total_core,self_pair_abs_share_of_total_core,required_core_floor_global,required_core_floor_local,self_pair_over_required_global,self_pair_over_required_local,plus_minus_asymmetry_over_self_pair
11.0,1.35,8.685909684673181e-05,4.695329002132373e-05,0.00013381238686805555,1.1296099771173164e-06,-2.3765787604599717e-07,8.919521010713191e-07,0.00013470433896912694,1,1,0.006621554345593476,0.993378445654406,0.00012057217927098605,0.00011689250418844786,1.1098114646108546,1.1447473710746272,0.298222068669598
