D,rho_anchor,zeta_anchor,P_mass_11,N_mass_11,P_der_11,N_der_11,P_diag_11,N_diag_11,I_diag_11,pointwise_mass_minus_nder_violation,induced_Pdiag_lower_from_mass_minus_nder,required_Pdiag_global,required_Pdiag_local,induced_over_required_global,induced_over_required_local,required_Pmass_global_given_Nder,required_Pmass_local_given_Nder,Pmass_over_required_global,Pmass_over_required_local,allowed_Nder_global_given_Pmass,allowed_Nder_local_given_Pmass,Nder_over_allowed_global,Nder_over_allowed_local,nder_over_pmass,preferred_parent_side_route
11.0,0.7,1.21,0.0018808531747797604,0.001799123851382352,0.00015964236461838666,7.58159492032621e-05,0.0018713603461942374,0.0017058046073817046,0.00016555573881253303,0.0,0.0018050372255764982,0.0016866742631665899,0.0016351995921772588,1.0701753533534637,1.103863549264406,0.001762490212369852,0.001711015541380521,1.0671566636677983,1.0992613037647847,0.0001941789116131705,0.0002456535826025016,0.3904437849270536,0.30862952780925584,0.040309339516700876,P_mass_lower_bound
