P_mass_inner_floor_abs,P_mass_inner_floor_D,best_rho_box,best_zeta_box,best_box_floor_abs,best_box_floor_D,best_box_min_share,canonical_rho_box,canonical_zeta_box,canonical_box_floor_abs,canonical_box_floor_D,canonical_min_box_over_inner_share,canonical_min_box_over_inner_share_D,inner_floor_over_canonical_box_floor
0.0012552030327483696,20.0,0.7000000000000003,1.2000000000000004,0.0012552030327483696,20.0,1.0,0.7,1.19,0.0012552030327483696,20.0,0.9998254319778073,11.0,1.0
