D,rho_anchor,zeta_anchor,strict_cap,product_sweeps,floor_sweeps,required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,strict_slab_point_count,edge_point_count,min_adjoint_diag,max_adjoint_offdiag,min_B_offdiag,max_B_offdiag,lower_nonzero_count,upper_nonzero_count,min_gs_diag,product_sweep_min_increment,product_sweep_min_subsolution_residual,product_sweep_max_subsolution_residual,product_sweep_residual_identity_abs_max,floor_sweep_min_increment,floor_sweep_min_subsolution_residual,floor_sweep_max_subsolution_residual,floor_sweep_residual_identity_abs_max,product_sweep_direct_flux_product,product_sweep_direct_flux_product_over_global_after_source,product_sweep_direct_flux_gap_over_global_after_source,product_sweep_total_with_source,product_sweep_total_over_required_global,product_sweep_outer_bottom_product,product_sweep_outer_bottom_over_local_after_source,product_sweep_outer_bottom_gap_over_local_after_source,product_sweep_min_point_over_4sig_p_floor,product_sweep_min_point_over_exact_poisson,floor_sweep_direct_flux_product,floor_sweep_direct_flux_product_over_global_after_source,floor_sweep_total_over_required_global,floor_sweep_min_point_over_4sig_p_floor,floor_sweep_min_point_over_exact_poisson,old_4sig_flux_product,old_4sig_flux_product_over_global_after_source,product_sweep_direct_route_valid,floor_sweep_point_floor_certificate_valid,certificate_route
11.0,0.7,1.21,0.18,548,859,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,420,45,83.33333333333333,-16.666666666666668,16.666666666666668,766.6666666666666,793,793,83.33333333333333,1.588241739053321e-10,-5.204170427930421e-18,7.0180936507791e-06,4.0968442559848744e-16,2.377986452499134e-12,-1.3877787807814457e-17,1.0507919321819936e-07,4.797956058088818e-16,0.1345329256808323,1.0032560772517147,0.00043662790472792645,0.14575819833843956,1.0030045636268918,0.12985251408265905,1.0000032893150477,4.271244236075944e-07,0.9994986028678287,0.9993670536967411,0.13458547480326316,1.003647953263971,1.0033661694248062,1.0000000332160497,0.999990523093417,0.13455686726000005,1.0034346174468192,True,True,monotone_gauss_seidel_adjoint_mmatrix_lower_iterates
