N_mass_band_floor_abs,N_mass_band_floor_D,best_corner_rho_min,best_corner_rho_max,best_corner_zeta_min,best_corner_zeta_max,best_corner_floor_abs,best_corner_floor_D,best_corner_min_over_band_share,best_corner_min_over_band_share_D,best_corner_max_cap_over_P_mass_inner,best_corner_max_cap_over_P_mass_inner_D,canonical_rho_corner,canonical_zeta_corner,canonical_corner_floor_abs,canonical_corner_floor_D,canonical_min_corner_over_band_share,canonical_min_corner_over_band_share_D,canonical_max_cap_over_P_mass_inner,canonical_max_cap_over_P_mass_inner_D,canonical_max_corner_over_P_mass_inner,canonical_max_corner_over_P_mass_inner_D,band_floor_over_canonical_corner_floor
0.0007374471126037282,19.0,0.22,0.27,0.1,0.1,0.0006886683059301134,19.0,0.9213415721962341,4.0,0.06351452671605706,11.0,0.22,0.1,0.0006886683059301134,19.0,0.9213415721962341,4.0,0.06351452671605706,11.0,0.750426692238052,11.0,1.070830625213301
