best_secondary_cut_D,best_window_A,best_A_eta_max,best_A_core_floor_abs,best_A_induced_floor,best_window_B,best_B_eta_max,best_B_core_floor_abs,best_B_induced_floor,singleton11_eta,singleton11_core_floor_abs,singleton11_induced_floor,overall_hierarchical_floor,required_parity_floor_global,required_parity_floor_local,overall_over_required_global,overall_over_required_local,singleton11_is_overall_bottleneck
6.0,"[4,6]",0.4697391020053478,0.0001544168509239,8.188121803641355e-05,"[7,10]",0.5202154586941914,0.0007729120764538,0.0003708312660711065,0.5020241954568346,0.000134704338969,6.707950157354299e-05,6.707950157354299e-05,6.0042027977992e-05,5.820963881830761e-05,1.1172091255500318,1.1523779039914899,1
