D,I_diag_anchor_11,P_diag_11,N_diag_11,nu_11,split_reconstruction_residual,required_diag_floor_global,required_diag_floor_local,required_P_diag_global_given_nu11,required_P_diag_local_given_nu11,required_nu11_global_given_Pdiag,required_nu11_local_given_Pdiag,Pdiag_over_required_global,Pdiag_over_required_local,nu_slack_global,nu_slack_local,preferred_parent_side_route
11.0,0.0001655557388124,0.0018713603461942,0.0017058046073817,0.911531876183456,9.985502008591496e-17,0.000149216907552,0.0001446630399855,0.0016866742631665899,0.0016351995921772588,0.9202628676751308,0.9226963207381719,1.1094971845250532,1.144423197722606,0.008730991491674778,0.01116444455471588,P_diag_lower_bound
