edge,boundary_defect_sum,average_poisson_weight,poisson_weighted_mass,cumulative_mass,cumulative_over_global_after_source,cumulative_over_local_after_source
outer_rho,283.4095824794304,0.0002894670154035049,0.08203772597707418,0.08203772597707418,0.6117821844272653,0.6317782632439333
bottom,273.8536425117011,0.00017483619938653126,0.047879530044903626,0.1299172560219778,0.9688355172854647,1.0005018715160374
corner_rb,63.2852356533649,6.499656736428783e-05,0.004113323082308762,0.13403057910428656,0.9995099143458267,1.0321788601472002
corner_lb,2.360027752163762,0.0002410558731796996,0.0005688985505261594,0.13459947765481273,1.0037523771129646,1.0365599876581437
axis,7.401848231558539e-15,0.0008757974871547761,6.482520081499992e-18,0.13459947765481273,1.0037523771129646,1.0365599876581437
