q_ss,q_bb,q_sb,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,objective
0.0625,-0.125,0.0625,3.7725773072361803e+71,0.6241787720446975,1.883526590881003e+68,5.80708598932054e+71,164.26833267668457,5.592769063879467e+71,0.7143216422740042,4.2938456753838274e+68,8.43487249911226e+71,164.79411605195116,9.5815468231476e+71
0.0625,-0.0625,0.0625,3.7727242613876375e+71,0.6243954394182091,1.8835873325604703e+68,5.808222006756328e+71,164.2682044619738,5.593046025573641e+71,0.7143328893510716,4.2940583125871863e+68,8.436569542658276e+71,164.79401391877408,9.582829855476525e+71
0.0625,0.0,0.0625,3.772871222107898e+71,0.6246121426876483,1.8836480766697234e+68,5.809358246766557e+71,164.26807624726302,5.5933230009835e+71,0.7143441365019272,4.294270960320756e+68,8.43826692763907e+71,164.793911785597,9.584113116951125e+71
0.0625,0.0625,0.0625,3.773018189397204e+71,0.6248288818590195,1.8837088232088478e+68,5.810494709394793e+71,164.26794803255225,5.593599990109568e+71,0.7143553837265715,4.294483618584937e+68,8.439964654123097e+71,164.79380965241995,9.585396607615205e+71
0.0625,0.125,0.0625,3.773165163255796e+71,0.6250456569383271,1.8837695721779298e+68,5.811631394684606e+71,164.26781981784148,5.593876992952362e+71,0.7143666310250052,4.294696287380129e+68,8.441662722178823e+71,164.79370751924287,9.58668032751258e+71
0.0625,-0.125,0.0,4.080639963854466e+71,0.6363640075800209,2.0217579428544479e+68,6.330597996942627e+71,164.33025459067926,6.122362686127151e+71,0.7175541433147381,4.700440916243227e+68,9.307506321744573e+71,164.87661656029704,1.0413259718739948e+72
0.0625,-0.0625,0.0,4.0807999594718856e+71,0.6365826101121755,2.0218237231365417e+68,6.331837238756937e+71,164.3301263759685,6.122665874033272e+71,0.7175654115991374,4.700673688607803e+68,9.30937893375317e+71,164.87651442711996,1.041465902195196e+72
0.0625,0.0,0.0,4.0809599622645917e+71,0.6368012488634097,2.0218895060658276e+68,6.333076723524499e+71,164.32999816125772,6.122969076953853e+71,0.7175766799574645,4.700906472499723e+68,9.311251922519846e+71,164.87641229394288,1.0416058575295158e+72
0.0625,0.0625,0.0,4.081119972232848e+71,0.6370199238397815,2.021955291642399e+68,6.334316451292898e+71,164.32986994654698,6.123272294889463e+71,0.7175879483897192,4.701139267919424e+68,9.313125288120138e+71,164.87631016076583,1.0417458378817389e+72
0.0625,0.125,0.0,4.0812799893769174e+71,0.6372386350473497,2.0220210798663498e+68,6.335556422109719e+71,164.3297417318362,6.123575527840673e+71,0.717599216895902,4.701372074867345e+68,9.314999030629592e+71,164.87620802758875,1.0418858432566502e+72
