factor_map_csv,n_points,n_phi_identifiable,kappa_env_p50,parent_trace_mix_fraction_p50,parent_trace_mix_fraction_p90,max_abs_parent_block11_residual,max_abs_parent_block22_residual,max_abs_parent_trace_residual,max_abs_parent_det_residual,max_abs_parent_chi_residual,max_abs_parent_log_rate_anisotropy_residual_identifiable,p95_abs_parent_log_rate_anisotropy_residual_identifiable,"corr(log_sys_anisotropy, log_rate_anisotropy)_identifiable","corr(log_bath_anisotropy, log_rate_anisotropy)_identifiable","corr(parent_trace, gamma_trace)","corr(parent_det, gamma_det)","corr(parent_block22, chi_eff_micro)","corr(parent_bath_chi_recon, chi_eff_micro)"
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_bath_factorization_map.csv,17,12,430546.4345656163,0.9991408926881368,1.0,2.0328790734103208e-20,4.39648317751562e-14,4.39648317751562e-14,4.2063656160648555e-18,2.4977307548634808e-17,8.428813202954188e-13,7.661871137543129e-13,0.9999170947790313,-0.5175062021727879,0.9999999999999999,1.0,0.8868033371012338,0.9999999999999998
