max_factor_resid_abs,M_band_abs_floor_abs,M_band_abs_floor_D,S_self_floor_abs,S_self_floor_D,S_mir_floor_abs,S_mir_floor_D,mir_avg_w_self_min,mir_avg_w_self_min_D,mir_avg_w_self_max,self_avg_w_mir_min,self_avg_w_mir_min_D,self_avg_w_mir_max,induced_self_route_abs,exact_over_induced_self_route,induced_mir_route_abs,exact_over_induced_mir_route
0.0,0.0064529893772364375,19.0,0.16659943223004708,20.0,0.057922612822176124,20.0,0.019225941824109093,19.0,0.05205745732330461,0.0530601785449905,19.0,0.07347462649985068,0.006406061983968981,1.0073254666259694,0.006146768356274042,1.0498182139318515
