objective_tol,n_audits,all_canonical_unique_admissible,max_canonical_objective,min_noncanonical_objective,min_selection_gap_to_noncanonical,min_selection_gap_over_tol,min_selection_gap_over_canonical,total_admissible_points,total_noncanonical_admissible_points
1e-06,4,1,3.1719848969657957e-12,0.0006896954667507,0.0006896954635787151,689.6954635787151,217433400.84577718,4,0
