n_rows,max_abs_A_obs_vs_rates_residual,max_abs_A_obs_vs_kernel_residual,A_chi_exact_floor,A_chi_exact_floor_D,gamma_mix_floor,gamma_mix_floor_D,kernel_gap_ratio_floor,kernel_gap_ratio_floor_D,all_argmins_align,omega1_at_gamma_mix_floor,omega1_ceil,A_chi_from_gamma_local_floor,A_chi_from_gamma_global_omega_ceil,exact_over_gamma_global_omega_ceil_floor,Cmax_ratio_rigorous_floor,chi_eff_floor_from_exact_A_and_ratio_C,actual_chi_eff_floor,actual_over_exactA_ratioC_floor
17,1.7276761618556513e-16,1.0093922225840046e-16,1.8156691952165465e-06,11.0,0.0005229948516151,11.0,2.1085637337218023e-12,11.0,1,1.782188752750411,1.8640207880637063,1.8156691952165543e-06,1.1080749673210312e-06,1.638579743035122,0.2340453292076746,4.2494889452669024e-07,9.033669588268652e-07,2.1258249414509924
