max_abs_A_chi_obs_vs_rates_residual,max_abs_A_chi_obs_vs_constituents_residual,max_abs_gamma_ref_omega11_residual,max_abs_ratio_from_mlr_residual,max_abs_chi_eff_product_residual,kappa_env_const,g_x_floor,g_x_floor_D,Sxx_floor,Sxx_floor_D,omega1_ceiling,omega1_ceiling_D,gamma_ref_ceiling_from_omega11,A_chi_separated_floor,A_chi_exact_floor,A_chi_exact_floor_D,actual_over_separated_A_chi_floor,Cmax_exact_floor,Cmax_exact_floor_D,chi_eff_floor_from_separated_Achi_and_exact_Cmax_floor,actual_chi_eff_floor,actual_chi_eff_floor_D,actual_over_AchiCmax_floor,chi_LR_exact_floor,chi_LR_exact_floor_D,ratio_exact_floor,ratio_exact_floor_D,chi_eff_floor_from_exact_baseline_ratio_floors,actual_over_exact_baseline_ratio_floor
1.7363497792355354e-16,1.0131869301877039e-16,1.5575096767861396e-11,4.718447854656915e-16,5.57822017743792e-17,430546.4345656163,3.3539750786780116e-05,11.0,1.0149317950893333,5.0,1.8640207880637063,16.0,943.9701591301774,1.0414735573313267e-06,1.8156691952165465e-06,11.0,1.7433656211771904,0.2342547771193519,5.0,2.439701560483485e-07,9.033669588268652e-07,11.0,3.7027764930717244,0.0001661048151962,16.0,0.0029480244380429,11.0,4.896810544749973e-07,1.8448068402307167
