eta_left_actual,lambda_left_actual,core_left_actual,induced_left_actual,eta_right_actual,core_right_actual,induced_right_actual,required_parity_floor_global,required_parity_floor_local,left_window_only_bottleneck,right_window_nonbottleneck_global,right_window_nonbottleneck_local,eta_left_required_global,eta_left_slack_global,eta_left_required_over_actual_global,core_left_required_global,core_left_actual_over_required_global,left_actual_over_required_global,eta_left_required_local,eta_left_slack_local,eta_left_required_over_actual_local,core_left_required_local,core_left_actual_over_required_local,left_actual_over_required_local
0.5202154586941914,0.4797845413058086,0.000134704338969,6.462905948414383e-05,0.5732912860349988,0.0003259189500029,0.0001390724560125,6.0042027977992e-05,5.820963881830761e-05,1,1,1,0.5542680478034958,0.03405258910930442,1.065458625921615,0.0001251437318396675,1.0763970115705148,1.0763970115705148,0.5678710926178584,0.04765563392366701,1.0916074928709132,0.00012132454009435356,1.11028105990957,1.11028105990957
