n_rows,a_ratio_max,a_ratio_max_D,b_ratio_max,b_ratio_max_D,max_abs_ratio_closed_form_residual,Cmax_ratio_closed_form_floor,Cmax_ratio_rigorous_floor,Cmax_exact_floor,actual_over_ratio_closed_form_floor,actual_over_ratio_rigorous_floor,min_dF_da_on_ratio_box,max_dF_da_on_ratio_box,min_dF_db_on_ratio_box,max_dF_db_on_ratio_box,A_chi_separated_floor,chi_eff_floor_from_ratio_rigorous_Cmax_floor,actual_chi_eff_floor,actual_over_ratio_rigorous_chi_eff_floor
17,0.00020674920423048124,7.0,0.29309667252873944,5.0,0.00028246377117724375,0.2343277929788518,0.23404532920767462,0.2342547771193519,0.9996884029052989,1.0008949031898493,-0.7853970465654392,-0.2437846279845786,-1.5707928593955423,-0.48760737049374886,1.041473557331327e-06,2.437520215866984e-07,9.033669588268652e-07,3.7060901195666727
