eps_mix_factor_residual,p95_half_radius,max_half_radius,required_kernel_floor_p95,required_kernel_floor_max,required_gamma_floor_p95,required_gamma_floor_max,direct_kernel_floor,gamma_induced_kernel_floor,separated_gamma_kernel_floor,actual_kernel_floor,direct_over_required_p95,gamma_over_required_p95,separated_gamma_over_required_p95,direct_over_required_max,gamma_over_required_max,separated_gamma_over_required_max,nonmix_env,p95_half_over_nonmix_env,max_half_over_nonmix_env,gx_floor,gx_floor_D,Sxx_at_gx_floor,gx_gamma_floor_alignment,actual_gamma_mix_floor,actual_gamma_mix_floor_D,lifted_g_floor,heff_loewner_factor,remaining_primary_target
4.3978709562964013e-14,4.807894288725e-05,5.028831744105e-05,9.147187296962529e-10,8.745313385065554e-10,0.00039382888770111144,0.0003765263497098935,1.2147234528669615e-09,1.2147234527648042e-09,1.0015740636360775e-09,1.2147234528669505e-09,1.3279748336085015,1.32797483349682,1.0949530507248564,1.3889993409971504,1.3889993408803367,1.145269494111525,2.3283064365386963e-10,206497.48732699055,215986.67878017615,3.3539750786780116e-05,11.0,1.0798358803832029,1.0,0.0005229948516151,11.0,1.3339253813607472,0.9946603295161618,single_scalar_mix_kernel_floor_for_exact_schur_lift
