D,rho_anchor,zeta_anchor,strict_cap,required_global,required_local,strict_slab_signed_mass,strict_slab_boundary_lift_mass,strict_slab_source_potential_mass,dirichlet_split_reconstruction_resid_abs,boundary_defect_nonnegative,boundary_defect_route_resid_abs,boundary_lift_positive_everywhere,source_potential_positive_everywhere,min_boundary_lift,min_source_potential,boundary_lift_over_required_global,boundary_lift_over_required_local,source_potential_over_required_global,source_potential_over_required_local,boundary_lift_exact_mass_share,source_potential_exact_mass_share,global_deficit_after_boundary,local_deficit_after_boundary,source_over_global_deficit,source_over_local_deficit,boundary_alone_closes_global,boundary_alone_closes_local,crude_barrier_mass,boundary_plus_crude_barrier_over_required_global,preferred_parent_side_route
11.0,0.7,1.21,0.18,0.14532157043371163,0.1410773596158427,0.15303059580183004,0.14180532314422278,0.011225272657607257,1.3877787807814457e-17,1,6.245004513516506e-17,1,1,0.011062044837567628,8.793425957839826e-05,0.9758036795295109,1.005160030853727,0.07724436657342386,0.0795682077420074,0.9266468734648093,0.07335312653519067,0.0035162472894888497,-0.0007279635283800878,3.1924013681185244,nan,0,1,0.0002799220396757725,0.9777299045134575,strict_slab_boundary_lift_plus_source_potential
