D,rho_anchor,zeta_anchor,strict_cap,boundary_defect_sig_figs,poisson_weight_sig_figs,barrier_theta,required_global,required_local,source_potential_mass,target_global_after_source,target_local_after_source,exact_edge_product_sum,barrier_product_with_b_floor_sum,certified_barrier_edge_sum,certified_barrier_edge_sum_over_global_after_source,certified_barrier_edge_sum_over_local_after_source,certified_barrier_gap_over_global_after_source,exact_minus_certified_barrier_edge_sum,barrier_minus_certified_edge_sum,certified_total_with_source,certified_total_over_required_global,certified_total_over_required_local,certified_total_gap_over_required_global,certified_outer_bottom_product,certified_outer_bottom_over_local_after_source,certified_outer_bottom_right_corner_product,certified_gap_after_outer_bottom_right_corner,certified_left_corner_product,certified_left_corner_over_gap_after_outer_bottom_right_corner,barrier_residual_min,barrier_residual_max,barrier_residual_expected_min,barrier_residual_expected_max,barrier_relation_resid_abs_max,barrier_is_subsolution,point_barrier_certificate_valid,certificate_route
11.0,0.7,1.21,0.18,4,4,0.999999,0.14532157043371163,0.1410773596158427,0.011225272657607257,0.13409629777610438,0.12985208695823544,0.13459947765481273,0.13457028305021287,0.1345410144,1.0033163974790575,1.0361097580454957,0.0004447166238956135,5.8463254812735066e-05,2.9268650212882497e-05,0.14576628705760725,1.003060224456482,1.033236569315818,0.0004447166238956135,0.1298596872,1.0000585299931837,0.1339722544,0.00012404337610438798,0.0005687599999999999,4.585170267547081,6.785839851185596e-10,1.5607432412440003e-08,6.785840131949083e-10,1.5607432303482893e-08,8.673617379884035e-19,1,True,theta_scaled_adjoint_poisson_barrier_with_4sig_b_and_4sig_p_floors
