D,strict_cap,required_global,required_local,strict_slab_boundary_lift_mass,strict_slab_source_potential_mass,edge_split_reconstruction_resid_abs,boundary_mass_top_cap,boundary_mass_physical_edges,boundary_mass_outer_bottom_axis,physical_plus_source_over_required_global,physical_plus_source_over_required_local,physical_boundary_over_boundary_total,top_cap_over_boundary_total,outer_bottom_axis_over_boundary_total,top_cap_is_artificial_remainder,physical_plus_source_closes_global,physical_plus_source_closes_local,top_cap_mass_over_global_gap_after_physical_only,outer_bottom_axis_plus_source_over_required_global,boundary_axis_mass,boundary_outer_mass,boundary_bottom_mass,boundary_top_mass,boundary_corner_lb_mass,boundary_corner_lt_mass,boundary_corner_rb_mass,boundary_corner_rt_mass
11.0,0.18,0.14532157043371163,0.1410773596158427,0.14180532314422278,0.011225272657607257,3.122502256758253e-16,0.0072058454894103905,0.1345994776548124,0.13459947765481273,1.0034625271197268,1.0336509749651128,0.9491849436280915,0.050815056371908564,0.9491849436280938,1,1,1,0.6720558792021722,1.003462527119729,6.482520081499992e-18,0.08203772597707418,0.04787953004490361,0.006538370370081572,0.0005688985505261592,7.773515187177006e-05,0.004113323082308762,0.0005897399674570484
