objective_tol,feasible_grid_points,family_g_floor,u_neighborhood_upper,trA_upper,opA_upper,heff_loewner_factor,cor1_logdet_gap_upper,lifted_g_floor,separator_min,eps_delta_upper,alpha_at_u_max,beta_at_u_max,lambda_upper_at_u_max,lambda2_upper_at_u_max,quad_budget_used_at_u_max,xi_upper_at_u_max,s_part_min,s_schur_min,delta_q_ref
1.500329e-07,55,1.3474339529535382,0.0021133357746055677,0.002114453503009761,0.0021133357746055677,0.9978866642253944,0.00423562284249191,1.3460094097325896,0.012142481051981124,0.05126920410905067,1.0,1.0,0.1259406082189534,0.015861036798559908,0.0,0.13324070812303054,0.3299610097188371,0.30096684658652295,0.001
5e-07,197,1.342249670208462,0.0038579825155615403,0.0038617107179788057,0.0038579825155615403,0.9961420174844384,0.007745848378736437,1.3396579802396382,0.011998551088361453,0.052412327962092324,1.0,1.0,0.17016163955937727,0.028954983577535426,0.0,0.13324070812303054,0.3299610097188371,0.30096684658652295,0.001
1e-06,393,1.3375010684862083,0.005339670483838254,0.005346817598445908,0.005339670483838254,0.9946603295161618,0.010736671254267595,1.3339253813607472,0.011866912157177834,0.053484125842323385,1.01,0.992,0.2,0.04000000000000001,1.0971914685771839e-07,0.1334917620959563,0.3299610097188371,0.30096684658652295,0.001
2e-06,779,1.330785531528289,0.005391089741502197,0.005398375355622154,0.005391089741502197,0.9946089102584978,0.010840622250410081,1.3271934916197787,0.011710189246347258,0.05479423391200052,1.03,0.984,0.2,0.04000000000000001,2.0896659010066737e-06,0.1347772435375549,0.3299610097188371,0.30096684658652295,0.001
2.5e-06,985,1.3280792154962835,0.00540796682248882,0.005415298186099982,0.00540796682248882,0.9945920331775112,0.010874743899187508,1.3244832430129465,0.011646431379755628,0.055338161422135435,1.032,0.986,0.2,0.04000000000000001,3.671639852744332e-06,0.13519917056222047,0.3299610097188371,0.30096684658652295,0.001
