kappa_env_inferred,scalar_kernel_threshold,scalar_gamma_threshold,parity_floor_anchor,parity_floor_core,gx_floor_anchor,gx_floor_core,Sxx_floor_global,Sxx_at_gx_floor,gamma_from_anchor_global,gamma_from_core_global,gamma_from_anchor_local,gamma_from_core_local,anchor_global_over_scalar_threshold,core_global_over_scalar_threshold,anchor_local_over_scalar_threshold,core_local_over_scalar_threshold,required_anchor_gx_factor_global,required_core_gx_factor_global,required_anchor_gx_factor_local,required_core_gx_factor_local,remaining_primary_target
430546.43456561235,9.147187296962529e-10,0.00039382888770111144,5.64043e-05,5.704e-05,2.820215e-05,2.852e-05,1.0149317950893333,1.0798358803832029,0.00034755319993828236,0.0003554314861602606,0.00036977895209433346,0.0003781610484869999,0.8824979852723523,0.9025023233694534,0.9389330332084979,0.9602166328997117,1.0644938059330986,1.0526302240180974,1.0320071132574624,1.0205055893812742,tighten_static_parity_floor_until_scalar_schur_threshold
