objective_tol,lambda_upper,family_g_floor,proxy_name,envelope,xi_upper,a_upper_rank1,det_deficit_upper,opA_upper_from_detdeficit,trA_upper_from_detdeficit,sigma_upper_from_detdeficit,trA_vs_sigma_gain,heff_loewner_factor_from_detdeficit,cor1_logdet_gap_upper_from_detdeficit,lifted_g_floor,separator_min,eps_delta_factor_max,tail_mass_upper,eps0_upper,eps_delta_upper,delta_q_ref,conditional_statement,summary_role
1.500329e-07,0.1259406082189533,1.3474339529535382,runnerup_blend_abs_action,p95,0.1796951674928049,0.0028501516641267,0.0028501516641267,0.0028501516641267,0.002852185404522256,0.0028542210805229088,2.0356760006526482e-06,0.9971498483358733,0.0057165964952675275,1.3455123872264525,0.0121312899594229,0.5716700499109517,0.0824314646954139,0.0898368476290993,0.0513570351679697,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",conservative raw offdiag envelope
1.500329e-07,0.1259406082189533,1.3474339529535382,xi_exact,exact,0.1332407081230305,0.0021133357746055,0.0021133357746055,0.0021133357746055,0.002114453503009539,0.00211557201983378,1.1185168242409949e-06,0.9978866642253945,0.004235622842491774,1.3460094097325896,0.0121424810519811,0.5712661353352498,0.0823554919063961,0.0897466188486092,0.0512692041090506,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",exact canonical xi
5e-07,0.1701616395593772,1.342249670208462,runnerup_blend_abs_action,p95,0.1796951674928049,0.0052030706237166,0.0052030706237166,0.0052030706237166,0.00520985627431636,0.005216653732074854,6.7974577584936635e-06,0.9947969293762834,0.010460568323182933,1.3387532062754448,0.0119778845665257,0.577205167581355,0.083487196294634,0.0910922312891909,0.052578906626637,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",conservative raw offdiag envelope
5e-07,0.1701616395593772,1.342249670208462,xi_exact,exact,0.1332407081230305,0.0038579825155615,0.0038579825155615,0.0038579825155615,0.0038617107179788057,0.0038654437264363842,3.7330084575785093e-06,0.9961420174844385,0.007745848378736355,1.3396579802396382,0.0119985510883614,0.5764596667510279,0.0833433964347575,0.0909210669629192,0.0524123279620923,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",exact canonical xi
1e-06,0.2023574324645399,1.3375010684862083,runnerup_blend_abs_action,p95,0.1796951674928049,0.0073582530420451,0.0073582530420451,0.0073582530420451,0.007371839044770567,0.007385458524667236,1.3619479896668715e-05,0.9926417469579549,0.014825596575189724,1.332571147186664,0.0118355714341732,0.5823372808109192,0.0844910620126601,0.0922886260383276,0.0537431075369355,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",conservative raw offdiag envelope
1e-06,0.2023574324645399,1.3375010684862083,xi_exact,exact,0.1332407081230305,0.0054560111969053,0.0054560111969053,0.0054560111969053,0.005463473582802747,0.005470949586787628,7.4760039848811854e-06,0.9945439888030947,0.010971885121886774,1.3338473676088858,0.0118651092399538,0.5812723046629771,0.0842807242458972,0.0920377308607939,0.0534989839334045,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",exact canonical xi
2e-06,0.2406448984605134,1.330785531528289,runnerup_blend_abs_action,p95,0.1796951674928049,0.0104061412474332,0.0104061412474332,0.0104061412474332,0.010433354971423059,0.010460663710739403,2.730873931634445e-05,0.9895938587525668,0.021031135461068176,1.323843252607655,0.0116313198090685,0.5896983598571351,0.0859747660983697,0.0940616986375483,0.0554680294119383,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",conservative raw offdiag envelope
2e-06,0.2406448984605134,1.330785531528289,xi_exact,exact,0.1332407081230305,0.007715965031123,0.007715965031123,0.007715965031123,0.007730906760959666,0.007745887107143725,1.4980346184059225e-05,0.992284034968877,0.015551928196375771,1.3256414420967493,0.0116737245411593,0.5881705766421605,0.0856624632930295,0.0936880089179614,0.0551045302297332,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",exact canonical xi
2.5e-06,0.2544510003257194,1.3280792154962835,runnerup_blend_abs_action,p95,0.1796951674928049,0.0116344196063626,0.0116344196063626,0.0116344196063626,0.011668457833415191,0.011702629033690846,3.417120027565494e-05,0.9883655803936374,0.023542745391293265,1.3203308973335568,0.0115480021544717,0.5926994885245342,0.0865950652436249,0.0948046829489943,0.0561906870935995,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",conservative raw offdiag envelope
2.5e-06,0.2544510003257194,1.3280792154962835,xi_exact,exact,0.1332407081230305,0.0086267111608012,0.0086267111608012,0.0086267111608012,0.008645396882615675,0.00866413662810784,1.8739745492164783e-05,0.9913732888391988,0.01740355778780813,1.3223383295415243,0.0115957006276771,0.5909814860968712,0.08623885973851,0.0943779024284521,0.0557755930318721,0.001,"If 1-det(I-A_a)<=u_a holds for a 2x2 positive contraction, then ||A_a||<=u_a and tr(A_a)<=2*(1-sqrt(1-u_a)), hence H_eff>=(1-u_a) H_PP.",exact canonical xi
