width_peak,refamp_peak,center_D,sigma_D,D,eta,delta_mu,acceptance_mismatch,extra_width_beta,extra_refamp_beta,width_component,refamp_component
0.0,0.5,5.9,0.2,6.711864406779661,3.62,-0.21445999227382373,0.0,0.0,0.0001320678347172219,0.0,1.213138029138935e-05
0.0,0.5,5.9,0.2,6.711864406779661,3.81,-0.2144404642585407,0.0,0.0,0.0001320678347172219,0.0,1.213138029138935e-05
0.0,0.5,5.9,0.2,6.711864406779661,4.0,-0.21442093595121747,0.0,0.0,0.0001320678347172219,0.0,1.213138029138935e-05
0.0,0.75,5.63,0.1,5.627118644067797,0.2,14.037970048859158,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,0.39,14.038834492150563,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,0.5800000000000001,14.039699239921191,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,0.77,14.040563693728132,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,0.96,14.04142838162722,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,1.15,14.042292449863446,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,1.34,14.043156576044304,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,1.53,14.044021006671684,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,1.72,14.044885741836318,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,1.91,14.04575078159506,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,2.1,14.04661480552533,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,2.29,14.04747794532414,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,2.4800000000000004,14.048341389383921,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,2.6700000000000004,14.049205137783993,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,2.8600000000000003,14.05006919059506,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,3.0500000000000003,14.050933547889585,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,3.24,14.051798209735558,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,3.43,14.052663176210238,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,3.62,14.05352844738674,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,3.81,14.05439402333549,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.627118644067797,4.0,14.055259904129478,0.0,0.0,0.749688731659562,0.0,0.0006301523043318486
0.0,0.75,5.63,0.1,5.898305084745763,0.2,-12.961963781148953,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,0.39,-12.960492918977117,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,0.5800000000000001,-12.95902175789302,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,0.77,-12.957550839864886,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,0.96,-12.95607968679343,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,1.15,-12.954609071668216,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,1.34,-12.953138381011513,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,1.53,-12.951667391602768,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,1.72,-12.95019610338823,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,1.91,-12.948724516321825,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,2.1,-12.947253825973412,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,2.29,-12.94578391305319,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,2.4800000000000004,-12.94431370160185,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,2.6700000000000004,-12.942843191563483,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,2.8600000000000003,-12.941372382906728,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,3.0500000000000003,-12.939901275563358,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,3.24,-12.938429869511047,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,3.43,-12.936958164686686,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,3.62,-12.935486161055579,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,3.81,-12.93401385856707,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,5.898305084745763,4.0,-12.932541257161908,0.0,0.0,0.02050548233791418,0.0,0.0012642678725603778
0.0,0.75,5.63,0.1,6.169491525423729,0.2,-0.7906531614789998,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,0.39,-0.7886326583976739,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,0.5800000000000001,-0.7866119628653649,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,0.77,-0.7845915320425831,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,0.96,-0.7825709626332156,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,1.15,-0.7805509068532928,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,1.34,-0.7785308470231058,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,1.53,-0.7765105947858331,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,1.72,-0.774490150183496,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,1.91,-0.7724695131769437,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,2.1,-0.7704496923347932,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,2.29,-0.7684305870519523,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,2.4800000000000004,-0.7664112895390787,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,2.6700000000000004,-0.7643917998291982,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,2.8600000000000003,-0.7623721178712657,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,3.0500000000000003,-0.7603522436405257,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,3.24,-0.75833217712173,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,3.43,-0.7563119182917291,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,3.62,-0.7542914671350331,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,3.81,-0.75227082360216,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.169491525423729,4.0,-0.7502499877122233,0.0,0.0,3.588944967198207e-07,0.0,3.239497896191565e-08
0.0,0.75,5.63,0.1,6.4406779661016955,0.2,30.24396446237658,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,0.39,30.24404293860627,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,0.5800000000000001,30.244121416717405,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,0.77,30.24419989198119,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,0.96,30.24427836843227,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,1.15,30.244356839473838,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,1.34,30.244435310470664,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,1.53,30.244513783147227,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,1.72,30.244592257741274,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,1.91,30.244670734205563,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,2.1,30.244749201998516,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,2.29,30.24482766228116,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,2.4800000000000004,30.244906124360895,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,2.6700000000000004,30.244984588304227,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,2.8600000000000003,30.245063054100548,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,3.0500000000000003,30.24514152171993,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,3.24,30.245219991192364,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,3.43,30.24529846253685,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,3.62,30.245376935717474,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,3.81,30.245455410707727,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.4406779661016955,4.0,30.24553388757542,0.0,0.0,4.019494250245724e-15,0.0,3.552713678800504e-15
0.0,0.75,5.63,0.1,6.711864406779661,0.2,-0.21506726694990164,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,0.39,-0.2150477368956345,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,0.5800000000000001,-0.21502820635199527,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,0.77,-0.21500867639369758,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,0.96,-0.21498914651317236,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,1.15,-0.21496961784761837,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,1.34,-0.21495008932934923,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,1.53,-0.2149305606284031,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,1.72,-0.21491103168192893,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,1.91,-0.2148915024321738,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,2.1,-0.21487197516006162,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,2.29,-0.21485244962616434,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,2.4800000000000004,-0.21483292379129537,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,2.6700000000000004,-0.21481339775447594,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,2.8600000000000003,-0.21479387145373963,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,3.0500000000000003,-0.21477434492117453,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,3.24,-0.214754818123712,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,3.43,-0.21473529105387712,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,3.62,-0.21471576372706025,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,3.81,-0.2146962361957776,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.1,6.711864406779661,4.0,-0.21467670837245834,0.0,0.0,2.8806057807224543e-26,0.0,0.0
0.0,0.75,5.63,0.15,5.627118644067797,0.2,14.037978526867839,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,0.39,14.038842970595574,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,0.5800000000000001,14.039707718802575,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,0.77,14.040572173045831,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,0.96,14.041436861381271,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,1.15,14.042300930053749,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,1.34,14.043165056670873,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,1.53,14.044029487734534,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,1.72,14.044894223335511,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,1.91,14.045759263530634,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,2.1,14.046623287897127,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,2.29,14.047486428132018,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,2.4800000000000004,14.04834987262793,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,2.6700000000000004,14.049213621464169,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,2.8600000000000003,14.050077674711446,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,3.0500000000000003,14.050942032442208,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,3.24,14.051806694724476,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,3.43,14.052671661635472,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,3.62,14.053536933248331,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,3.81,14.054402509633498,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.627118644067797,4.0,14.05526839086393,0.0,0.0,0.7498616425632892,0.0,0.000630297644921239
0.0,0.75,5.63,0.15,5.898305084745763,0.2,-12.472888657696743,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,0.39,-12.47139480864945,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,0.5800000000000001,-12.469900658413913,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,0.77,-12.468406753350841,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,0.96,-12.466912611485135,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,1.15,-12.465419012073703,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,1.34,-12.463925336664616,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,1.53,-12.462431360228074,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,1.72,-12.460937082709897,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,1.91,-12.459442504063688,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,2.1,-12.457948829551448,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,2.29,-12.456455938916626,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,2.4800000000000004,-12.454962747477019,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,2.6700000000000004,-12.453469255176408,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,2.8600000000000003,-12.451975461983054,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,3.0500000000000003,-12.450481367828345,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,3.24,-12.448986972689589,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,3.43,-12.447492276503453,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,3.62,-12.445997279234675,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,3.81,-12.44450198083235,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,5.898305084745763,4.0,-12.443006381236849,0.0,0.0,0.15146405725570083,0.0,0.009338533875013107
0.0,0.75,5.63,0.15,6.169491525423729,0.2,-0.7830802396295127,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,0.39,-0.7810594713483141,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,0.5800000000000001,-0.7790385105963509,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,0.77,-0.7770178145822371,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,0.96,-0.7749969799674403,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,1.15,-0.7729766590364733,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,1.34,-0.7709563340553132,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,1.53,-0.7689358166472999,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,1.72,-0.7669151068544693,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,1.91,-0.7648942046376845,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,2.1,-0.7628741186714905,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,2.29,-0.7608547483402788,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,2.4800000000000004,-0.7588351857593096,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,2.6700000000000004,-0.7568154309615664,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,2.8600000000000003,-0.7547954838960607,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,3.0500000000000003,-0.7527753445380085,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,3.24,-0.7507550128721334,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,3.43,-0.7487344888753142,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,3.62,-0.7467137725320327,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,3.81,-0.7446928637928636,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.169491525423729,4.0,-0.7426717626768209,0.0,0.0,0.0011644755929682827,0.0,0.00010510933822868106
0.0,0.75,5.63,0.15,6.4406779661016955,0.2,30.243966840329378,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,0.39,30.244045316565206,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,0.5800000000000001,30.244123794682537,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,0.77,30.244202269952503,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,0.96,30.244280746409764,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,1.15,30.24435921745753,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,1.34,30.24443768846055,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,1.53,30.244516161143252,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,1.72,30.244594635743496,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,1.91,30.244673112213967,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,2.1,30.2447515800131,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,2.29,30.24483004030194,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,2.4800000000000004,30.244908502387844,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,2.6700000000000004,30.244986966337372,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,2.8600000000000003,30.245065432139874,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,3.0500000000000003,30.245143899765452,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,3.24,30.245222369244054,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,3.43,30.24530084059471,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,3.62,30.2453793137815,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,3.81,30.245457788777948,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.4406779661016955,4.0,30.245536265651836,0.0,0.0,3.407560313550879e-07,0.0,3.129633798843452e-08
0.0,0.75,5.63,0.15,6.711864406779661,0.2,-0.21506726694256528,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
0.0,0.75,5.63,0.15,6.711864406779661,0.39,-0.2150477368883017,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
0.0,0.75,5.63,0.15,6.711864406779661,0.5800000000000001,-0.21502820634464825,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
0.0,0.75,5.63,0.15,6.711864406779661,0.77,-0.21500867638636123,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
0.0,0.75,5.63,0.15,6.711864406779661,0.96,-0.214989146505836,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
0.0,0.75,5.63,0.15,6.711864406779661,1.15,-0.214969617840282,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
0.0,0.75,5.63,0.15,6.711864406779661,1.34,-0.21495008932201287,0.0,0.0,3.7953258621014865e-12,0.0,3.479438959175543e-13
