D,eta,base_amp,base_amp_ref,base_partial_ratio,base_width_ratio,base_mu,base_chi2,cur_amp,cur_amp_ref,cur_partial_ratio,cur_width_ratio,cur_mu,cur_chi2,delta_mu,delta_log_mu,delta_log_amp_point,delta_log_amp_ref,delta_log_partial,delta_log_width,path_closure_residual,amp_point_component,amp_ref_component,partial_component,width_component,mu_width_anchor,mu_partial_anchor,mu_refamp_anchor,mu_pointamp_anchor,mu_width_refamp_anchor,delta_mu_width_anchor,delta_mu_partial_anchor,delta_mu_refamp_anchor,delta_mu_pointamp_anchor,delta_mu_width_refamp_anchor,acceptance_mismatch,acceptance_mismatch_width_anchor,acceptance_mismatch_partial_anchor,acceptance_mismatch_refamp_anchor,acceptance_mismatch_width_refamp_anchor
5.898305084745763,0.2,0.0011680752638961733,4.237239589409664e-05,759.9335377956754,8.36958625621206,90.79702562735869,49948.92619386641,0.0011697679850532312,4.5880593288739407e-05,650.0419911173791,13.678510504438327,48.98004798029621,14149.13103629556,-41.81697764706248,-0.6172134965496752,0.0014481051743933109,0.07954511350709563,-0.1561940166654046,0.4912215734871392,0.03020209360286863,0.0028962103487866217,0.15909022701419126,0.1561940166654046,0.4912215734871392,77.66715954864628,55.55674629551927,55.7178835501421,47.385426667799166,91.0603740848023,-13.12986607871241,-35.240279331839425,-35.079142077216595,-43.41159895955953,0.26334845744361246,0.0,0.0,0.0,0.0,0.0
5.898305084745763,0.39,0.0011680724685779072,4.237239589409664e-05,759.9299006095742,8.369399033729414,90.79862216474444,49950.7102809671,0.001169765185684118,4.5880593288739407e-05,650.0388798930711,13.67786495030716,48.98212525253532,14150.366522174747,-41.816496912209125,-0.6171886703013231,0.0014481051743933109,0.07954511350709563,-0.15619401666540447,0.49119674723878703,0.030202093602868407,0.0028962103487866217,0.15909022701419126,0.15619401666540447,0.49119674723878703,77.66852521589152,55.55910248934785,55.7202465778951,47.38743631122365,91.06197525279853,-13.130096948852923,-35.23951967539659,-35.07837558684935,-43.41118585352079,0.26335308805408886,0.0,0.0,0.0,0.0,0.0
5.898305084745763,0.5800000000000001,0.0011680696731275894,4.237239589409664e-05,759.9262632603561,8.369211818468688,90.80021867571749,49952.494370413144,0.0011697623861827617,4.5880593288739407e-05,650.035768529234,13.677219397044516,48.98420270724076,14151.60217052362,-41.81601596847673,-0.617163841526412,0.0014481051743935325,0.07954511350709563,-0.15619401666540436,0.4911719184638763,0.03020209360286863,0.002896210348787065,0.15909022701419126,0.15619401666540436,0.4911719184638763,77.66989086054352,55.56145889014306,55.72260981321501,47.389446131174005,91.06357639430544,-13.13032781517397,-35.23875978557443,-35.07760886250248,-43.410772544543484,0.26335771858795454,0.0,0.0,0.0,0.0,0.0
5.898305084745763,0.77,0.0011680668775460685,4.237239589409664e-05,759.9226257491265,8.369024610424482,90.80181516046262,49954.27846240952,0.001169759586550012,4.5880593288739407e-05,650.0326570268129,13.676573946493615,48.986279979730654,14152.837764433216,-41.81553518073197,-0.6171390176718972,0.0014481051743933109,0.07954511350709563,-0.156194016665405,0.49114709460936046,0.030202093602868296,0.0028962103487866217,0.15909022701419126,0.156194016665405,0.49114709460936046,77.67125648276028,55.56381508425614,55.724972841253305,47.39145577484116,91.06517750950833,-13.13055867770234,-35.23800007620648,-35.07684231920932,-43.41035938562146,0.2633623490457069,0.0,0.0,0.0,0.0,0.0
5.898305084745763,0.96,0.0011680640818330207,4.237239589409664e-05,759.918988075465,8.368837409593251,90.80341161896216,49956.062556934856,0.001169756786785545,4.5880593288739407e-05,650.0295453854493,13.675928508790586,48.98835739180556,14154.07349531384,-41.8150542271566,-0.6171141921680643,0.0014481051743933109,0.07954511350709563,-0.15619401666540475,0.4911222691055285,0.030202093602868962,0.0028962103487866217,0.15909022701419126,0.15619401666540475,0.4911222691055285,77.67262208252681,55.56617143669666,55.72733602807829,47.39346555354886,91.06677859838956,-13.130789536435344,-35.237240182265495,-35.07607559088387,-43.4099460654133,0.2633669794274027,0.0,0.0,0.0,0.0,0.0
5.898305084745763,1.15,0.0011680612859881893,4.237239589409664e-05,759.9153502390388,8.368650215981312,90.80500805110192,49957.84665385999,0.0011697539868891034,4.5880593288739407e-05,650.0264336048579,13.675283229191155,48.99043442309266,14155.309053616767,-41.81457362800926,-0.6170893756358196,0.0014481051743933109,0.07954511350709563,-0.15619401666540447,0.49109745257328374,0.03020209360286863,0.0028962103487866217,0.15909022701419126,0.15619401666540447,0.49109745257328374,77.67398765974538,55.56852735721987,55.729698781733234,47.395474963865915,91.06837966083457,-13.131020391356543,-35.23648069388205,-35.07530926936869,-43.40953308723601,0.2633716097326442,0.0,0.0,0.0,0.0,0.0
5.898305084745763,1.34,0.0011680584900117907,4.237239589409664e-05,759.9117122401312,8.368463029580862,90.8066044569945,49959.63075330918,0.0011697511868609038,4.5880593288739407e-05,650.0233216852806,13.674637992387966,48.99251148659918,14156.544685012967,-41.81409297039533,-0.6170645596452804,0.0014481051743933109,0.07954511350709563,-0.1561940166654046,0.4910726365827443,0.03020209360286852,0.0028962103487866217,0.15909022701419126,0.1561940166654046,0.4910726365827443,77.67535321451223,55.570883314288736,55.73206157203981,47.39748440535346,91.06998069695624,-13.131251242482278,-35.23572114270577,-35.074542884954695,-43.40912005164105,0.26337623996172965,0.0,0.0,0.0,0.0,0.0
5.898305084745763,1.53,0.0011680556939037301,4.237239589409664e-05,759.9080740786198,8.368275850395205,90.80820083658355,49961.41485521787,0.0011697483867008519,4.5880593288739407e-05,650.0202096266137,13.673992756452408,48.994588732534616,14157.780478869445,-41.813612104048936,-0.6170397411299452,0.0014481051743935325,0.07954511350709563,-0.15619401666540408,0.4910478180674094,0.030202093602868296,0.002896210348787065,0.15909022701419126,0.15619401666540408,0.4910478180674094,77.67671874677929,55.573239478281764,55.73442456987073,47.39949402333064,91.0715817066981,-13.131482089804265,-35.23496135830179,-35.07377626671282,-43.40870681325291,0.2633808701145455,0.0,0.0,0.0,0.0,0.0
5.898305084745763,1.72,0.001168052897664086,4.237239589409664e-05,759.904435754608,8.368088678425133,90.80979718986694,49963.19895958211,0.0011697455864090253,4.5880593288739407e-05,650.0170974289445,13.673347521384425,48.99666616093123,14159.016435219599,-41.813131028935715,-0.6170149200894796,0.0014481051743935325,0.07954511350709563,-0.15619401666540436,0.4910229970269435,0.030202093602868296,0.002896210348787065,0.15909022701419126,0.15619401666540436,0.4910229970269435,77.67808425654461,55.57559584923559,55.736787775262705,47.401503817828676,91.07318269005798,-13.131712933322333,-35.23420134063135,-35.073009414604236,-43.408293372038266,0.2633855001910348,0.0,0.0,0.0,0.0,0.0
5.898305084745763,1.91,0.0011680501012928427,4.237239589409664e-05,759.9007972680764,8.367901513670333,90.81139351683984,49964.98306639493,0.0011697427859854088,4.5880593288739407e-05,650.0139850922569,13.672702287183617,48.99874377181465,14160.2525540929,-41.81264974502519,-0.6169900965236543,0.0014481051743935325,0.07954511350709563,-0.1561940166654046,0.4909981734611184,0.03020209360286863,0.002896210348787065,0.15909022701419126,0.1561940166654046,0.4909981734611184,77.6794497438041,55.577952427179284,55.73915118824488,47.40351378887241,91.07478364703105,-13.131943773035744,-35.23344108966056,-35.07224232859496,-43.40787972796743,0.2633901301912118,0.0,0.0,0.0,0.0,0.0
