D,level,rho_max,z_max,dr,dz,Nr,Nz,E1,E2,DeltaE,M_LR,chi_LR,omega1,Gamma_ref,M_sym,norm1,norm2,overlap12,build_s,solve_s,grid_index
4.0,fine,3.0,8.0,0.06,0.03,50,533,2.066705423812488,2.5669612895002762,0.5002558656877882,0.2501279328438941,0.000526581814699491,1.7512011374518028,475.00298312929175,2.387347284381951e-06,1.0,0.9999999999999999,1.560166926206641e-16,0.019357919692993164,0.25020503997802734,0
4.2025316455696204,fine,3.0,8.10126582278481,0.06,0.03,50,540,2.030376385508907,2.5181911752253114,0.48781478971640446,0.24390739485820223,0.0005482691576766364,1.7407976291082508,444.86798398763176,1.0859589914900882e-06,1.0,1.0,-4.393187202911264e-16,0.010246992111206055,0.21857881546020508,1
4.405063291139241,fine,3.0,8.202531645569621,0.06,0.03,50,547,1.9954107426979824,2.4712486902969446,0.47583794759896225,0.23791897379948113,0.0005700579037200309,1.730725496055912,417.3593107768379,-2.929276669852741e-06,0.9999999999999998,1.0,7.464731957562698e-17,0.008784294128417969,0.2697467803955078,2
4.6075949367088604,fine,3.0,8.30379746835443,0.06,0.03,50,554,2.42603653104901,2.9584752663111726,0.5324387352621627,0.26621936763108134,0.0003047078940324585,1.8509555724136142,873.6871372381405,1.7990866006640848e-05,0.9999999999999999,0.9999999999999999,-2.6020852139652106e-17,0.014925003051757812,0.22157073020935059,3
4.810126582278481,fine,3.0,8.405063291139241,0.06,0.03,50,560,2.3885832774753126,2.9096844939283484,0.5211012164530358,0.2605506082265179,0.0003168051210894987,1.8408104947210924,822.4318070695306,-1.4193125422141893e-05,0.9999999999999998,1.0,-7.3075226425523e-17,0.007903099060058594,0.25929999351501465,4
5.012658227848101,fine,3.0,8.50632911392405,0.06,0.03,50,567,2.34634418627823,2.854716229387108,0.5083720431088778,0.2541860215544389,0.0003311412772442632,1.8293015569550664,767.6059706894862,-3.5162936240074525e-06,1.0000000000000002,0.9999999999999999,2.905661822261152e-17,0.003165006637573242,0.29065489768981934,5
5.215189873417722,fine,3.0,8.60759493670886,0.06,0.03,50,574,2.3055958672159287,2.8017574482594574,0.4961615810435287,0.24808079052176435,0.00034571599591697196,1.8181297718303633,717.5855136924126,5.818486962155422e-06,1.0000000000000002,1.0,5.334274688628682e-17,0.0032548904418945312,0.26998209953308105,6
5.417721518987342,fine,3.0,8.708860759493671,0.06,0.03,50,581,2.2662666139042633,2.750708346253511,0.4844417323492478,0.2422208661746239,0.0003605185187297299,1.807281553578264,671.8680278285781,1.312924551050662e-05,1.0,1.0000000000000002,6.396792817664476e-17,0.011267900466918945,0.24520611763000488,7
5.620253164556962,fine,3.0,8.810126582278482,0.06,0.03,50,587,2.2335990559299113,2.7084167482229584,0.47481769229304716,0.23740884614652358,0.0003734418326904432,1.7982210809380228,635.7317937203856,-9.167691909794147e-06,0.9999999999999999,0.9999999999999998,-3.0574501264091225e-17,0.010852813720703125,0.3813190460205078,8
5.822784810126582,fine,3.0,8.91139240506329,0.06,0.03,50,594,2.1967278572699493,2.6606666739389606,0.46393881666901127,0.23196940833450563,0.0003886418401423863,1.787939556380458,596.8719380536055,-1.999726317072796e-06,1.0000000000000002,1.0,-9.540979117872439e-18,0.013699769973754883,0.2532992362976074,9
