D,width_only_p95_abs_delta_mu_mumu,width_only_max_abs_delta_mu_mumu,width_only_acceptance_mismatch,best_joint_p95_abs_delta_mu_mumu,best_joint_max_abs_delta_mu_mumu,best_joint_acceptance_mismatch
4.0,116.22599485506939,117.25240685344598,0.6097560975609756,112.90829710313821,113.90613436476401,0.6097560975609756
4.8,106.01675209034988,106.09235690795059,0.0,52.26050161149118,52.28077185961568,0.0
6.4,5.795074563005095,5.795267116552445,0.0,4.548805193089315,4.549006326125436,0.0
7.2,1.4641492538520282,1.4641503559314133,0.0,1.4539458051019896,1.4539470021791434,0.0
8.0,1.9888941674383793,1.9888941834723983,0.0,1.890049346671565,1.8900493622650654,0.0
