peak,center_D,sigma_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,beta
0.5,5.84,0.06,5.898305084745763,1.15,90.80500805110192,60.26581328900283,62.680665819174195,-28.124342231927727,0.311829852543395
0.5,5.84,0.06,5.898305084745763,1.34,90.8066044569945,60.268644897635,62.68361089042965,-28.12299356656486,0.311829852543395
0.5,5.84,0.06,5.898305084745763,1.53,90.80820083658355,60.27147678658714,62.6865562532375,-28.121644583346054,0.311829852543395
0.5,5.84,0.06,5.898305084745763,1.72,90.80979718986694,60.27430895591068,62.689501907651255,-28.120295282215686,0.311829852543395
0.5,5.84,0.06,5.898305084745763,1.91,90.81139351683984,60.27714140564782,62.69244785371481,-28.118945663125032,0.311829852543395
0.5,5.84,0.06,5.898305084745763,2.1,90.81298981754493,60.27997294177464,62.69539284955955,-28.117596967985378,0.311829852543395
0.5,5.84,0.06,5.898305084745763,2.29,90.81458609192988,60.28280368338697,62.69833701905369,-28.116249072876194,0.311829852543395
0.5,5.84,0.06,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,62.7012814798755,-28.11490086014215,0.311829852543395
0.5,5.84,0.06,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,62.70422623206416,-28.113552329721927,0.311829852543395
0.5,5.84,0.06,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,62.70717127567417,-28.112203481586732,0.311829852543395
0.5,5.84,0.06,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,62.71011661074484,-28.11085431566081,0.311829852543395
0.5,5.84,0.06,5.898305084745763,3.24,90.82256706925467,60.29696159386269,62.71306223732911,-28.109504831925562,0.311829852543395
0.5,5.84,0.06,5.898305084745763,3.43,90.8241631857692,60.29979401674245,62.71600815545907,-28.108155030310122,0.311829852543395
0.5,5.84,0.06,5.898305084745763,3.62,90.82575927598117,60.30262671999676,62.71895436519818,-28.10680491078299,0.311829852543395
0.5,5.84,0.06,5.898305084745763,3.81,90.82735533987562,60.30545970366357,62.721900866585926,-28.105454473289697,0.311829852543395
0.5,5.84,0.06,5.898305084745763,4.0,90.82895137743073,60.30829296778385,62.724847659664945,-28.10410371776578,0.311829852543395
0.5,5.84,0.06,6.169491525423729,0.2,86.94702113806258,72.06646393780726,72.0664629458031,-14.880558192259485,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,0.39,86.94756859275853,72.06898766877671,72.06898667673784,-14.878581916020693,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,72.07151059574754,-14.876605445734953,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,0.77,86.94866348396428,72.07403523754775,72.07403424543939,-14.87462923852489,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,0.96,86.9492109206282,72.07655902161699,72.07655802947392,-14.872652891154289,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,1.15,86.94975835121514,72.07908228759027,72.07908129541244,-14.870677055802702,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,1.34,86.95030577588408,72.08160555328314,72.08160456107059,-14.868701214813484,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,1.53,86.95085319449171,72.08412900692889,72.08412801468154,-14.866725179810174,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,1.72,86.95140060719876,72.08665264862424,72.08665165634221,-14.864748950856551,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,1.91,86.95194801392257,72.08917647833813,72.08917548602136,-14.862772527901214,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,2.1,86.952495414569,72.09169948741895,72.09169849506745,-14.860796919501553,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,2.29,86.95304280930395,72.0942217766158,72.09422078422956,-14.858822025074389,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,72.09674326118297,-14.856846936812929,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,72.099265925977,-14.854871654761723,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,72.10178877862438,-14.852896178864597,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,72.1043118191422,-14.850920509095602,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,3.24,86.9557796930088,72.10683604012569,72.10683504756582,-14.84894464544297,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,3.43,86.95632705178399,72.10935945649784,72.10935846390323,-14.846968587880752,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,3.62,86.95687440455882,72.11188306081768,72.11188206818827,-14.844992336370552,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,3.81,86.95742175137232,72.11440685309975,72.11440586043567,-14.843015890936655,1.4141416378496116e-07
0.5,5.84,0.06,6.169491525423729,4.0,86.95796909219014,72.11693083336483,72.11692984066603,-14.841039251524109,1.4141416378496116e-07
0.5,5.84,0.06,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,58.1212769371016,4.945244608875839,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,58.12143315039049,4.945279162499986,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,58.121589364558325,4.945313717613487,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,58.12174557644709,4.945348271155254,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,58.12190178866799,4.945382825774281,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,58.12205799684282,4.945417377170003,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,58.122214204431096,4.945451928860848,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,58.122370412752055,4.945486481929855,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,58.12252662179832,4.9455210365651325,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,58.12268283155221,4.945555592735474,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,58.1228390351841,4.945590143550547,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,58.12299523347116,4.945624689752968,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,58.12315143243453,4.945659237443131,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,58.12330763212619,4.94569378665657,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,58.12346383255957,4.945728337380807,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,58.12362003370544,4.945762889601497,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,58.12377623559103,4.945797443333504,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,58.123932438182656,4.945831998602472,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,58.124088641509616,4.945866555371019,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,58.124244845555054,4.945901113623748,8.612819814457856e-23
0.5,5.84,0.06,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,58.124401050350365,4.945935673403689,8.612819814457856e-23
0.5,5.84,0.06,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419281039655687,-2.6032105963583376,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419316304335418,-2.6031943874718877,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.419351569161957,-2.6031781781698236,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.419386833152384,-2.603161969334682,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419422097201007,-2.6031457605887205,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.41945736006409,-2.6031295529082144,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.419492622670344,-2.6031133453385067,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.41952788542647,-2.6030971376312735,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.419563148331342,-2.6030809297258592,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.41959841134778,-2.6030647215556044,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.419633672593505,-2.603048515094475,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.41966893230089,-2.6030323101445703,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.419704192103502,-2.603016104929875,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.419739452058177,-2.602999899555023,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.419774712151366,-2.6029836939600486,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.419809972379923,-2.6029674881748406,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.419845232740684,-2.6029512821642484,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.41988049323423,-2.6029350759293237,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.419915753857577,-2.6029188694750083,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.419951014625127,-2.6029026628577263,7.044903438543853e-47
0.5,5.84,0.06,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.41998627553064,-2.602886455995449,7.044903438543853e-47
0.5,5.84,0.08,5.627118644067797,0.2,57.5547616979981,58.29525916150112,58.35236791325236,0.7976062152542553,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,0.39,57.55746140292994,58.29825936823605,58.35537105912954,0.7979096561996002,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,0.5800000000000001,57.56016105602808,58.301259846275244,58.358374476576806,0.798213420548727,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,0.77,57.562860657245224,58.304259997515594,58.36137756690507,0.7985169096598455,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,0.96,57.56556020661473,58.30726034970606,58.364380858380386,0.7988206517656593,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,1.15,57.56825970407602,58.31026004958234,58.36738349690234,0.7991237928263217,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,1.34,57.57095914964238,58.313259774335215,58.37038616032535,0.799427010682976,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,1.53,57.573658543291614,58.31625977029414,58.37338909522007,0.7997305519284552,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,1.72,57.57635788499197,58.31926003752456,58.37639230165207,0.8000344166600968,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,1.91,57.579057174740214,58.322260576081106,58.37939577967598,0.8003386049357673,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,2.1,57.58175641250567,58.3252600663488,58.382398208384124,0.8006417958784553,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,2.29,57.584455598278616,58.32825863993406,58.38539971951176,0.8009441212331438,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,2.4800000000000004,57.58715473203782,58.33125748446414,58.3884015018496,0.8012467698117831,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,2.6700000000000004,57.589853813768215,58.33425660000641,58.39140355546518,0.8015497416969666,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,2.8600000000000003,57.59255284344607,58.33725598661293,58.39440588041056,0.8018530369644878,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,3.0500000000000003,57.595251821059506,58.34025564434683,58.397408476748915,0.8021566556894086,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,3.24,57.5979507465871,58.343255573259334,58.40041134453159,0.8024605979444885,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,3.43,57.60064962001352,58.34625577341555,58.40341448382361,0.8027648638100899,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,3.62,57.603348441315504,58.34925624487031,58.40641789468001,0.8030694533645075,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,3.81,57.60604721047624,58.3522569876809,58.40942157715803,0.803374366681787,0.014499330799221105
0.5,5.84,0.08,5.627118644067797,4.0,57.608745927483945,58.35525800191087,58.412425531321375,0.8036796038374305,0.014499330799221105
0.5,5.84,0.08,5.898305084745763,0.2,90.79702562735869,60.251653720638146,63.23340031861485,-27.563625308743845,0.383378785410512
0.5,5.84,0.08,5.898305084745763,0.39,90.79862216474444,60.25448559082204,63.23637233299007,-27.56224983175437,0.383378785410512
0.5,5.84,0.08,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,63.23934464163131,-27.560874034086176,0.383378785410512
0.5,5.84,0.08,5.898305084745763,0.77,90.80181516046262,60.26014963122751,63.24231667662653,-27.559498483836094,0.383378785410512
0.5,5.84,0.08,5.898305084745763,0.96,90.80341161896216,60.26298173779924,63.245288939087935,-27.558122679874224,0.383378785410512
0.5,5.84,0.08,5.898305084745763,1.15,90.80500805110192,60.26581328900283,63.248260618697124,-27.556747432404798,0.383378785410512
0.5,5.84,0.08,5.898305084745763,1.34,90.8066044569945,60.268644897635,63.25123235857691,-27.5553720984176,0.383378785410512
0.5,5.84,0.08,5.898305084745763,1.53,90.80820083658355,60.27147678658714,63.25420439264917,-27.55399644393438,0.383378785410512
0.5,5.84,0.08,5.898305084745763,1.72,90.80979718986694,60.27430895591068,63.25717672096794,-27.552620468899,0.383378785410512
0.5,5.84,0.08,5.898305084745763,1.91,90.81139351683984,60.27714140564782,63.2601493435775,-27.55124417326234,0.383378785410512
0.5,5.84,0.08,5.898305084745763,2.1,90.81298981754493,60.27997294177464,63.263121007363765,-27.549868810181167,0.383378785410512
0.5,5.84,0.08,5.898305084745763,2.29,90.81458609192988,60.28280368338697,63.266091837316395,-27.548494254613487,0.383378785410512
0.5,5.84,0.08,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,63.26906296123479,-27.54711937878286,0.383378785410512
0.5,5.84,0.08,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,63.27203437915856,-27.545744182627523,0.383378785410512
0.5,5.84,0.08,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,63.27500609114256,-27.544368666118345,0.383378785410512
0.5,5.84,0.08,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,63.277978097226416,-27.542992829179234,0.383378785410512
0.5,5.84,0.08,5.898305084745763,3.24,90.82256706925467,60.29696159386269,63.280950397463705,-27.54161667179097,0.383378785410512
0.5,5.84,0.08,5.898305084745763,3.43,90.8241631857692,60.29979401674245,63.28392299188671,-27.540240193882482,0.383378785410512
0.5,5.84,0.08,5.898305084745763,3.62,90.82575927598117,60.30262671999676,63.28689588055951,-27.538863395421657,0.383378785410512
0.5,5.84,0.08,5.898305084745763,3.81,90.82735533987562,60.30545970366357,63.28986906352196,-27.53748627635366,0.383378785410512
0.5,5.84,0.08,5.898305084745763,4.0,90.82895137743073,60.30829296778385,63.29284254081706,-27.536108836613664,0.383378785410512
0.5,5.84,0.08,6.169491525423729,0.2,86.94702113806258,72.06646393780726,72.06573704558345,-14.881284092479135,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,0.39,86.94756859275853,72.06898766877671,72.06826075109745,-14.879307841661074,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,72.07078464468462,-14.87733139679787,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,0.77,86.94866348396428,72.07403523754775,72.07330826895665,-14.87535521500763,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,0.96,86.9492109206282,72.07655902161699,72.07583202756996,-14.873378893058245,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,1.15,86.94975835121514,72.07908228759027,72.07835526809252,-14.871403083122615,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,1.34,86.95030577588408,72.08160555328314,72.08087850833469,-14.869427267549383,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,1.53,86.95085319449171,72.08412900692889,72.08340193652784,-14.867451257963879,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,1.72,86.95140060719876,72.08665264862424,72.0859255527687,-14.865475054430064,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,1.91,86.95194801392257,72.08917647833813,72.08844935702618,-14.863498656896397,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,2.1,86.952495414569,72.09169948741895,72.09097234065888,-14.86152307391012,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,2.29,86.95304280930395,72.0942217766158,72.09349460441487,-14.85954820488908,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,72.09601705596023,-14.857573142035662,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,72.09853969534443,-14.855597885394289,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,72.10106252257994,-14.853622434909042,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,72.10358553768404,-14.851646790553758,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,3.24,86.9557796930088,72.10683604012569,72.10610874069208,-14.849670952316714,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,3.43,86.95632705178399,72.10935945649784,72.108632131612,-14.847694920171989,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,3.62,86.95687440455882,72.11188306081768,72.11115571047772,-14.8457186940811,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,3.81,86.95742175137232,72.11440685309975,72.11367947730379,-14.843742274068532,0.00010362192086521811
0.5,5.84,0.08,6.169491525423729,4.0,86.95796909219014,72.11693083336483,72.11620343211096,-14.841765660079176,0.00010362192086521811
0.5,5.84,0.08,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,58.12127693709607,4.945244608870311,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,58.12143315038496,4.945279162494458,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,58.121589364552804,4.9453137176079665,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,58.12174557644156,4.945348271149726,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,58.12190178866247,4.94538282576876,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,58.1220579968373,4.945417377164482,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,58.122214204425575,4.945451928855327,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,58.122370412746534,4.945486481924334,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,58.122526621792794,4.9455210365596045,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,58.12268283154669,4.945555592729953,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,58.12283903517857,4.945590143545019,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,58.12299523346563,4.94562468974744,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,58.12315143242901,4.94565923743761,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,58.12330763212068,4.945693786651056,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,58.123463832554044,4.945728337375279,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,58.12362003369992,4.945762889595976,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,58.12377623558551,4.945797443327983,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,58.12393243817713,4.945831998596944,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,58.12408864150409,4.945866555365491,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,58.124244845549526,4.94590111361822,2.862982166403393e-13
0.5,5.84,0.08,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,58.124401050344844,4.945935673398168,2.862982166403393e-13
0.5,5.84,0.08,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419281039655687,-2.6032105963583376,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419316304335418,-2.6031943874718877,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.419351569161957,-2.6031781781698236,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.419386833152384,-2.603161969334682,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419422097201007,-2.6031457605887205,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.41945736006409,-2.6031295529082144,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.419492622670344,-2.6031133453385067,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.41952788542647,-2.6030971376312735,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.419563148331342,-2.6030809297258592,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.41959841134778,-2.6030647215556044,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.419633672593505,-2.603048515094475,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.41966893230089,-2.6030323101445703,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.419704192103502,-2.603016104929875,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.419739452058177,-2.602999899555023,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.419774712151366,-2.6029836939600486,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.419809972379923,-2.6029674881748406,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.419845232740684,-2.6029512821642484,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.41988049323423,-2.6029350759293237,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.419915753857577,-2.6029188694750083,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.419951014625127,-2.6029026628577263,8.085913471878065e-27
0.5,5.84,0.08,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.41998627553064,-2.602886455995449,8.085913471878065e-27
0.5,5.84,0.1,5.627118644067797,0.2,57.5547616979981,58.29525916150112,58.49980694758497,0.9450452495868689,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,0.39,57.55746140292994,58.29825936823605,58.502817681516404,0.9453562785864662,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,0.5800000000000001,57.56016105602808,58.301259846275244,58.505828687704,0.9456676316759243,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,0.77,57.562860657245224,58.304259997515594,58.50883936594607,0.9459787087008493,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,0.96,57.56556020661473,58.30726034970606,58.511850245843334,0.9462900392286073,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,1.15,57.56825970407602,58.31026004958234,58.51486047113762,0.9466007670615966,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,1.34,57.57095914964238,58.313259774335215,58.517870721395774,0.9469115717533967,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,1.53,57.573658543291614,58.31625977029414,58.5208812438115,0.9472227005198874,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,1.72,57.57635788499197,58.31926003752456,58.52389203845073,0.9475341534587614,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,1.91,57.579057174740214,58.322260576081106,58.52690310536802,0.9478459306278069,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,2.1,57.58175641250567,58.3252600663488,58.52991312031821,0.9481567078125437,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,2.29,57.584455598278616,58.32825863993406,58.532922215369425,0.9484666170908085,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,2.4800000000000004,57.58715473203782,58.33125748446414,58.53593158231627,0.9487768502784562,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,2.6700000000000004,57.589853813768215,58.33425660000641,58.538941221226196,0.9490874074579807,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,2.8600000000000003,57.59255284344607,58.33725598661293,58.541951132151425,0.9493982887053534,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,3.0500000000000003,57.595251821059506,58.34025564434683,58.544961315155426,0.9497094940959201,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,3.24,57.5979507465871,58.343255573259334,58.54797177028961,0.9500210237025044,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,3.43,57.60064962001352,58.34625577341555,58.55098249761914,0.9503328776056179,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,3.62,57.603348441315504,58.34925624487031,58.55399349719923,0.9506450558837258,0.05186709146518947
0.5,5.84,0.1,5.627118644067797,3.81,57.60604721047624,58.3522569876809,58.55700476908723,0.9509575586109875,0.05186709146518947
