peak,center_D,sigma_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,beta
0.25,5.84,0.04,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,58.12268283155221,4.945555592735474,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,58.1228390351841,4.945590143550547,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,58.12299523347116,4.945624689752968,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,58.12315143243453,4.945659237443131,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,58.12330763212619,4.94569378665657,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,58.12346383255957,4.945728337380807,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,58.12362003370544,4.945762889601497,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,58.12377623559103,4.945797443333504,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,58.123932438182656,4.945831998602472,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,58.124088641509616,4.945866555371019,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,58.124244845555054,4.945901113623748,2.6874139210405613e-50
0.25,5.84,0.04,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,58.124401050350365,4.945935673403689,2.6874139210405613e-50
0.25,5.84,0.04,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419281039655687,-2.6032105963583376,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419316304335418,-2.6031943874718877,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.419351569161957,-2.6031781781698236,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.419386833152384,-2.603161969334682,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419422097201007,-2.6031457605887205,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.41945736006409,-2.6031295529082144,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.419492622670344,-2.6031133453385067,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.41952788542647,-2.6030971376312735,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.419563148331342,-2.6030809297258592,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.41959841134778,-2.6030647215556044,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.419633672593505,-2.603048515094475,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.41966893230089,-2.6030323101445703,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.419704192103502,-2.603016104929875,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.419739452058177,-2.602999899555023,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.419774712151366,-2.6029836939600486,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.419809972379923,-2.6029674881748406,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.419845232740684,-2.6029512821642484,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.41988049323423,-2.6029350759293237,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.419915753857577,-2.6029188694750083,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.419951014625127,-2.6029026628577263,1.709922195668151e-104
0.25,5.84,0.04,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.41998627553064,-2.602886455995449,1.709922195668151e-104
0.25,5.84,0.06,5.627118644067797,0.2,57.5547616979981,58.29525916150112,58.297076929879736,0.7423152318816335,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,0.39,57.55746140292994,58.29825936823605,58.3000772301674,0.742615827237465,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,0.5800000000000001,57.56016105602808,58.301259846275244,58.303077801767735,0.7429167457396559,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,0.77,57.562860657245224,58.304259997515594,58.30607804655909,0.7432173893138625,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,0.96,57.56556020661473,58.30726034970606,58.30907849230683,0.7435182856921045,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,1.15,57.56825970407602,58.31026004958234,58.31207828572002,0.7438185816439997,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,1.34,57.57095914964238,58.313259774335215,58.31507810401062,0.7441189543682398,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,1.53,57.573658543291614,58.31625977029414,58.31807819351569,0.7444196502240743,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,1.72,57.57635788499197,58.31926003752456,58.32107855430076,0.7447206693087907,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,1.91,57.579057174740214,58.322260576081106,58.324079186420384,0.7450220116801702,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,2.1,57.58175641250567,58.3252600663488,58.32707877021847,0.7453223577128014,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,2.29,57.584455598278616,58.32825863993406,58.330077437305526,0.74562183902691,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,2.4800000000000004,57.58715473203782,58.33125748446414,58.33307637534587,0.7459216433080513,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,2.6700000000000004,57.589853813768215,58.33425660000641,58.336075584406906,0.7462217706386909,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,2.8600000000000003,57.59255284344607,58.33725598661293,58.33907506454053,0.7465222210944589,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,3.0500000000000003,57.595251821059506,58.34025564434683,58.34207481581004,0.7468229947505307,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,3.24,57.5979507465871,58.343255573259334,58.34507483826661,0.7471240916795097,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,3.43,57.60064962001352,58.34625577341555,58.348075131975364,0.7474255119618434,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,3.62,57.603348441315504,58.34925624487031,58.35107569699113,0.7477272556756276,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,3.81,57.60604721047624,58.3522569876809,58.35407653337114,0.7480293228949009,0.00046173171354697894
0.25,5.84,0.06,5.627118644067797,4.0,57.608745927483945,58.35525800191087,58.35707764117905,0.7483317136951086,0.00046173171354697894
0.25,5.84,0.06,5.898305084745763,0.2,90.79702562735869,60.251653720638146,61.44694011316,-29.350085514198696,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,0.39,90.79862216474444,60.25448559082204,61.44982816264659,-29.348794002097854,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,61.452716498085714,-29.347502177631775,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,0.77,90.80181516046262,60.26014963122751,61.455604567609875,-29.34621059285275,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,0.96,90.80341161896216,60.26298173779924,61.45849285817387,-29.34491876078829,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,1.15,90.80500805110192,60.26581328900283,61.46138058235214,-29.34362746874978,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,1.34,90.8066044569945,60.268644897635,61.464268365098405,-29.3423360918961,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,1.53,90.80820083658355,60.27147678658714,61.467156433725634,-29.341044402857918,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,1.72,90.80979718986694,60.27430895591068,61.470044788286366,-29.339752401580576,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,1.91,90.81139351683984,60.27714140564782,61.47293342882356,-29.338460088016284,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,2.1,90.81298981754493,60.27997294177464,61.475821137626035,-29.337168679918896,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,2.29,90.81458609192988,60.28280368338697,61.47870803615223,-29.335878055777656,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,61.48159522033921,-29.33458711967844,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,61.48448269022522,-29.333295871560864,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,61.48737044586375,-29.33200431139715,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,61.490258487293296,-29.330712439112354,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,3.24,90.82256706925467,60.29696159386269,61.4931468145659,-29.329420254688777,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,3.43,90.8241631857692,60.29979401674245,61.49603542771292,-29.328127758056276,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,3.62,90.82575927598117,60.30262671999676,61.498924326796626,-29.326834949184544,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,3.81,90.82735533987562,60.30545970366357,61.501813511855765,-29.32554182801986,0.1559149262716975
0.25,5.84,0.06,5.898305084745763,4.0,90.82895137743073,60.30829296778385,61.50470298293206,-29.324248394498667,0.1559149262716975
0.25,5.84,0.06,6.169491525423729,0.2,86.94702113806258,72.06646393780726,72.06646344180525,-14.880557696257327,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,0.39,86.94756859275853,72.06898766877671,72.0689871727573,-14.878581420001225,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,72.07151109178437,-14.87660494969812,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,0.77,86.94866348396428,72.07403523754775,72.0740347414936,-14.874628742470676,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,0.96,86.9492109206282,72.07655902161699,72.0765585255455,-14.87265239508271,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,1.15,86.94975835121514,72.07908228759027,72.0790817915014,-14.870676559713743,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,1.34,86.95030577588408,72.08160555328314,72.08160505717692,-14.86870071870716,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,1.53,86.95085319449171,72.08412900692889,72.0841285108053,-14.866724683686414,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,1.72,86.95140060719876,72.08665264862424,72.08665215248327,-14.864748454715496,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,1.91,86.95194801392257,72.08917647833813,72.08917598217977,-14.862772031742807,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,2.1,86.952495414569,72.09169948741895,72.09169899124316,-14.860796423325837,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,2.29,86.95304280930395,72.0942217766158,72.09422128042264,-14.858821528881307,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,72.09674375739347,-14.856846440602425,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,72.09926642220493,-14.854871158533783,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,72.10178927486962,-14.852895682619362,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,72.10431231540478,-14.850920012833015,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,3.24,86.9557796930088,72.10683604012569,72.10683554384579,-14.848944149163003,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,3.43,86.95632705178399,72.10935945649784,72.10935896020057,-14.84696809158342,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,3.62,86.95687440455882,72.11188306081768,72.11188256450303,-14.844991840055783,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,3.81,86.95742175137232,72.11440685309975,72.11440635676774,-14.843015394604578,7.070708189248058e-08
0.25,5.84,0.06,6.169491525423729,4.0,86.95796909219014,72.11693083336483,72.1169303370154,-14.841038755174736,7.070708189248058e-08
0.25,5.84,0.06,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,58.1212769371016,4.945244608875839,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,58.12143315039049,4.945279162499986,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,58.121589364558325,4.945313717613487,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,58.12174557644709,4.945348271155254,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,58.12190178866799,4.945382825774281,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,58.12205799684282,4.945417377170003,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,58.122214204431096,4.945451928860848,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,58.122370412752055,4.945486481929855,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,58.12252662179832,4.9455210365651325,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,58.12268283155221,4.945555592735474,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,58.1228390351841,4.945590143550547,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,58.12299523347116,4.945624689752968,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,58.12315143243453,4.945659237443131,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,58.12330763212619,4.94569378665657,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,58.12346383255957,4.945728337380807,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,58.12362003370544,4.945762889601497,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,58.12377623559103,4.945797443333504,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,58.123932438182656,4.945831998602472,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,58.124088641509616,4.945866555371019,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,58.124244845555054,4.945901113623748,4.306409907228928e-23
0.25,5.84,0.06,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,58.124401050350365,4.945935673403689,4.306409907228928e-23
0.25,5.84,0.06,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419281039655687,-2.6032105963583376,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419316304335418,-2.6031943874718877,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.419351569161957,-2.6031781781698236,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.419386833152384,-2.603161969334682,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419422097201007,-2.6031457605887205,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.41945736006409,-2.6031295529082144,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.419492622670344,-2.6031133453385067,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.41952788542647,-2.6030971376312735,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.419563148331342,-2.6030809297258592,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.41959841134778,-2.6030647215556044,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.419633672593505,-2.603048515094475,3.5224517192719266e-47
0.25,5.84,0.06,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.41966893230089,-2.6030323101445703,3.5224517192719266e-47
