D,eta,winner,R3,mu_mumu,chi2_mumu
4.0,0.2,2,0.8993599543961399,1.3688790784350766,0.006053198494063175
4.271186440677966,0.2,2,0.9116989464725309,2.5069896842889343,7.658913507013216
4.5423728813559325,0.2,2,0.9213910454507764,4.65465471241046,66.20485810634759
4.813559322033898,0.2,2,0.929125410153443,9.017006083282267,362.617385454744
5.084745762711864,0.2,2,0.9350834111669852,17.138180265024623,1548.0644878400653
5.3559322033898304,0.2,2,0.9393049467084993,26.99271403908197,4093.6688242888963
5.627118644067797,0.2,2,0.9427206346867623,43.147343536360395,10892.754327143073
5.898305084745763,0.2,2,0.945501392746104,71.55507124689613,30760.837635356696
6.169491525423728,0.2,2,0.9469996896372843,71.30434698088824,30541.360792652606
6.4406779661016955,0.2,2,0.9478220010485267,44.8509541136014,11799.90883363934
6.711864406779661,0.2,2,0.9485254445585878,20.939964573987304,2386.313847204243
6.983050847457627,0.2,2,0.9491395187399702,4.078868595447137,44.85210594795572
7.254237288135593,0.2,2,0.9498579992927705,3.194185755110871,20.119390774017294
7.525423728813559,0.2,2,0.9504089577842612,2.9212926412625904,14.464570627248179
7.796610169491526,0.2,2,0.9508013577104061,2.598388349458421,8.97584147573549
8.067796610169491,0.2,2,0.9509414283760994,2.2998630551870343,5.0609594880658975
8.338983050847457,0.2,2,0.9505617011189197,2.174412906335332,3.7482209343670982
8.610169491525424,0.2,2,0.9499820495045567,2.0168178476782,2.3779016075897967
8.881355932203391,0.2,2,0.9492096283690372,1.8145410626199516,1.0740268287379922
9.152542372881356,0.2,2,0.9490729869972196,1.6057007428715149,0.264454972611832
9.423728813559322,0.2,2,0.9494726656826714,1.4149063794309844,0.0013887509233779854
9.694915254237287,0.2,2,0.9497978397746453,1.219657605026326,0.20327112140525397
9.966101694915254,0.2,2,0.9500562941342726,1.0242171423839013,0.8825797254882567
10.237288135593221,0.2,2,0.9511084871460999,0.7913777582788848,2.3151314569852217
10.508474576271187,0.2,2,0.9521891430016489,0.5746002173928326,4.258030007049743
10.779661016949152,0.2,2,0.9531820296122392,0.3858957680894019,6.427546207368649
11.050847457627118,0.2,2,0.9538321947418775,0.24260759001738388,8.372232441783549
11.322033898305085,0.2,2,0.953291404303559,0.1741081289841168,9.392567996392637
11.593220338983052,0.2,2,0.9527093531653619,0.11640842711344324,10.297545787408653
11.864406779661017,0.2,2,0.9520858387228766,0.06981981328874157,11.05862080699499
12.135593220338983,0.2,2,0.9508397684987044,0.03654558396792415,11.618799653733554
12.40677966101695,0.2,2,0.9488949329602571,0.016956164936474637,11.955064060670146
12.677966101694915,0.2,2,0.9467959264540681,0.006023492560155829,12.144815645588658
12.94915254237288,0.2,2,0.9445273858908638,0.0010105275556108694,12.232322150063936
13.220338983050848,0.2,2,0.9433877990433155,0.0004331063885934083,12.242421810581762
13.491525423728813,0.2,2,0.9424928414593372,0.0002890933716686204,12.244941388339408
13.76271186440678,0.2,2,0.941553419410806,0.00017197629505120345,12.24699059968564
14.033898305084746,0.2,2,0.9408414950165023,8.981563372922251e-05,12.248428276827536
14.305084745762711,0.2,2,0.9419728071660075,6.647460655375509e-05,12.248836722003265
14.576271186440678,0.2,2,0.9429929031819644,4.630071213312129e-05,12.249189750936143
