scan_rows,width_fix_width_power_base,width_fix_trigger_lo,width_fix_trigger_hi,width_fix_turnoff_lo,width_fix_turnoff_hi,width_fix_tail_reboost_max,width_only_objective,width_only_d4p8_max_abs_delta_mu_mumu,width_only_d6p4_max_abs_delta_mu_mumu,width_only_d7p2_max_abs_delta_mu_mumu,width_only_d8p0_max_abs_delta_mu_mumu,best_label,best_beta,best_center,best_half_width,best_objective,best_d4p8_max_abs_delta_mu_mumu,best_d6p4_max_abs_delta_mu_mumu,best_d7p2_max_abs_delta_mu_mumu,best_d8p0_max_abs_delta_mu_mumu,best_d4p0_acceptance_mismatch,delta_objective_vs_width_only,delta_d6p4_max_abs_delta_mu_mumu_vs_width_only,delta_d4p8_max_abs_delta_mu_mumu_vs_width_only,best_max_bandpass_weight_focus
101,0.8,2.5,5.0,10.0,20.0,0.15,63.91254061649406,106.09235690795059,5.795267116552445,1.4641503559314133,1.9888941834723983,bandpass_gnorm,0.25,0.06,0.04,51.551241878463195,93.42020518009139,0.839887784811225,1.4086288805670142,1.7293449547896227,0.6097560975609756,-12.361298738030868,-4.95537933174122,-12.672151727859202,0.14127638631477574
