alpha,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.0,9.600000000000001,0.6,0.9999999996826572,0.999999999682656,1.2212453270876722e-15,1.332267629550187e-15,0.0
0.25,9.600000000000001,0.6,0.9999999996826572,0.999999999682656,1.2212453270876722e-15,1.332267629550187e-15,0.0
0.5,9.600000000000001,0.6,0.9999999996826572,0.999999999682656,1.2212453270876722e-15,1.332267629550187e-15,0.0
0.75,9.600000000000001,0.6,0.9999999996826573,0.999999999682656,1.3322676295501878e-15,1.332267629550187e-15,0.0
1.0,9.600000000000001,0.6,0.9999999996826573,0.999999999682656,1.3322676295501878e-15,1.332267629550187e-15,0.0
0.0,9.600000000000001,1.0,1.0,0.9999999999999986,1.4432899320127035e-15,1.554312234475218e-15,0.0
0.25,9.600000000000001,1.0,1.0,0.9999999999999986,1.4432899320127035e-15,1.554312234475218e-15,0.0
0.5,9.600000000000001,1.0,1.0,0.9999999999999986,1.4432899320127035e-15,1.554312234475218e-15,0.0
0.75,9.600000000000001,1.0,1.0000000000000002,0.9999999999999986,1.6653345369377348e-15,1.7763568394002489e-15,0.0
1.0,9.600000000000001,1.0,1.0000000000000002,0.9999999999999986,1.6653345369377348e-15,1.7763568394002489e-15,0.0
0.0,9.600000000000001,2.0,0.999999998112675,0.9999999981126734,1.6653345369377348e-15,1.7763568394002489e-15,0.0
0.25,9.600000000000001,2.0,0.999999998112675,0.9999999981126734,1.6653345369377348e-15,1.7763568394002489e-15,0.0
0.5,9.600000000000001,2.0,0.9999999981126751,0.9999999981126734,1.7763568394002505e-15,1.7763568394002489e-15,0.0
0.75,9.600000000000001,2.0,0.9999999981126751,0.9999999981126734,1.7763568394002505e-15,1.7763568394002489e-15,0.0
1.0,9.600000000000001,2.0,0.9999999981126751,0.9999999981126734,1.7763568394002505e-15,1.7763568394002489e-15,0.0
0.0,9.600000000000001,4.0,0.9999999954851804,0.9999999954851782,2.220446049250313e-15,2.2204460492503107e-15,0.0
0.25,9.600000000000001,4.0,0.9999999954851804,0.9999999954851782,2.220446049250313e-15,2.2204460492503107e-15,0.0
0.5,9.600000000000001,4.0,0.9999999954851804,0.9999999954851782,2.220446049250313e-15,2.2204460492503107e-15,0.0
0.75,9.600000000000001,4.0,0.9999999954851804,0.9999999954851782,2.220446049250313e-15,2.2204460492503107e-15,0.0
1.0,9.600000000000001,4.0,0.9999999954851804,0.9999999954851782,2.220446049250313e-15,2.2204460492503107e-15,0.0
0.0,10.4,0.2,0.35211518114656687,0.49505497519094993,-0.14293979404438306,-0.34071047615372835,0.0
0.25,10.4,0.2,0.3551708683856444,0.49505497519094993,-0.13988410680530555,-0.33206982431912097,0.0
0.5,10.4,0.2,0.35825307315365273,0.49505497519094993,-0.1368019020372972,-0.3234291724845138,0.0
0.75,10.4,0.2,0.3613620255720951,0.49505497519094993,-0.1336929496188548,-0.3147885206499067,0.0
1.0,10.4,0.2,0.3644979577594898,0.49505497519094993,-0.13055701743146014,-0.3061478688152996,0.0
0.0,10.4,0.6,0.35211521160335363,0.495055015521316,-0.14293980391796235,-0.34071047112350894,0.0
0.25,10.4,0.6,0.35517089866009094,0.495055015521316,-0.13988411686122504,-0.33206982054645656,0.0
0.5,10.4,0.6,0.35825310324030074,0.495055015521316,-0.13680191228101524,-0.3234291699694042,0.0
0.75,10.4,0.6,0.3613620554654052,0.495055015521316,-0.1336929600559108,-0.31478851939235186,0.0
1.0,10.4,0.6,0.3644979874538405,0.495055015521316,-0.1305570280674755,-0.3061478688152996,0.0
0.0,10.4,1.0,0.3521152021089407,0.4950550020778995,-0.14293979996895878,-0.34071047093204837,0.0
0.25,10.4,1.0,0.35517088906628436,0.4950550020778995,-0.13988411301161513,-0.3320698204028613,0.0
