case,case_label,target_D,eval_D,eta,abs_delta_mu_mumu,acceptance_mismatch
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.2,0.0332888381076506,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.39,0.040000302424567646,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.5800000000000001,0.0469025007046171,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.77,0.05399625520852558,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.96,0.06128228929987145,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.15,0.0687612262905044,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.34,0.07643358840399284,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.53,0.08429979585892555,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.72,0.09236016607359376,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.91,0.10061491299337977,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.1,0.10906414654195729,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.29,0.11770787219705037,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.4800000000000004,0.12654599069137085,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.6700000000000004,0.1355782978389839,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.8600000000000003,0.14480448448716965,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.0500000000000003,0.15422413659365697,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.24,0.16383673542857125,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.43,0.1736416579006126,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.62,0.18363817700637997,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.81,0.19382546240171017,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,4.0,0.20420258109349154,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.2,0.4739329363401339,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.39,0.47042655764785835,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.5800000000000001,0.4669136044618316,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.77,0.46339407836316404,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.96,0.4598679809569042,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.15,0.456335313872021,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.34,0.452796078761299,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.53,0.44925027730110934,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.72,0.44569791119206315,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.91,0.44213898215818404,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.1,0.4385734919477535,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.29,0.43500144233259697,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.4800000000000004,0.43142283510845303,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.6700000000000004,0.427837672094876,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.8600000000000003,0.4242459551351949,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.0500000000000003,0.42064768609661485,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.24,0.417042866870025,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.43,0.4134314993702777,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.62,0.40981358553576896,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.81,0.40618912732889,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,4.0,0.4025581267356966,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.2,0.5802156978481392,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.39,0.5804414115675343,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.5800000000000001,0.5806671241733881,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.77,0.5808928349364066,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.96,0.5811185438542665,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.15,0.5813442512502647,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.34,0.581569957180001,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.53,0.5817956613250601,0.0
