beta_d21_d40,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v24,delta_max_vs_v24
1.18,0.4396725630050282,0.45342088827089366,0.3292652999556737,0.2186437855590082,0.45342088827089366,0.20170544598869142,0.20440743613388576
1.2,0.23796711701633688,0.24901345213700798,0.15104563965131862,0.06566113764268611,0.24901345213700798,8.326672684688674e-17,8.326672684688674e-17
1.22,0.07342349834854067,0.07841235838014882,-0.016987274609890985,-0.07841235838014882,0.056094812627371926,-0.16454361866779613,-0.17060109375685908
1.24,0.21128115045635143,0.21409553904777034,-0.17541576765059852,-0.21409553904777034,-0.12598076238188938,-0.02668596655998537,-0.03491791308923756
1.26,0.34112478052208406,0.3418770257492838,-0.3247888718912387,-0.3418770257492838,-0.29782271139843175,0.10315766350574726,0.0928635736122759
