D,level,rho_max,z_max,dr,dz,Nr,Nz,E1,E2,DeltaE,M_LR,chi_LR,omega1,Gamma_ref,M_sym,norm1,norm2,overlap12,build_s,solve_s,grid_index
4.0,fine,3.0,8.0,0.06,0.03,50,533,2.066705423812488,2.5669612895002754,0.5002558656877873,0.2501279328438937,0.00052658181469949,1.7512011374518028,475.00298312929175,-2.387347284530196e-06,0.9999999999999996,1.0,1.9290667153948338e-16,0.0036950111389160156,0.08597588539123535,0
5.4,fine,3.0,8.7,0.06,0.03,50,580,2.2717894195402573,2.7578939716714737,0.4861045521312164,0.2430522760656082,0.00035841015184784515,1.808808839966307,678.1400437808762,8.095581212388641e-17,1.0,1.0,1.6154612370034016e-16,0.003283977508544922,0.1289207935333252,1
5.6,fine,3.0,8.8,0.06,0.03,50,587,2.233624382765018,2.7084050794734353,0.47478069670841716,0.23739034835420858,0.00037339665030580396,1.7982281231159238,635.7591803777322,-9.207096947144579e-06,0.9999999999999999,1.0,1.612208630485945e-16,0.00570988655090332,0.12819504737854004,2
5.698305085,fine,3.0,8.8491525425,0.06,0.03,50,590,2.217653085493271,2.6877398264778543,0.47008674098458325,0.23504337049229163,0.0003799113820228658,1.7937817831311786,618.6794647761963,-1.4100011160239233e-06,1.0000000000000002,1.0,3.382710778154774e-17,0.007838964462280273,0.12141895294189453,3
5.8,fine,3.0,8.9,0.06,0.03,50,593,2.201908958019298,2.667388488207454,0.4654795301881558,0.2327397650940779,0.00038647482229989017,1.7893878724355148,602.2119725912713,-7.3486012410381605e-06,1.0000000000000002,1.0,3.126839065448195e-16,0.005282878875732422,0.13351798057556152,4
5.898305085,fine,3.0,8.9491525425,0.06,0.03,50,597,2.181326548136894,2.6407065802465817,0.4593800321096877,0.22969001605484385,0.00039518162698764093,1.7836273568593004,581.2264547967643,7.658282583966738e-06,1.0000000000000002,0.9999999999999998,-2.3527187142935446e-16,0.0033080577850341797,0.13719797134399414,5
5.969491525,fine,3.0,8.9847457625,0.06,0.03,50,599,2.171152247761181,2.6275765252710164,0.4564242775098353,0.22821213875491764,0.0003996177120745604,1.780772935486493,571.0761356652229,2.9651335888414004e-07,1.0000000000000002,0.9999999999999999,-6.613633252161577e-18,0.0033998489379882812,0.1135568618774414,6
6.098305085,fine,3.0,9.0491525425,0.06,0.03,50,603,2.15111584995793,2.6016964567018848,0.4505806067439546,0.2252903033719773,0.00040849661657147096,1.775138262208871,551.5108185297792,-3.806756285754666e-06,1.0000000000000002,0.9999999999999999,1.0191500421363742e-16,0.005268096923828125,0.10891199111938477,7
6.169491525,fine,3.0,9.084745762499999,0.06,0.03,50,606,2.1363827259038977,2.582606987419185,0.44622426151528716,0.22311213075764358,0.00041511018665583066,1.7709835476096039,537.4768866913561,-4.208673456749692e-06,1.0,1.0000000000000002,-2.8536201179818477e-16,0.00342559814453125,0.1209263801574707,8
6.2,fine,3.0,9.1,0.06,0.03,50,607,2.1315077072654764,2.5763092096482825,0.444801502382806,0.222400751191403,0.0004173419901673682,1.769606653260966,532.8980942037796,3.7187254608149055e-06,1.0,1.0,1.7737547541862853e-16,0.00757908821105957,0.146406888961792,9
6.240677966,fine,3.0,9.120338983,0.06,0.03,50,608,2.12663850488065,2.570046373035246,0.4434078681545959,0.22170393407729794,0.000419610361560159,1.7682303313993486,528.3566717775451,2.2260579298252337e-07,1.0000000000000002,0.9999999999999999,-6.505213034913027e-17,0.007796049118041992,0.1717681884765625,10
6.369491525,fine,3.0,9.1847457625,0.06,0.03,50,612,2.107449695335106,2.545282018060247,0.43783232272514105,0.21891616136257053,0.0004286030297606892,1.7627959880074342,510.7667145628964,-1.961380259842079e-06,0.9999999999999999,1.0000000000000002,-9.69276742202041e-17,0.003754854202270508,0.15373492240905762,11
6.4,fine,3.0,9.2,0.06,0.03,50,613,2.102712458305628,2.539164786404355,0.4364523280987269,0.21822616404936346,0.00043085229084570984,1.7614518041393095,506.4987901561634,-1.7892753090238083e-06,0.9999999999999998,1.0,-2.86988315056913e-16,0.005239009857177734,0.12978601455688477,12
6.440677966,fine,3.0,9.220338983,0.06,0.03,50,615,2.093342447105838,2.527012560849462,0.4336701137436241,0.21683505687181204,0.0004352867950350766,1.758790052026062,498.142969979916,1.4036684828860537e-06,1.0,1.0,5.589062199162775e-17,0.0043487548828125,0.14174318313598633,13
6.6,fine,3.0,9.3,0.06,0.03,50,620,2.07020103840583,2.4971537468635634,0.42695270845773337,0.21347635422886668,0.00044661396520241984,1.7521989151936574,477.9885334129942,-1.3950520277992103e-16,1.0,1.0,-3.478120569333498e-16,0.003435850143432617,0.11116313934326172,14
6.640677966,fine,3.0,9.320338983,0.06,0.03,50,621,2.0656217078408,2.491267818775744,0.4256461109349443,0.21282305546747216,0.0004489175450772192,1.7508916893516857,474.08050275883966,3.2229530605849365e-07,1.0,0.9999999999999999,-4.562322741819003e-16,0.004024028778076172,0.12056398391723633,15
20.0,fine,3.0,16.0,0.06,0.03,50,1067,2.2858121707157077,2.5450900615762007,0.2592778908604929,0.12963894543024646,0.00018672413360389396,1.8126809346147235,694.2806102678468,-3.364436134736508e-06,1.0000000000000002,1.0,6.792526610621685e-17,0.0077610015869140625,0.24861478805541992,16
