case,case_label,target_D,eval_D,eta,abs_delta_mu_mumu,acceptance_mismatch
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.2,0.06566113764268611,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.39,0.07294280575938705,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.5800000000000001,0.08042105147118095,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.77,0.08809664241837423,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.96,0.09597024445552771,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.15,0.10404242051938617,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.34,0.11231362961801983,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.53,0.12078422594284088,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.72,0.12945445810516443,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.91,0.13832446849845326,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.1,0.14739429278742078,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.29,0.15666385952460837,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.4800000000000004,0.16613298989505854,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.6700000000000004,0.1758013975892383,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.8600000000000003,0.18566868880426757,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.0500000000000003,0.19573436237315622,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.24,0.20599781002146678,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.43,0.2164583167507148,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.62,0.22711506134739423,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.81,0.23796711701633688,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,4.0,0.24901345213700798,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.2,0.10535914756602871,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.39,0.10946318023933088,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.5800000000000001,0.11357397944928138,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.77,0.11769154291632766,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.96,0.12181586833622049,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.15,0.12594695338017914,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.34,0.13008479569480969,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.53,0.13422939290247626,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.72,0.13838074260059408,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.91,0.14253884236252645,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.1,0.14670368973658654,0.0
