D,eta,base_partial_ratio,base_width_ratio,base_mu,base_chi2,cur_partial_ratio,cur_width_ratio,cur_mu,cur_chi2,cur_width_alpha,cur_refamp_beta,cur_pointamp_beta,cur_partial_beta,delta_mu,delta_log_mu,delta_log_partial,delta_log_width,delta_log_amp_point,delta_log_amp_ref,path_closure_residual,width_component,partial_component,amp_point_component,amp_ref_component,mu_width_anchor,mu_partial_anchor,mu_refamp_anchor,mu_pointamp_anchor,mu_width_refamp_anchor,mu_width_pointamp_anchor,delta_mu_width_anchor,delta_mu_partial_anchor,delta_mu_refamp_anchor,delta_mu_pointamp_anchor,delta_mu_width_refamp_anchor,delta_mu_width_pointamp_anchor,acceptance_mismatch
4.0,3.0500000000000003,1225.7323904467653,411.0464557676908,2.981980195298185,15.641633364473018,990.6982700925408,468.8119944982327,2.113210160403171,3.1791795806394796,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.868770034895014,-0.3443793805431604,-0.212883796247535,0.1314955842956252,-1.1247003328725933e-11,0.1064418981125206,-2.220446049250313e-16,0.1314955842956252,0.212883796247535,2.2494006657451866e-11,0.2128837962250412,2.4101856522330634,2.6145499791630993,2.6145499791042877,2.113210160450705,2.9819801952311082,2.4101856522872778,-0.5717945430651215,-0.36743021613508553,-0.36743021619389715,-0.8687700348474796,-6.707656652338301e-11,-0.571794543010907,1.0
4.0,3.145,1228.2040753358845,409.138749080574,3.0019255768267685,16.03853471057359,992.6960095362795,466.62632724947434,2.1273896297016055,3.306847958733993,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.874535947125163,-0.34435823951842215,-0.21288379624753556,0.13147444327088645,-1.1247114351028397e-11,0.1064418981125206,-1.1102230246251565e-16,0.13147444327088645,0.21288379624753556,2.2494228702056794e-11,0.2128837962250412,2.4263065079195965,2.6320933981062,2.632093398046992,2.1273896297494597,3.0019255767592417,2.4263065079741746,-0.5756190689071721,-0.3698321787205687,-0.3698321787797765,-0.8745359470773089,-6.752687298217097e-11,-0.575619068852594,1.0
4.0,3.24,1230.6542380136946,407.2430096541478,3.0219161749610657,16.441325491252087,994.6763536515776,464.44305288976756,2.1416540681633522,3.4378172301453156,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.8802621067977134,-0.3443126656739083,-0.2128837962475357,0.13142886942637258,-1.1247336395633325e-11,0.1064418981125206,0.0,0.13142886942637258,0.2128837962475357,2.249467279126665e-11,0.2128837962250412,2.4424639099301158,2.649741944370911,2.6497419443113057,2.141654068211528,3.0219161748930885,2.442463909985058,-0.5794522650309499,-0.37217423059015475,-0.37217423064975996,-0.8802621067495378,-6.797717944095893e-11,-0.5794522649760077,1.0
4.0,3.3350000000000004,1233.0829262908883,405.35920566138844,3.041951210356693,16.850023607448808,996.6393410814308,462.2621647861567,2.1560045727352093,3.5721432124784154,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.8859466376214837,-0.344242381056267,-0.21288379624753487,0.131358584808732,-1.1247003328725933e-11,0.1064418981125206,-1.1102230246251565e-16,0.131358584808732,0.21288379624753487,2.2494006657451866e-11,0.2128837962250412,2.4586572283594825,2.667496975144645,2.667496975084642,2.1560045727837065,3.0419512102882673,2.458657228414787,-0.5832939819972105,-0.3744542352120481,-0.37445423527205124,-0.8859466375729865,-6.84257095429075e-11,-0.5832939819419058,1.0
4.0,3.43,1235.4901893890967,403.4873042306146,3.0620298989208043,17.264646155666867,998.5850116092213,460.0836559180034,2.170442263628661,3.7098830099078466,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.8915876352921432,-0.34414710678481947,-0.21288379624753664,0.1312633105372829,-1.1247669462540716e-11,0.1064418981125206,5.551115123125783e-17,0.1312633105372829,0.21288379624753664,2.2495338925081432e-11,0.2128837962250412,2.4748858294646032,2.6853598763988415,2.685359876338433,2.170442263677486,3.0620298988519226,2.474885829520277,-0.5871440694562011,-0.3766700225219628,-0.37667002258237137,-0.8915876352433183,-6.888178916142351e-11,-0.5871440694005274,1.0
4.0,3.5250000000000004,1237.876077913099,401.6272714747532,3.082151451936235,17.685209420319904,1000.5134061362704,457.9075188803686,2.184968284824476,3.851095051126749,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.8971831671117592,-0.3440265629997788,-0.21288379624753528,0.1311427667522435,-1.1247114351028397e-11,0.1064418981125206,0.0,0.1311427667522435,0.21288379624753528,2.2494228702056794e-11,0.2128837962250412,2.4911490757648016,2.703332063513249,2.703332063452439,2.184968284873625,3.082151451866904,2.4911490758208377,-0.5910023761714336,-0.37881938842298624,-0.37881938848379626,-0.89718316706261,-6.933120744179178e-11,-0.5910023761153975,1.0
4.0,3.62,1240.2406438232224,399.7790725201757,3.102315076186563,18.111728866325404,1002.4245666595102,455.7337458873505,2.199583804591228,3.9958391285286443,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.9027312715953353,-0.34388046880924505,-0.21288379624753598,0.13099667256170897,-1.1247447417935788e-11,0.1064418981125206,-1.1102230246251565e-16,0.13099667256170897,0.21288379624753598,2.2494894835871575e-11,0.2128837962250412,2.507446326142849,2.7214149819175084,2.7214149818562903,2.199583804640707,3.1023150761167764,2.5074463261992537,-0.5948687500437142,-0.3809000942690548,-0.38090009433027294,-0.9027312715458562,-6.978684297109794e-11,-0.5948687499873095,1.0
4.0,3.7150000000000003,1242.5839404079384,397.94267153509657,3.1225199740821177,18.544219131949117,1004.3185362493535,453.56232877538235,2.2142900160183325,4.144176438669602,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.9082299580637851,-0.34370854223491554,-0.21288379624753584,0.13082474598737992,-1.1247225373330861e-11,0.1064418981125206,2.220446049250313e-16,0.13082474598737992,0.21288379624753584,2.2494450746661722e-11,0.2128837962250412,2.5237769359468594,2.7396101077506003,2.739610107688974,2.214290016068142,3.1225199740118783,2.523776936003631,-0.5987430381352583,-0.38290986633151736,-0.3829098663931436,-0.9082299580139757,-7.023936987593515e-11,-0.5987430380784868,0.0
4.0,3.81,1244.9060222566955,396.1180317575466,3.1427653437868983,18.982694021904162,1006.1953590277241,451.39325900649044,2.2290881375640046,4.296169624058436,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.9136772062228937,-0.3435105001565161,-0.2128837962475357,0.13062670390898043,-1.1247336395633325e-11,0.1064418981125206,5.551115123125783e-17,0.13062670390898043,0.2128837962475357,2.249467279126665e-11,0.2128837962250412,2.54014025709284,2.757918948538829,2.7579189484767905,2.2290881376141467,3.142765343716203,2.540140257149979,-0.6026250866940583,-0.3848463952480694,-0.3848463953101078,-0.9136772061727516,-7.069544949445117e-11,-0.6026250866369192,0.0
4.0,3.9050000000000002,1247.206945232948,394.30511552291284,3.1630503793463305,19.42716650070775,1008.0550801462622,449.22652767150237,2.2439794136186992,4.451882816326022,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.9190709657276313,-0.3432860582548836,-0.21288379624753542,0.13040226200734836,-1.1247114351028397e-11,0.1064418981125206,1.6653345369377348e-16,0.13040226200734836,0.21288379624753542,2.2494228702056794e-11,0.2128837962250412,2.5565356381679627,2.7763430438929246,2.7763430438304733,2.2439794136691757,3.16305037927518,2.55653563822547,-0.6065147411783678,-0.38670733545340585,-0.38670733551585723,-0.9190709656771547,-7.115064093454748e-11,-0.6065147411208605,0.0
4.0,4.0,1249.48676644741,392.5038842910549,3.1833742708158104,19.87764868629889,1009.8977457647051,447.0621254932153,2.2589651150845063,4.611381680825869,0.8250003072106176,1.2664165549094355e-14,1.3131172951534883e-160,0.0,-0.9244091557313041,-0.3430349309536935,-0.212883796247535,0.13015113470615847,-1.1247114351028397e-11,0.1064418981125206,0.0,0.13015113470615847,0.212883796247535,2.2494228702056794e-11,0.2128837962250412,2.5729624245344582,2.7948839662248965,2.7948839661620277,2.2589651151353194,3.183374270744203,2.5729624245923346,-0.6104118462813521,-0.3884903045909138,-0.38849030465378265,-0.924409155680491,-7.160716464227335e-11,-0.6104118462234758,0.0
4.8,0.2,1290.8708923414383,93.95499366753128,13.739247292265361,951.6063983729875,1168.7815586025465,85.77685935313312,13.625837637524265,934.1944121194056,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11340965474109588,-0.008288686428239008,-0.09935529766222204,-0.09106661123398298,0.05672854200255149,0.10640619083366225,5.0306980803327406e-17,0.09106661123398298,0.09935529766222204,0.11345708400510297,0.2128123816673245,12.439802430708385,15.049174125472192,16.8572393291621,12.164364473237143,15.389932887828323,11.105540427508904,-1.2994448615569762,1.3099268332068306,3.1179920368967373,-1.5748828190282183,1.6506855955629618,-2.6337068647564568,0.0
4.8,0.29500000000000004,1290.9433831608974,93.91831023587707,13.745385536842349,952.5534003329764,1168.8471933096694,85.74344396181226,13.631913290423013,935.1231421526694,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11347224641933629,-0.008289561137659074,-0.09935529766222166,-0.09106573652456254,0.056728542002551695,0.10640619083366225,4.683753385137379e-17,0.09106573652456254,0.09935529766222166,0.11345708400510339,0.2128123816673245,12.445360125987087,15.055884432818532,16.864755838438054,12.169788466846875,15.396808604530952,11.110502018333609,-1.3000254108552625,1.310498895976183,3.119370301595705,-1.5755970699954744,1.6514230676886026,-2.6348835185087403,0.0
4.8,0.39,1291.0157451824823,93.88164646487063,13.751524326595238,953.5009574404619,1168.912711400497,85.71003167248793,13.637991826523924,936.0527746629148,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11353250007131344,-0.008290263302115124,-0.09935529766222191,-0.09106503436010685,0.05672854200255127,0.10640619083366225,-6.245004513516506e-17,0.09106503436010685,0.09935529766222191,0.11345708400510254,0.2128123816673245,12.45091831487947,15.062597924542427,16.87227591467482,12.17521503441375,15.403684931908986,11.115464049828237,-1.300606011715768,1.311073597947189,3.1207515880795818,-1.576309292181488,1.6521606053137479,-2.636060276767001,0.0
4.8,0.48500000000000004,1291.0879784509689,93.84500234745038,13.757663659817105,954.4490695572765,1168.978112915572,85.67662248402064,13.644073249194616,936.9833108227699,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.1135904106224892,-0.008290792781244739,-0.09935529766222154,-0.09106450488097691,0.0567285420025519,0.10640619083366225,-1.0928757898653885e-16,0.09106450488097691,0.09935529766222154,0.1134570840051038,0.2128123816673245,12.45647699584006,15.069314604363248,16.87979956203866,12.180644178944158,15.410561868050445,11.120426520613062,-1.3011866639770453,1.3116509445461428,3.1221359022215545,-1.5770194808729467,1.6528982082333403,-2.637237139204043,0.0
4.8,0.5800000000000001,1291.1600830113962,93.80837787653407,13.763803534805357,955.3977365454089,1169.0433978956735,85.64321639526555,13.650157561811275,937.9147518075121,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11364597299408175,-0.008291149434752341,-0.09935529766222057,-0.09106414822746821,0.0567285420025519,0.10640619083366225,1.5612511283791264e-17,0.09106414822746821,0.09935529766222057,0.1134570840051038,0.2128123816673245,12.462036167327298,15.076034476009857,16.887326784706417,12.186075903452176,15.417439411048173,11.125389429311873,-1.3017673674780585,1.3122309412045006,3.1235232499010603,-1.5777276313531807,1.6536358762428165,-2.6384141054934833,0.0
4.8,0.675,1291.2320589087913,93.77177304504471,13.769943949855017,956.346958265967,1169.1085663815663,85.60986260501187,13.656236919519634,938.8458964212256,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11370703033538376,-0.008291907821732598,-0.09935529766222204,-0.09106338984048933,0.05672854200255127,0.10640619083366225,1.1275702593849246e-16,0.09106338984048933,0.09935529766222204,0.11345708400510254,0.2128123816673245,12.467595827797423,15.082748875165214,16.894847877396906,12.191503204502958,15.424317558992318,11.130352774546521,-1.3023481220575945,1.3128049253101963,3.1249039275418884,-1.5784407453520597,1.6543736091373002,-2.639591175308496,0.0
4.8,0.77,1291.3039061881618,93.73518784590115,13.77608490326003,957.29673457938,1169.1736184140075,85.5765250322319,13.662317066200632,939.7776239502205,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11376783705939708,-0.008292646864110501,-0.0993552976622208,-0.09106265079811031,0.0567285420025519,0.10640619083366225,-8.673617379884035e-18,0.09106265079811031,0.0993552976622208,0.1134570840051038,0.2128123816673245,12.473155975705799,15.089464145708181,16.902369946166885,12.196931209903118,15.431196309971918,11.135316554937983,-1.3029289275542304,1.3133792424481516,3.126285042906856,-1.5791536933569112,1.6551114067118888,-2.6407683483220463,0.0
4.8,0.865,1291.3756248946802,93.698622272014,13.782226393315812,958.2470653457917,1169.2385540338917,85.54319055580734,13.668400096336068,940.7102557736176,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11382629697974345,-0.00829321322859413,-0.0993552976622213,-0.09106208443362712,0.056728542002551695,0.10640619083366225,4.85722573273506e-17,0.09106208443362712,0.0993552976622213,0.11345708400510339,0.2128123816673245,12.478716609509005,15.096182600907344,16.909895582209778,12.202361789485646,15.438075662077539,11.140280769108434,-1.3035097838068062,1.3139562075915325,3.1276691888939663,-1.5798646038301651,1.6558492687617274,-2.641945624207377,0.0
4.8,0.96,1291.4472150734389,93.66207631629383,13.788368418315466,959.1979504244752,1169.3033732820488,85.50985917459293,13.674486013297955,941.6437930665444,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11388240501751135,-0.008293606775178559,-0.09935529766222179,-0.09106169088704313,0.05672854200255149,0.10640619083366225,9.367506770274758e-17,0.09106169088704313,0.09935529766222179,0.11345708400510297,0.2128123816673245,12.484277727661608,15.102904244486925,16.91742478969728,12.207794946260865,15.444955613397225,11.14524541567818,-1.304090690653858,1.3145358261714595,3.1290563713818127,-1.580573472054601,1.6565871950817588,-2.643123002637285,0.0
4.8,1.055,1291.518676769637,93.62554997164834,13.794510976552173,960.1493896742018,1169.3680761994046,85.47659388342308,13.68056473792396,942.5766892646336,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11394623862821263,-0.008294564360911002,-0.09935529766222093,-0.09106073330130982,0.0567285420025519,0.10640619083366225,1.0928757898653885e-16,0.09106073330130982,0.09935529766222093,0.1134570840051038,0.2128123816673245,12.489839328618228,15.109617944428972,16.924945099168347,12.213221682132092,15.451836162019127,11.150210493267586,-1.3046716479339455,1.3151069678767993,3.1304341226161743,-1.5812892944200811,1.657325185466954,-2.644300483284587,0.0
4.8,1.15,1291.5900100285219,93.58904323097558,13.800654066319579,961.1013829533017,1169.4326628269234,85.44337750052446,13.68663900042745,943.5093620426552,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11401506589212929,-0.008295885630298087,-0.09935529766222166,-0.09105941203192364,0.05672854200255149,0.10640619083366225,-6.245004513516506e-17,0.09105941203192364,0.09935529766222166,0.11345708400510297,0.2128123816673245,12.49540141083386,15.11632671614127,16.932459888313304,12.21864443447689,15.458717306031817,11.155176000497386,-1.3052526554857184,1.3156726498216909,3.1318058219937246,-1.5820096318426895,1.658063239712238,-2.645478065822193,0.0
4.8,1.2449999999999999,1291.6612148953484,93.55255608717974,13.806797685909034,962.0539301192359,1169.4971332055843,85.41016420952343,13.692716130794919,944.4429367019098,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11408155511411522,-0.008297034655163668,-0.09935529766222032,-0.09105826300705659,0.05672854200255211,0.10640619083366225,5.551115123125783e-17,0.09105826300705659,0.09935529766222032,0.11345708400510422,0.2128123816673245,12.50096397276151,15.123038655290692,16.939978225443404,12.224069747085743,15.465599043521436,11.160141935986468,-1.3058337131475248,1.3162409693816581,3.1331805395343704,-1.5827279388232913,1.6588013576124023,-2.646655749922566,0.0
4.8,1.34,1291.732291415462,93.51608853315292,13.812941833613182,963.0070310291511,1169.5614873764403,85.37695400927694,13.69879613237733,945.3774144111222,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11414570123585221,-0.00829801129639074,-0.09935529766222007,-0.09105728636582959,0.05672854200255211,0.10640619083366225,-2.636779683484747e-16,0.09105728636582959,0.09935529766222007,0.11345708400510422,0.2128123816673245,12.506527012855251,15.129753765578286,16.947500114704305,12.229497622950241,15.472481372575448,11.165108298354763,-1.3064148207579311,1.3168119319651037,3.134558281091122,-1.5834442106629414,1.6595395389622656,-2.6478335352584192,0.0
4.8,1.435,1291.8032396341916,93.47964056178573,13.819086507723243,963.9606855394594,1169.6257253805334,85.34374689864059,13.704879008530664,946.312796341116,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11420749919257922,-0.008298815414767593,-0.0993552976622208,-0.09105648224745316,0.0567285420025519,0.10640619083366225,4.5102810375396984e-17,0.09105648224745316,0.0993552976622208,0.1134570840051038,0.2128123816673245,12.51209052956793,15.136472050710587,16.95502556024785,12.234928065066402,15.479364291279776,11.170075086221049,-1.3069959781553138,1.3173855429873438,3.1359390525246074,-1.5841584426568414,1.6602777835565323,-2.6490114215021947,0.0
4.8,1.53,1291.8740595969412,93.44321216596771,13.825231706529943,964.9148935059811,1169.6898472589737,85.31054287646789,13.71096476261695,947.2490836649762,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11426694391299286,-0.008299446870981119,-0.09935529766222191,-0.09105585079124091,0.05672854200255149,0.10640619083366225,-1.214306433183765e-16,0.09105585079124091,0.09935529766222191,0.11345708400510297,0.2128123816673245,12.517654521351934,15.143193514400814,16.962554566233393,12.240361076435653,15.486247797719786,11.175042298203708,-1.3075771851780082,1.317961807870871,3.137322859703451,-1.58487063009429,1.6610160911898433,-2.6501894083262343,0.0
4.8,1.625,1291.944751349182,93.40680333858275,13.831377428324105,965.8696547840377,1169.753853052934,85.2773419416099,13.71705339800429,948.1862775580565,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11432403031981409,-0.008299905525657911,-0.09935529766222191,-0.09105539213656394,0.05672854200255127,0.10640619083366225,6.071532165918825e-17,0.09105539213656394,0.09935529766222191,0.11345708400510254,0.2128123816673245,12.523218986659762,15.149918160368873,16.970087136827782,12.245796660064824,15.493131889980985,11.180009932921203,-1.308158441664343,1.3185407320447684,3.1387097085036775,-1.5855807682592804,1.66175446165688,-2.6513674954029014,0.0
4.8,1.72,1292.0153149364041,93.3704140725121,13.837523671395697,966.8249692283018,1169.8177428036015,85.24414409291563,13.723144918066241,949.1243791978864,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11437875332945602,-0.008300191239341328,-0.0993552976622208,-0.09105510642287948,0.0567285420025519,0.10640619083366225,-5.204170427930421e-18,0.09105510642287948,0.0993552976622208,0.1134570840051038,0.2128123816673245,12.528783923943113,15.156645992340716,16.977623276204632,12.251234818965631,15.500016566147893,11.184977988991301,-1.3087397474525844,1.3191223209450182,3.1400996048089347,-1.5862888524300658,1.6624928947521962,-2.652545682404396,0.0
4.8,1.815,1292.0857504041164,93.33404436063131,13.843670434034289,967.7808366928693,1169.8815165521776,85.21094932923181,13.729239326181842,950.0633897641804,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.1144311078524467,-0.008300303872522181,-0.09935529766222166,-0.09105499378969938,0.05672854200255149,0.10640619083366225,1.0408340855860843e-16,0.09105499378969938,0.09935529766222166,0.11345708400510297,0.2128123816673245,12.53434933165329,15.163377014048399,16.985162988544324,12.25667555615472,15.506901824304535,11.18994646503144,-1.3093211023809985,1.3197065800141097,3.1414925545100356,-1.5869948778795688,1.663231390270246,-2.653723969002849,0.0
4.8,1.91,1292.1560577979033,93.29769419581464,13.849817714529001,968.7372570312506,1169.945174339939,85.177757649403,13.735336625736343,951.0033104389528,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11448108879265817,-0.008300243285583235,-0.09935529766222118,-0.0910550543766379,0.056728542002551695,0.10640619083366225,4.336808689942018e-17,0.0910550543766379,0.09935529766222118,0.11345708400510339,0.2128123816673245,12.539915208241267,15.170111229230741,16.992706278034927,12.262118874654213,15.513787662534524,11.194915359658712,-1.3099025062877345,1.3202935147017403,3.1428885635059256,-1.587698839874788,1.6639699480055228,-2.6549023548702895,0.0
4.8,2.005,1292.2262371633828,93.26136357093296,13.855965511168387,969.694230096352,1170.008716208187,85.1445812710055,13.741434848145914,951.9438381939395,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11453066302247272,-0.008300152844557825,-0.09935529766222166,-0.0910551448176639,0.056728542002551695,0.10640619083366225,-6.245004513516506e-17,0.0910551448176639,0.09935529766222166,0.11345708400510339,0.2128123816673245,12.545481552157437,15.176846463668356,17.00025070923801,12.267563017025662,15.52067407892077,11.199884671489732,-1.3104839590109503,1.3208809524999694,3.144285198069623,-1.5884024941427253,1.664708567752383,-2.656080839678655,0.0
4.8,2.1,1292.296288546208,93.22505247885306,13.862113822240532,970.6517557404908,1170.0721421982587,85.11162791147933,13.747500440423917,952.87979453918,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11461338181661596,-0.008302473123598773,-0.09935529766222105,-0.09105282453862233,0.0567285420025519,0.10640619083366225,-5.377642775528102e-17,0.09105282453862233,0.09935529766222105,0.1134570840051038,0.2128123816673245,12.551048361851821,15.183545659475172,17.00775477199169,12.272978029091588,15.5275610715457,11.204854399140752,-1.3110654603887113,1.3214318372346394,3.145640949751156,-1.5891357931489445,1.665447249305167,-2.657259423099781,0.0
4.8,2.1950000000000003,1292.3662119920882,93.18876091243645,13.86826264603349,971.6098338154626,1170.1354523515372,85.07867763258986,13.753568871918036,953.8166492076391,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11469377411545345,-0.008304621886605055,-0.09935529766222227,-0.09105067577561728,0.05672854200255127,0.10640619083366225,-5.898059818321144e-17,0.09105067577561728,0.09935529766222227,0.11345708400510254,0.2128123816673245,12.556615635774351,15.190247991078792,17.01526234728873,12.278395575846458,15.534448638491646,11.209824541227995,-1.3116470102591382,1.3219853450453023,3.1469997012552398,-1.5898670701870312,1.666185992458157,-2.6584381048054944,0.0
4.8,2.29,1292.4360075467648,93.15248886454468,13.874411980834218,972.5684641723765,1170.1986467094414,85.0457304331989,13.759640145940077,954.7544033570853,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11477183489414067,-0.00830659899611892,-0.09935529766222216,-0.09104869866610323,0.05672854200255127,0.10640619083366225,1.5612511283791264e-17,0.09104869866610323,0.09935529766222216,0.11345708400510254,0.2128123816673245,12.562183372374044,15.196953462136916,17.02277343922634,12.283815660246816,15.541336777839811,11.214795096366792,-1.312228608460174,1.3225414813026983,3.148361458392124,-1.5905963205874016,1.6669247970055938,-2.6596168844674253,0.0
4.8,2.3850000000000002,1292.5056752560176,93.11623632803246,13.88056182492968,973.5276466618254,1170.26172531342,85.0127863121654,13.765714265807501,955.6930581474695,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11484755912217892,-0.00830840431464002,-0.09935529766222179,-0.09104689334758169,0.05672854200255149,0.10640619083366225,7.632783294297951e-17,0.09104689334758169,0.09935529766222179,0.11345708400510297,0.2128123816673245,12.567751570099864,15.20366207631356,17.03028805190874,12.289238285254322,15.548225487671331,11.219766063172488,-1.3128102548298166,1.3231002513838792,3.1497262269790607,-1.5913235396753578,1.667663662741651,-2.6607957617571927,0.0
4.8,2.4800000000000004,1292.5752151656734,93.08000329575236,13.886712176606242,974.487381133791,1170.3246882049655,84.97984526834661,13.771791234843414,956.632614740927,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11492094176282741,-0.008310037704582662,-0.09935529766222093,-0.09104525995763829,0.0567285420025519,0.10640619083366225,-2.7755575615628914e-17,0.09104525995763829,0.09935529766222093,0.1134570840051038,0.2128123816673245,12.573320227400254,15.21037383727896,17.0378061894471,12.29466345383564,15.555114766066678,11.224737440259922,-1.3133919492059878,1.3236616606727178,3.1510940128408578,-1.5920487227706026,1.6684025894604364,-2.6619747363463198,0.0
4.8,2.575,1292.6446273216188,93.04378976055348,13.892863034150011,975.4476674376987,1170.3875354256224,84.94690730059753,13.77787105637676,957.5730743018094,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11499197777325065,-0.008311499028287789,-0.09935529766222166,-0.09104379863393393,0.05672854200255149,0.10640619083366225,-5.551115123125783e-17,0.09104379863393393,0.09935529766222166,0.11345708400510297,0.2128123816673245,12.578889342723397,15.217088748709822,17.045327855959844,12.300091168962695,15.562004611106033,11.229709226243761,-1.3139736914266145,1.3242257145598106,3.152464821809833,-1.5927718651873164,1.6691415769560223,-2.66315380790625,0.0
4.8,2.6700000000000004,1292.7139117697461,93.0075957152824,13.899014395846121,976.4085054223035,1170.4502670169456,84.91397240777115,13.783953733741804,958.5144379966096,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11506066210431776,-0.008312788148008,-0.09935529766222154,-0.09104250951421348,0.05672854200255149,0.10640619083366225,5.204170427930421e-17,0.09104250951421348,0.09935529766222154,0.11345708400510297,0.2128123816673245,12.584458914516643,15.223806814288665,17.052853055571955,12.305521433612096,15.568895020868524,11.234681419737862,-1.314555481329478,1.3247924184425433,3.1538386597258334,-1.5934929622340253,1.6698806250224028,-2.664332976108259,0.0
4.8,2.765,1292.783068556024,92.97142115278002,13.90516625997996,977.3698949358824,1170.5128830205551,84.88104058871801,13.790039270278859,959.4567069940766,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11512698970110158,-0.008313904925944832,-0.0993552976622213,-0.09104139273627637,0.056728542002551695,0.10640619083366225,9.71445146547012e-17,0.09104139273627637,0.0993552976622213,0.11345708400510339,0.2128123816673245,12.590028941227544,15.230528037704746,17.06038179241592,12.310954250765883,15.575785993433536,11.23965401935628,-1.3151373187524165,1.325361777724785,3.1552155324359603,-1.5942120092140772,1.6706197334535755,-2.6655122406236806,0.0
4.8,2.8600000000000003,1292.8520977264309,92.93526606588564,13.91131862483586,978.3318358260291,1170.5753834780799,84.84811184228666,13.796127669333565,960.3998824651072,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.1151909555022943,-0.008314849224206576,-0.09935529766222154,-0.09104044843801502,0.056728542002551695,0.10640619083366225,-6.245004513516506e-17,0.09104044843801502,0.09935529766222154,0.11345708400510339,0.2128123816673245,12.59559942130268,15.237252422653187,17.067914070630806,12.316389623410869,15.582677526879257,11.244627023712233,-1.3157192035331793,1.3259337978173278,3.156595445794947,-1.5949290014249904,1.6713589020433979,-2.6666916011236257,0.0
4.8,2.955,1292.9209993270235,92.89913044743523,13.91747148869808,979.2943279398082,1170.6377684312215,84.8151861673237,13.802218934257635,961.343965582866,0.8255496041455871,0.00033546262790251305,2.7586709610002707e-80,0.0,-0.11525255444044546,-0.008315620904825637,-0.09935529766222179,-0.09103967675739613,0.05672854200255149,0.10640619083366225,1.734723475976807e-17,0.09103967675739613,0.09935529766222179,0.11345708400510297,0.2128123816673245,12.601170353188603,15.243979972835813,17.075449894363178,12.321827554539256,15.589569619283822,11.249600431418878,-1.3163011355094767,1.326508484137733,3.157978405665098,-1.595643934158824,1.6720981305857414,-2.6678710572792017,0.0
