gnorm_beta_d21,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v15,delta_max_vs_v15
0.3,0.584503983963188,0.5847296668955835,-0.5824727340831486,-0.5847296668955835,-0.5802156978481392,0.0,0.0
0.31,0.04853439003626647,0.04876108218171282,-0.04649405708730588,-0.04876108218171282,-0.04422692841912834,-0.5359695939269216,-0.5359685847138707
0.32,0.515195669356082,0.515423378598193,0.5131463874293313,0.5108694999785897,0.515423378598193,-0.06930831460710607,-0.0693062882973905
