D,level,rho_max,z_max,dr,dz,Nr,Nz,E1,E2,DeltaE,M_LR,chi_LR,omega1,Gamma_ref,M_sym,norm1,norm2,overlap12,build_s,solve_s,grid_index
4.0,fine,3.0,8.0,0.06,0.03,50,533,2.066705423812488,2.5669612895002762,0.5002558656877882,0.2501279328438941,0.000526581814699491,1.7512011374518028,475.00298312929175,2.387347284381951e-06,1.0,0.9999999999999999,1.560166926206641e-16,0.003490924835205078,0.3554422855377197,0
4.161616161616162,fine,3.0,8.080808080808081,0.06,0.03,50,539,2.0355069227592275,2.5250395000339094,0.4895325772746819,0.24476628863734096,0.0005451046046069994,1.7422706227102687,449.0262723313603,-3.2688546218712308e-06,1.0,0.9999999999999998,5.193328406205566e-17,0.0055980682373046875,0.610680103302002,1
4.3232323232323235,fine,3.0,8.161616161616163,0.06,0.03,50,544,2.0102225197915384,2.491150652067967,0.4809281322764285,0.24046406613821425,0.0005607352833296192,1.734999285242371,428.8370525042586,1.7202956956341158e-06,1.0,0.9999999999999999,-5.74356100874196e-16,0.0036230087280273438,0.2949697971343994,2
4.484848484848484,fine,3.0,8.242424242424242,0.06,0.03,50,549,2.4581596925759412,3.000377429059998,0.5422177364840568,0.2711088682420284,0.0002947786187065706,1.8596127802787175,919.7032994848802,-2.1509532750301536e-05,1.0,0.9999999999999999,1.951563910473908e-17,0.0089569091796875,0.3470020294189453,3
4.646464646464646,fine,3.0,8.323232323232324,0.06,0.03,50,555,2.419712500613349,2.9502327618926896,0.5305202612793405,0.26526013063967024,0.00030671089379850756,1.8492464683252336,864.8539585748518,5.1027119742636685e-06,0.9999999999999998,1.0000000000000002,-2.168404344971009e-18,0.006345987319946289,0.2863950729370117,4
4.808080808080808,fine,3.0,8.404040404040405,0.06,0.03,50,560,2.388583992472761,2.909683926456409,0.5210999339836482,0.2605499669918241,0.0003168039737537419,1.8408106889283213,822.4327615106079,-1.1336107596802771e-05,1.0000000000000002,1.0,6.711211447685272e-17,0.0031652450561523438,0.29059481620788574,5
4.96969696969697,fine,3.0,8.484848484848484,0.06,0.03,50,566,2.352292689662195,2.862438132979419,0.5101454433172239,0.25507272165861195,0.00032906629481550695,1.8309267297361178,775.140832340851,1.3880943002017953e-05,0.9999999999999999,1.0,1.1492543028346347e-17,0.003275632858276367,0.29351115226745605,6
5.1313131313131315,fine,3.0,8.565656565656566,0.06,0.03,50,571,2.322879519707438,2.8242158715671755,0.5013363518597376,0.2506681759298688,0.00033944461881553185,1.8228767154438716,738.4656053896443,-1.6521996055204892e-06,0.9999999999999999,1.0,2.8893987896738693e-17,0.003381967544555664,0.3052821159362793,7
5.292929292929293,fine,3.0,8.646464646464647,0.06,0.03,50,576,2.2941991545174094,2.786991691176281,0.4927925366588717,0.24639626832943584,0.0003499531793899178,1.8149928800183788,704.083525570434,-1.4870095417137782e-05,1.0,1.0000000000000002,-2.905661822261152e-17,0.003565073013305664,0.23740005493164062,8
5.454545454545455,fine,3.0,8.727272727272727,0.06,0.03,50,582,2.2607516497681495,2.743570367022371,0.4828187172542213,0.24140935862711066,0.000362665820599989,1.8057551466818942,665.6523579413316,5.6607671136180584e-06,1.0,1.0,2.8189256484623115e-17,0.008892059326171875,0.3062899112701416,9
