D,d60_p95_abs_delta_mu,d21_p95_abs_delta_mu,is_d60_pointamp_hotspot,is_d60_width_hotspot,is_d21_guard,projected_logdet_part_kernel,projected_logdet_part_action,projected_schur_gain,projected_schur_action,projected_logdet_schur_response_action,projected_logdet_schur_response_weight,projected_logdet_part_share,projected_schur_share,eymh_parented_prefactor_diag,parent_blockdet_det_ratio,parent_blockdet_schur_norm,parent_blockdet_action
4.0,1.333326390970993,0.9136772062233662,0,0,0,1.395201118734591,0.333036464958679,1.8421095437625288,0.6109093664582121,0.9439458314168913,0.6237704073187681,0.3528130305613279,0.647186969438672,0.04332560359119851,2.570102632723163,1.8421095437625288,0.9439458314168913
4.271186440677966,5.514676703853695,0.643176321702344,0,0,0,1.3922943545324697,0.3309473492528133,1.8183766810414017,0.5977753173137575,0.9287226665665709,0.6285719932199397,0.3564634259752272,0.6435365740247728,0.04193402814892947,2.531843052934486,1.8183766810414017,0.9287226665665709
4.5423728813559325,6.081348709700777,0.37267543718132173,0,0,0,1.3893875903303483,0.32885823354694765,1.7946438183202746,0.584641268169303,0.9134995017162506,0.6333735791211114,0.36011382138912645,0.6398861786108736,0.04054245270666043,2.4935834731458084,1.7946438183202746,0.9134995017162506
4.8,8.807407771886988,0.11569959688635123,0,0,0,1.386626164338333,0.32687357362637526,1.772097598735204,0.5721639214820712,0.8990374951084463,0.6379350857272245,0.36358169703233073,0.6364183029676693,0.03922045603650485,2.457236872346565,1.772097598735204,0.8990374951084463
4.813559322033898,8.950884564633627,0.11971201897982366,0,1,0,1.3864131390232495,0.3267192446759959,1.7770161676636604,0.5747343389246745,0.9014535836006703,0.6371912549071741,0.36259015733031047,0.6374098426696896,0.03931666358428664,2.463617768443789,1.7770161676636604,0.9014535836006703
5.084745762711864,2.903841565645237,0.19996046084927357,0,0,0,1.3821526327215783,0.323632665668408,1.8753875462327951,0.6261426877767426,0.9497753534451506,0.6223146385061668,0.3427593632899044,0.6572406367100956,0.0412408145399225,2.5912356903882743,1.8753875462327951,0.9497753534451505
5.3559322033898304,3.0724203823840277,0.2802089027187235,0,0,0,1.377892126419907,0.3205460866608201,1.9737589248019298,0.6775510366288108,0.998097123289631,0.6074380221051593,0.32292856924949837,0.6770714307505017,0.04316496549555837,2.718853612332759,1.9737589248019298,0.9980971232896307
5.6,9.5519663520637,0.3524325004012283,0,0,0,1.3740576707484031,0.31776816555399096,2.0622931655141508,0.723818550595672,1.0415867161496632,0.5940490673442527,0.30508085461313295,0.694919145386867,0.04489670135563065,2.833709742082795,2.0622931655141508,1.0415867161496628
5.627118644067797,10.271915904250342,0.41174758130139566,0,1,0,1.375234091717754,0.31861369783835536,2.0557207665828554,0.7204716983266615,1.039085396165017,0.5948058962999607,0.3067430170638766,0.6932569829361234,0.045048342703650414,2.826876920601592,2.0557207665828554,1.0390853961650166
5.898305084745763,1.3699978524761036,1.0048983903030597,0,0,0,1.3869983014112603,0.32706902068199933,1.9899967772699052,0.6870031756365561,1.0140721963185557,0.6023741858570417,0.3233646415713128,0.6766353584286872,0.046564756183848054,2.7585487057895612,1.9899967772699052,1.0140721963185553
6.169491525423728,25.887561191706766,1.5980491993047217,0,0,0,1.3987625111047668,0.33552434352564325,1.9242727879569552,0.6535346529464509,0.9890589964720943,0.6099424754141226,0.33998626607874893,0.6600137339212511,0.04808116966404569,2.6902204909775307,1.9242727879569552,0.989058996472094
6.4,30.47649411507816,2.1022273869561374,0,0,1,1.4087620893442474,0.34271136794274065,1.8684073970409472,0.6250864086598612,0.967797776602602,0.6163755215376414,0.3541146469100697,0.6458853530899302,0.049370121122213693,2.6321415083873045,1.8684073970409472,0.9677977766026018
6.4406779661016955,31.28630580743782,2.0338257587578155,1,0,0,1.4116418559976516,0.34471552907393177,1.8437986441704493,0.6098426404223626,0.9545581694962945,0.620733322930257,0.3635750960504302,0.6364249039495697,0.04962549262714233,2.601460480765671,1.8437986441704493,0.9545581694962944
6.711864406779661,7.462467784829663,1.5778149041023406,0,1,0,1.4308403003536787,0.35807660328187246,1.6797402917004653,0.5082175188390393,0.8662941221209118,0.6497853322143602,0.42664475698616633,0.5733552430138337,0.05132796932666655,2.39692029662145,1.6797402917004651,0.8662941221209117
6.983050847457627,0.5161120274032021,1.1218040494468644,0,0,0,1.450038744709706,0.37143767748981316,1.5156819392304808,0.4065923972557158,0.7780300747455289,0.6788373414984635,0.4897144179219026,0.5102855820780974,0.05303044602619077,2.1923801124772275,1.5156819392304806,0.7780300747455289
7.2,1.1385828482103437,0.7569953657224833,0,0,0,1.4653975001945279,0.3821265368561657,1.3844352572544931,0.3252922999890569,0.7074188368452226,0.7020789489257462,0.5401701466704917,0.4598298533295083,0.05439242738581015,2.02874796516185,1.384435257254493,0.7074188368452226
7.254237288135593,1.294200553412129,0.7275488392062223,0,0,0,1.4664808251570913,0.3828618057059609,1.382179616593814,0.323643117331266,0.7065049230372269,0.7024008523629461,0.5419411070854674,0.4580588929145326,0.054636669192894206,2.0269063052700385,1.3821796165938138,0.7065049230372269
7.525423728813559,1.1032836506099986,0.580316206624918,0,0,0,1.4718974499699085,0.38653814995493696,1.3709014132904187,0.31539720404231136,0.7019353539972483,0.7040103695489458,0.5507959091603459,0.449204090839654,0.05585787822831448,2.0176980058109795,1.3709014132904185,0.7019353539972484
7.796610169491526,0.9818588341817898,0.43308357404361264,0,0,0,1.4773140747827254,0.390214494203913,1.3596232099870231,0.30715129075335673,0.6973657849572698,0.7056198867349456,0.5596507112352246,0.44034928876477536,0.05707908726373476,2.008489706351921,1.3596232099870231,0.6973657849572698
8.0,0.8556435529593166,0.3226590996076344,0,0,0,1.4813765433923383,0.3929717523906451,1.3511645575094766,0.3009668557866408,0.6939386081772858,0.7068270246244454,0.5662918127913835,0.4337081872086164,0.057994994040299966,2.001583481757627,1.3511645575094766,0.6939386081772859
8.067796610169491,0.8135717925518255,0.3204521739847866,0,0,0,1.4820494463034433,0.39342478098450456,1.3757099185265909,0.31742592025868477,0.7108507012431893,0.7011385815545176,0.5560801307472356,0.44391986925276433,0.05695373746964246,2.0390485027912204,1.3757099185265909,0.7108507012431894
8.338983050847457,0.5079246071905708,0.3116244714933955,0,0,0,1.484741057947863,0.3952368953599426,1.473891362595048,0.38326217814686064,0.7784990735068031,0.6783848092748065,0.5152334025706439,0.48476659742935607,0.05278871118701245,2.1889085869255953,1.473891362595048,0.7784990735068033
