alpha_center,taper,taper_center_D,taper_sigma_D,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.8,0.02,5.9,0.4,5.627118644067797,4.0,47.81022313822315,57.608745927483945,-9.798522789260794,-0.18643490537990098,0.0
0.8,0.02,6.0,0.4,5.627118644067797,4.0,47.91920181459243,57.608745927483945,-9.689544112891518,-0.18415809814951345,0.0
0.825,0.01,5.9,0.4,5.627118644067797,4.0,48.65916256254232,57.608745927483945,-8.949583364941624,-0.16883426796352827,0.0
0.825,0.01,6.0,0.4,5.627118644067797,4.0,48.714587871316,57.608745927483945,-8.894158056167946,-0.16769586434833442,0.0
0.825,0.02,5.9,0.4,5.627118644067797,4.0,49.135949702374134,57.608745927483945,-8.47279622510981,-0.15908345513737868,0.0
0.825,0.02,6.0,0.4,5.627118644067797,4.0,49.24795024136411,57.608745927483945,-8.360795686119836,-0.15680664790699123,0.0
0.8,0.01,5.9,0.4,5.898305084745763,0.2,47.28957514093308,90.79702562735869,-43.50745048642561,-0.6523366551680203,0.0
0.8,0.01,6.0,0.4,5.898305084745763,0.2,47.51865814970647,90.79702562735869,-43.278367477652225,-0.647504090597419,0.0
0.8,0.02,5.9,0.4,5.898305084745763,0.2,47.293578116915626,90.79702562735869,-43.50344751044307,-0.6522520105807539,0.0
0.8,0.02,6.0,0.4,5.898305084745763,0.2,47.75289274902627,90.79702562735869,-43.04413287833242,-0.6425868814395512,0.0
0.825,0.01,5.9,0.4,5.898305084745763,0.2,48.74391998752379,90.79702562735869,-42.053105639834904,-0.6220460562015141,0.0
0.825,0.01,6.0,0.4,5.898305084745763,0.2,48.98004822121742,90.79702562735869,-41.81697740614127,-0.6172134916309128,0.0
0.825,0.02,5.9,0.4,5.898305084745763,0.2,48.74804607113571,90.79702562735869,-42.04897955622298,-0.6219614116142482,0.0
0.825,0.02,6.0,0.4,5.898305084745763,0.2,49.22148647760959,90.79702562735869,-41.575539149749105,-0.6122962824730457,0.0
0.8,0.01,5.9,0.4,5.898305084745763,0.6,47.29372011272094,90.80038672801365,-43.50666661529271,-0.6522860252066436,0.0
0.8,0.01,6.0,0.4,5.898305084745763,0.6,47.52283391607801,90.80038672801365,-43.27755281193564,-0.6474532351599506,0.0
0.8,0.02,5.9,0.4,5.898305084745763,0.6,47.29772362636146,90.80038672801365,-43.50266310165219,-0.6522013766700602,0.0
0.8,0.02,6.0,0.4,5.898305084745763,0.6,47.75710005577105,90.80038672801365,-43.0432866722426,-0.6425357965766744,0.0
0.825,0.01,5.9,0.4,5.898305084745763,0.6,48.74826132917139,90.80038672801365,-42.05212539884226,-0.6219940129520654,0.0
0.825,0.01,6.0,0.4,5.898305084745763,0.6,48.984421638268444,90.80038672801365,-41.815965089745205,-0.6171612229053729,0.0
0.825,0.02,5.9,0.4,5.898305084745763,0.6,48.752387972808584,90.80038672801365,-42.047998755205064,-0.6219093644154823,0.0
0.825,0.02,6.0,0.4,5.898305084745763,0.6,49.22589274629533,90.80038672801365,-41.57449398171832,-0.6122437843220968,0.0
0.8,0.01,5.9,0.4,5.898305084745763,1.0,47.29786503367551,90.80374771209182,-43.50588267841631,-0.652235401347297,0.0
0.8,0.01,6.0,0.4,5.898305084745763,1.0,47.527009631789056,90.80374771209182,-43.27673808030276,-0.6474023858552652,0.0
0.8,0.02,5.9,0.4,5.898305084745763,1.0,47.301869084977,90.80374771209182,-43.50187862711482,-0.6521507488619345,0.0
0.8,0.02,6.0,0.4,5.898305084745763,1.0,47.76130731203908,90.80374771209182,-43.04244040005274,-0.642484717877872,0.0
0.825,0.01,5.9,0.4,5.898305084745763,1.0,48.75260262119845,90.80374771209182,-42.05114509089337,-0.621941975997407,0.0
0.825,0.01,6.0,0.4,5.898305084745763,1.0,48.988795005921716,90.80374771209182,-41.814952706170104,-0.6171089605053758,0.0
0.825,0.02,5.9,0.4,5.898305084745763,1.0,48.75672982486475,90.80374771209182,-42.04701788722707,-0.6218573235120454,0.0
0.825,0.02,6.0,0.4,5.898305084745763,1.0,49.230298965818555,90.80374771209182,-41.573448746273264,-0.6121912925279821,0.0
0.8,0.01,5.9,0.4,5.898305084745763,2.0,47.30822711280946,90.81214966256223,-43.50392254975277,-0.6521088684076243,0.0
0.8,0.01,6.0,0.4,5.898305084745763,2.0,47.537448698560226,90.81214966256223,-43.27470096400201,-0.6472752894368533,0.0
0.8,0.02,5.9,0.4,5.898305084745763,2.0,47.31223250827608,90.81214966256223,-43.49991715428615,-0.6520242060526736,0.0
0.8,0.02,6.0,0.4,5.898305084745763,2.0,47.77182523099644,90.81214966256223,-43.04032443156579,-0.6423570481111318,0.0
0.825,0.01,5.9,0.4,5.898305084745763,2.0,48.7634556332561,90.81214966256223,-42.048694029306134,-0.6218119111631737,0.0
0.825,0.01,6.0,0.4,5.898305084745763,2.0,48.99972820800908,90.81214966256223,-41.81242145455315,-0.6169783321924026,0.0
0.825,0.02,5.9,0.4,5.898305084745763,2.0,48.767584237011754,90.81214966256223,-42.04456542555048,-0.6217272488082226,0.0
0.825,0.02,6.0,0.4,5.898305084745763,2.0,49.24131429859915,90.81214966256223,-41.570835363963084,-0.6120600908666807,0.0
0.8,0.01,5.9,0.4,5.898305084745763,4.0,47.32895030794324,90.82895137743073,-43.50000106948749,-0.6518559170375336,0.0
0.8,0.01,6.0,0.4,5.898305084745763,4.0,47.55832587210296,90.82895137743073,-43.270625505327764,-0.6470212116863785,0.0
0.8,0.02,5.9,0.4,5.898305084745763,4.0,47.33295839179387,90.82895137743073,-43.49599298563685,-0.6517712349535131,0.0
0.8,0.02,6.0,0.4,5.898305084745763,4.0,47.79286011224871,90.82895137743073,-43.036091265182016,-0.6421018242512035,0.0
0.825,0.01,5.9,0.4,5.898305084745763,4.0,48.78516071630254,90.82895137743073,-42.043790661128185,-0.6215518996212022,0.0
0.825,0.01,6.0,0.4,5.898305084745763,4.0,49.02159367518113,90.82895137743073,-41.8073577022496,-0.616717194270047,0.0
0.825,0.02,5.9,0.4,5.898305084745763,4.0,48.78929212030676,90.82895137743073,-42.039659257123965,-0.6214672175371815,0.0
0.825,0.02,6.0,0.4,5.898305084745763,4.0,49.26334403145443,90.82895137743073,-41.5656073459763,-0.6117978068348718,0.0
0.8,0.01,5.9,0.4,6.169491525423728,0.2,53.22645900099954,86.94702113806264,-33.7205621370631,-0.49074335837857597,0.0
0.8,0.01,6.0,0.4,6.169491525423728,0.2,53.41726523419695,86.94702113806264,-33.52975590386569,-0.4871649680294026,0.0
0.8,0.02,5.9,0.4,6.169491525423728,0.2,52.547163218747265,86.94702113806264,-34.39985791931537,-0.503587867382533,0.0
0.8,0.02,6.0,0.4,6.169491525423728,0.2,52.924580678292195,86.94702113806264,-34.02244045977044,-0.496431086684186,0.0
0.825,0.01,5.9,0.4,6.169491525423728,0.2,55.19261813179356,86.94702113806264,-31.75440300626908,-0.45446976588771204,0.0
0.825,0.01,6.0,0.4,6.169491525423728,0.2,55.390472653091564,86.94702113806264,-31.556548484971074,-0.45089137553853864,0.0
0.825,0.02,5.9,0.4,6.169491525423728,0.2,54.48822949854476,86.94702113806264,-32.45879163951788,-0.46731427489166893,0.0
0.825,0.02,6.0,0.4,6.169491525423728,0.2,54.879588572807876,86.94702113806264,-32.06743256525476,-0.46015749419332197,0.0
0.8,0.01,5.9,0.4,6.169491525423728,0.6,53.22975044943165,86.94817366721938,-33.71842321778773,-0.49069477716017235,0.0
0.8,0.01,6.0,0.4,6.169491525423728,0.6,53.420575981580015,86.94817366721938,-33.527597685639364,-0.48711624642004303,0.0
0.8,0.02,5.9,0.4,6.169491525423728,0.6,52.55038617885137,86.94817366721938,-34.39778748836801,-0.5035397900926325,0.0
0.8,0.02,6.0,0.4,6.169491525423728,0.6,52.927841648329895,86.94817366721938,-34.02033201888948,-0.49638272861237426,0.0
0.825,0.01,5.9,0.4,6.169491525423728,0.6,55.1961097154223,86.94817366721938,-31.752063951797076,-0.45441976154778724,0.0
0.825,0.01,6.0,0.4,6.169491525423728,0.6,55.39398453016472,86.94817366721938,-31.554189137054657,-0.45084123080765753,0.0
0.825,0.02,5.9,0.4,6.169491525423728,0.6,54.49164906138804,86.94817366721938,-32.45652460583134,-0.4672647744802478,0.0
0.825,0.02,6.0,0.4,6.169491525423728,0.6,54.883048106660965,86.94817366721938,-32.065125560558414,-0.4601077129999891,0.0
0.8,0.01,5.9,0.4,6.169491525423728,1.0,53.23304172558166,86.94932616967884,-33.716284444097184,-0.4906462025189319,0.0
0.8,0.01,6.0,0.4,6.169491525423728,1.0,53.42388655589447,86.94932616967884,-33.52543961378437,-0.4870675314083884,0.0
0.8,0.02,5.9,0.4,6.169491525423728,1.0,52.55360896948561,86.94932616967884,-34.39571720019323,-0.5034917193061619,0.0
0.8,0.02,6.0,0.4,6.169491525423728,1.0,52.93110244733291,86.94932616967884,-34.01822372234593,-0.4963343770850755,0.0
0.825,0.01,5.9,0.4,6.169491525423728,1.0,55.199601118736375,86.94932616967884,-31.749725050942466,-0.45436976399325496,0.0
0.825,0.01,6.0,0.4,6.169491525423728,1.0,55.3974962261237,86.94932616967884,-31.55182994355514,-0.4507910928827123,0.0
0.825,0.02,5.9,0.4,6.169491525423728,1.0,54.49506844677595,86.94932616967884,-32.45425772290289,-0.46721528078048463,0.0
0.825,0.02,6.0,0.4,6.169491525423728,1.0,54.88650746146747,86.94932616967884,-32.062818708211374,-0.4600579385593988,0.0
0.8,0.01,5.9,0.4,6.169491525423728,2.0,53.24126916196412,86.9522073097103,-33.710938147746184,-0.49052479469670196,0.0
0.8,0.01,6.0,0.4,6.169491525423728,2.0,53.43216223424331,86.9522073097103,-33.520045075466996,-0.48694577275001105,0.0
0.8,0.02,5.9,0.4,6.169491525423728,2.0,52.561665204395176,86.9522073097103,-34.39054210531513,-0.5033715707982088,0.0
0.8,0.02,6.0,0.4,6.169491525423728,2.0,52.93925369631109,86.9522073097103,-34.01295361339921,-0.4962135269048279,0.0
0.825,0.01,5.9,0.4,6.169491525423728,2.0,55.20832883784833,86.9522073097103,-31.743878471861976,-0.45424479979896903,0.0
0.825,0.01,6.0,0.4,6.169491525423728,2.0,55.40627467334664,86.9522073097103,-31.545932636363666,-0.45066577785227857,0.0
0.825,0.02,5.9,0.4,6.169491525423728,2.0,54.5036161335957,86.9522073097103,-32.448591176114604,-0.4670915759004761,0.0
0.825,0.02,6.0,0.4,6.169491525423728,2.0,54.895155064864724,86.9522073097103,-32.05705224484558,-0.45993353200709497,0.0
0.8,0.01,5.9,0.4,6.169491525423728,4.0,53.25772079994958,86.95796909219023,-33.700248292240644,-0.4902821024069763,0.0
0.8,0.01,6.0,0.4,6.169491525423728,4.0,53.448710341370415,86.95796909219023,-33.50925875081981,-0.4867023791732472,0.0
0.8,0.02,5.9,0.4,6.169491525423728,4.0,52.577774492319506,86.95796909219023,-34.38019459987072,-0.503131395754174,0.0
0.8,0.02,6.0,0.4,6.169491525423728,4.0,52.955552982946315,86.95796909219023,-34.00241610924391,-0.49597194928671534,0.0
0.825,0.01,5.9,0.4,6.169491525423728,4.0,55.22578089022439,86.95796909219023,-31.732188201965833,-0.4539949986704123,0.0
0.825,0.01,6.0,0.4,6.169491525423728,4.0,55.42382816690853,86.95796909219023,-31.534140925281697,-0.45041527543668236,0.0
0.825,0.02,5.9,0.4,6.169491525423728,4.0,54.520708175165026,86.95796909219023,-32.4372609170252,-0.46684429201760963,0.0
0.825,0.02,6.0,0.4,6.169491525423728,4.0,54.912446909662584,86.95796909219023,-32.04552218252764,-0.4596848455501505,0.0
0.8,0.01,5.9,0.4,6.4406779661016955,0.2,71.93007559612293,53.17603232822576,18.754043267897174,0.30208670015986416,0.0
0.8,0.01,6.0,0.4,6.4406779661016955,0.2,71.80003809282618,53.17603232822576,18.624005764600426,0.30027723190801786,0.0
0.8,0.02,5.9,0.4,6.4406779661016955,0.2,70.73018618003246,53.17603232822576,17.554153851806703,0.28526466862165595,0.0
0.8,0.02,6.0,0.4,6.4406779661016955,0.2,70.47468073519964,53.17603232822576,17.298648406973882,0.2816457321179633,0.0
0.825,0.01,5.9,0.4,6.4406779661016955,0.2,75.39508612240705,53.17603232822576,22.219053794181292,0.34913432741307016,0.0
0.825,0.01,6.0,0.4,6.4406779661016955,0.2,75.25878446167684,53.17603232822576,22.08275213345108,0.3473248591612238,0.0
0.825,0.02,5.9,0.4,6.4406779661016955,0.2,74.13739571802796,53.17603232822576,20.9613633898022,0.3323122958748618,0.0
0.825,0.02,6.0,0.4,6.4406779661016955,0.2,73.86958208293493,53.17603232822576,20.693549754709167,0.328693359371169,0.0
0.8,0.01,5.9,0.4,6.4406779661016955,0.6,71.93048605374636,53.17628845305178,18.75419760069458,0.30208758995096924,0.0
0.8,0.01,6.0,0.4,6.4406779661016955,0.6,71.80044789798988,53.17628845305178,18.6241594449381,0.30027812294672995,0.0
0.8,0.02,5.9,0.4,6.4406779661016955,0.6,70.7305906110517,53.17628845305178,17.554302157999913,0.2852655700113546,0.0
0.8,0.02,6.0,0.4,6.4406779661016955,0.6,70.47508388110431,53.17628845305178,17.29879542805253,0.28164663600287626,0.0
0.825,0.01,5.9,0.4,6.4406779661016955,0.6,75.39551390682698,53.17628845305178,22.219225453775195,0.3491351847653865,0.0
0.825,0.01,6.0,0.4,6.4406779661016955,0.6,75.25921156662828,53.17628845305178,22.0829231135765,0.34732571776114746,0.0
0.825,0.02,5.9,0.4,6.4406779661016955,0.6,74.13781722632874,53.17628845305178,20.961528773276953,0.3323131648257723,0.0
0.825,0.02,6.0,0.4,6.4406779661016955,0.6,73.87000225290227,53.17628845305178,20.693713799850485,0.3286942308172939,0.0
0.8,0.01,5.9,0.4,6.4406779661016955,1.0,71.93089650704322,53.17654457489055,18.754351932152666,0.30208847972873815,0.0
0.8,0.01,6.0,0.4,6.4406779661016955,1.0,71.80085769883719,53.17654457489055,18.624313123946642,0.30027901397212486,0.0
0.8,0.02,5.9,0.4,6.4406779661016955,1.0,70.7309950378383,53.17654457489055,17.55445046294775,0.28526647138789246,0.0
0.8,0.02,6.0,0.4,6.4406779661016955,1.0,70.47548702279627,53.17654457489055,17.298942447905723,0.28164753987466595,0.0
0.825,0.01,5.9,0.4,6.4406779661016955,1.0,75.39594168664719,53.17654457489055,22.219397111756642,0.3491360421038777,0.0
0.825,0.01,6.0,0.4,6.4406779661016955,1.0,75.25963866699077,53.17654457489055,22.083094092100218,0.34732657634726427,0.0
0.825,0.02,5.9,0.4,6.4406779661016955,1.0,74.1382387301292,53.17654457489055,20.961694155238654,0.3323140337630318,0.0
0.825,0.02,6.0,0.4,6.4406779661016955,1.0,73.87042241839048,53.17654457489055,20.693877843499926,0.32869510224980575,0.0
0.8,0.01,5.9,0.4,6.4406779661016955,2.0,71.93192261807602,53.1771848639417,18.754737754134318,0.30209070411578304,0.0
0.8,0.01,6.0,0.4,6.4406779661016955,2.0,71.80188217879628,53.1771848639417,18.62469731485458,0.30028124147831153,0.0
0.8,0.02,5.9,0.4,6.4406779661016955,2.0,70.73200608305723,53.1771848639417,17.55482121911553,0.2852687247725706,0.0
0.8,0.02,6.0,0.4,6.4406779661016955,2.0,70.47649485537681,53.1771848639417,17.299309991435116,0.2816497994976273,0.0
0.825,0.01,5.9,0.4,6.4406779661016955,2.0,75.39701111264678,53.1771848639417,22.219826248705083,0.3491381853907389,0.0
0.825,0.01,6.0,0.4,6.4406779661016955,2.0,75.26070639439912,53.1771848639417,22.083521530457425,0.34732872275326704,0.0
0.825,0.02,5.9,0.4,6.4406779661016955,2.0,74.13929246656787,53.1771848639417,20.96210760262617,0.3323162060475263,0.0
0.825,0.02,6.0,0.4,6.4406779661016955,2.0,73.87147280915218,53.1771848639417,20.694287945210483,0.3286972807725834,0.0
0.8,0.01,5.9,0.4,6.4406779661016955,4.0,71.9339747474486,53.178465376946676,18.755509370501926,0.30209515264987985,0.0
0.8,0.01,6.0,0.4,6.4406779661016955,4.0,71.80393104623148,53.178465376946676,18.625465669284807,0.3002856962510164,0.0
0.8,0.02,5.9,0.4,6.4406779661016955,4.0,70.7340280827379,53.178465376946676,17.555562705791218,0.2852732313049572,0.0
0.8,0.02,6.0,0.4,6.4406779661016955,4.0,70.47851043019209,53.178465376946676,17.300045053245412,0.2816543185072305,0.0
0.825,0.01,5.9,0.4,6.4406779661016955,4.0,75.39914986632849,53.178465376946676,22.22068448938181,0.34914247171601426,0.0
0.825,0.01,6.0,0.4,6.4406779661016955,4.0,75.26284175112056,53.178465376946676,22.084376374173885,0.3473330153171512,0.0
0.825,0.02,5.9,0.4,6.4406779661016955,4.0,74.14139984317507,53.178465376946676,20.96293446622839,0.3323205503710921,0.0
0.825,0.02,6.0,0.4,6.4406779661016955,4.0,73.87357349484057,53.178465376946676,20.695108117893895,0.32870163757336524,0.0
0.8,0.01,5.9,0.4,6.711864406779661,0.2,3.215538760203297,24.022491636014024,-20.806952875810726,-2.010995622299977,0.0
0.8,0.01,6.0,0.4,6.711864406779661,0.2,3.216142524699763,24.022491636014024,-20.806349111314262,-2.010807875279721,0.0
0.8,0.02,5.9,0.4,6.711864406779661,0.2,3.217005851398683,24.022491636014024,-20.805485784615342,-2.0105394758418003,0.0
0.8,0.02,6.0,0.4,6.711864406779661,0.2,3.2182140447446814,24.022491636014024,-20.804277591269344,-2.0101639818012877,0.0
0.825,0.01,5.9,0.4,6.711864406779661,0.2,3.206954750085186,24.022491636014024,-20.81553688592884,-2.013668732118085,0.0
0.825,0.01,6.0,0.4,6.711864406779661,0.2,3.2075569028080317,24.022491636014024,-20.81493473320599,-2.0134809850978286,0.0
0.825,0.02,5.9,0.4,6.711864406779661,0.2,3.2084179248215885,24.022491636014024,-20.814073711192435,-2.013212585659908,0.0
0.825,0.02,6.0,0.4,6.711864406779661,0.2,3.20962289284683,24.022491636014024,-20.812868743167193,-2.0128370916193954,0.0
