summary_type,witness,uniform_best_proxy,boosted_best_proxy,contract_best_proxy,uniform_anchor_l1,boosted_anchor_l1,contract_anchor_l1,uniform_affine_l1,boosted_affine_l1,contract_affine_l1,uniform_hotspot_anchor_l1,boosted_hotspot_anchor_l1,contract_hotspot_anchor_l1,best_method_anchor,best_method_affine,method,best_proxy_by_mean_anchor,mean_anchor_l1,mean_affine_l1,mean_hotspot_anchor_l1,max_anchor_l1,max_affine_l1
best_proxy_by_witness,chi_LR,delta_omega12,delta_omega12,omega2,25.019149277609298,25.641333609676153,23.844691630686967,12.13168485527917,12.685209537205072,21.46477199016056,2.3365110838617005,2.384660775651157,0.6649984285707573,lorentz_contract_aux,uniform_aux,,,,,,,
best_proxy_by_witness,Gamma_ref,omega1,omega1,omega3,18.183194221530858,19.763627333192975,31.860863221497688,20.27944218206833,21.675862883971913,16.717127129443725,0.5065071020991849,0.8042972596297215,0.7301484616946823,uniform_aux,lorentz_contract_aux,,,,,,,
best_proxy_by_witness,chi_omega1,omega3,omega3,omega3,2.2822977986262254,2.280706567081861,2.2828667769869466,17.841490179813654,18.162437003638807,17.95189751510494,0.060114862626743815,0.060100435833227994,0.06012064298250386,lorentz_boosted_aux,uniform_aux,,,,,,,
best_proxy_by_witness,chi_DeltaE,omega3,omega3,omega2,16.44478805936439,16.446382335371506,11.630842906720911,28.693732062858682,28.685433542118606,18.210536680948813,0.37694915542372565,0.37696358221724147,0.23730513640791473,lorentz_contract_aux,lorentz_contract_aux,,,,,,,
best_proxy_by_witness,lambda1,omega3,omega3,omega3,3.6828351809297404,3.6844378540797624,3.682261593414056,29.889120054414487,29.8495778782222,29.830084660314974,0.09078816666833367,0.09080259346184949,0.09078238631257363,lorentz_contract_aux,lorentz_contract_aux,,,,,,,
best_proxy_by_witness,lambda2,omega3,omega3,omega3,5.811370313826871,5.812972986976895,5.810796726311188,29.458750606201217,29.41920843000893,29.3997152121017,0.1530154912073819,0.1530299180008977,0.15300971085162185,lorentz_contract_aux,lorentz_contract_aux,,,,,,,
best_proxy_by_witness,lambda3,omega3,omega3,omega2,10.608140181786302,10.609742854936325,8.172715841273302,28.965810913231117,28.869469615067715,19.625776588811775,0.3164522949231128,0.3164667217166286,0.3084620666741448,lorentz_contract_aux,lorentz_contract_aux,,,,,,,
best_proxy_by_witness,g2_raw,omega3,omega3,omega3,3.9088416039577636,3.9104442771077865,3.9082680164420798,27.67585899837918,27.843223827924874,27.676060809510336,0.139663441111452,0.13967786790496783,0.13965766075569197,lorentz_contract_aux,uniform_aux,,,,,,,
best_proxy_by_witness,g3_raw,omega3,omega3,omega2,14.058480158006702,14.060082831156725,9.57397309269059,28.591197142018625,28.44277643720124,20.07964956686468,0.45019879377998995,0.45021322057350577,0.2941249761237319,lorentz_contract_aux,lorentz_contract_aux,,,,,,,
best_proxy_by_witness,g2_hat,omega2,omega2,omega3,8.609770996019817,11.107458250925685,13.932495079263425,16.679235351533784,24.81644881904176,19.875950694125994,0.17507845572238434,0.7620235382003334,0.3506983286781169,uniform_aux,uniform_aux,,,,,,,
best_proxy_by_witness,g3_hat,omega3,omega3,omega3,0.003727489409961482,0.005330162559983975,0.0031539018942774444,24.39414059183932,23.962980244561244,24.208043593551903,3.719759812104151e-05,5.1624391636861944e-05,3.141724236099819e-05,lorentz_contract_aux,lorentz_boosted_aux,,,,,,,
proxy_global_rank,,,,,,,,,,,,,,,,uniform_aux,omega3,629539.2651483223,18.335219470128575,3.3388794448414933,4406691.833294858,30.944067441796534
proxy_global_rank,,,,,,,,,,,,,,,,lorentz_boosted_aux,omega3,6595152.404331116,22.115108127302655,4.225126780670946,46165979.11905111,32.791212230813954
proxy_global_rank,,,,,,,,,,,,,,,,lorentz_contract_aux,omega3,96778.51912255635,19.347512180818292,2.349336125399918,677377.6347777933,29.87880572260621
