family,peak,center_D,sigma_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,delta_log_mu,beta
pointamp3,0.25,6.1,0.03,6.4406779661016955,2.29,47.19275424480137,78.47834448371623,78.47834448371623,31.285590238914857,0.5085823512360493,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,2.4800000000000004,47.192876295976646,78.47855597529635,78.47855597529635,31.2856796793197,0.5085824599124512,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,2.6700000000000004,47.19299834651119,78.4787674678638,78.4787674678638,31.285769121352615,0.5085825686144371,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,2.8600000000000003,47.19312039642925,78.47897896143671,78.47897896143671,31.28585856500746,0.5085826773417235,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,3.0500000000000003,47.19324244571873,78.47919045597585,78.47919045597585,31.285948010257123,0.5085827860940669,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,3.24,47.19336449438947,78.47940195151779,78.47940195151779,31.286037457128316,0.5085828948717247,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,3.43,47.19348654238608,78.47961344801698,78.47961344801698,31.286126905630894,0.5085830036752897,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,3.62,47.19360858977154,78.47982494551316,78.47982494551316,31.286216355741615,0.5085831125039338,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,3.81,47.19373063654577,78.4800364439836,78.4800364439836,31.28630580743782,0.5085832213573688,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.4406779661016955,4.0,47.19385268269482,78.48024794347046,78.48024794347046,31.28639526077564,0.5085833302364277,2.4845094402576354e-29
pointamp3,0.25,6.1,0.03,6.711864406779661,0.2,21.790715479580715,29.2526486083096,29.2526486083096,7.461933128728884,0.29448613664608897,1.1748521113454498e-91
pointamp3,0.25,6.1,0.03,6.711864406779661,0.39,21.790736178146506,29.25269744966551,29.25269744966551,7.461961271519005,0.2944868564038604,1.1748521113454498e-91
