family,peak,center_D,sigma_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,delta_log_mu,beta
pointamp3,0.25,6.4,0.15,5.898305084745763,1.53,77.62413186672336,76.26701091314902,76.26680533603681,-1.3573265306865494,-0.01764056745645636,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,1.72,77.62556906777397,76.27059471597293,76.2703891292006,-1.3551799385733716,-0.017612093053905285,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,1.91,77.62700624935587,76.27417887362975,76.27397327719632,-1.3530329721595535,-0.017583615613569588,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,2.1,77.62844341150674,76.2777618752119,76.2775562691204,-1.350887142386341,-0.017555154944379564,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,2.29,77.62988055418047,76.28134387142222,76.28113825567563,-1.3487422985048454,-0.017526709067801627,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,2.4800000000000004,77.63131767739702,76.28492622207371,76.28472059667087,-1.3465970807261556,-0.017498260156613366,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,2.6700000000000004,77.63275478113702,76.28850892721387,76.28830329215377,-1.3444514889832533,-0.017469808210414856,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,2.8600000000000003,77.6341918654228,76.29209198690909,76.29188634219105,-1.342305523231758,-0.017441353229093313,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,3.0500000000000003,77.63562893022234,76.2956754012072,76.29546974683011,-1.340159183392231,-0.017412895212088993,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,3.24,77.63706597556575,76.29925917017263,76.2990535061355,-1.3380124694302538,-0.017384434159418396,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,3.43,77.6385030014192,76.30284329384436,76.3026376201461,-1.335865381273095,-0.017355970070610384,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,3.62,77.6399400078103,76.30642777229964,76.30622208893959,-1.333717918870704,-0.017327502945477125,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,3.81,77.64137699472595,76.31001260558652,76.30980691256354,-1.3315700821624006,-0.017299032783700933,0.0009306953726210697
pointamp3,0.25,6.4,0.15,5.898305084745763,4.0,77.6428139621469,76.31359779375681,76.31339209106989,-1.3294218710770167,-0.017270559584828104,0.0009306953726210697
pointamp3,0.25,6.4,0.15,6.169491525423729,0.2,75.88654558073978,101.7163354270087,99.74594418078652,23.859398600046745,0.27338699148921847,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,0.39,75.88706648740947,101.71989748142053,99.74943723309752,23.862370745688054,0.2734151461095028,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,0.5800000000000001,75.88758738947406,101.72345980128593,99.75293054572006,23.865343156246,0.27344330222087193,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,0.77,75.88810828669189,101.72702174102969,99.75642348558412,23.868315198892233,0.2734714534801623,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,0.96,75.88862917944196,101.73058387038783,99.75991661138985,23.87128743194789,0.2734996054833031,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,1.15,75.88915006749265,101.73414526849294,99.76340902010773,23.87425895261508,0.2735277491815243,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,1.34,75.88967095098558,101.7377066662023,99.7669014284375,23.87723047745193,0.27355589175754114,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,1.53,75.89019182979195,101.74126832919283,99.77039409690963,23.88020226711768,0.27358403582443536,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,1.72,75.89071270405636,101.74483025760105,99.77388702565793,23.883174321601572,0.27361218138145266,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,1.91,75.89123357370536,101.74839245138315,99.77738021463942,23.886146640934058,0.2736403284289404,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,2.1,75.89175443865321,101.75195348690409,99.7808722677969,23.889117829143686,0.2736684629766075,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,2.29,75.89227529904913,101.7555135063635,99.78436332457545,23.89208802552632,0.27369658642123124,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,2.4800000000000004,75.89279615477493,101.7590737908761,99.78785464127276,23.89505848649783,0.27372471135518617,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,2.6700000000000004,75.89331700591597,101.76263434051147,99.79134621795673,23.898029212040754,0.27375283777783793,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,2.8600000000000003,75.89383785243245,101.76619515528736,99.79483805464555,23.901000202213098,0.273780965689704,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,3.0500000000000003,75.89435869431634,101.76975623522823,99.79833015136252,23.903971457046183,0.2738090950909336,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,3.24,75.8948795315887,101.7733175803839,99.80182250815666,23.90694297656796,0.27383722598155097,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,3.43,75.8954003642338,101.77687919076558,99.80531512503903,23.909914760805236,0.27386535836168424,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,3.62,75.89592119224632,101.78044106642113,99.80880800205652,23.912886809810203,0.27389349223168336,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,3.81,75.89644201566317,101.78400320737107,99.8123011392293,23.915859123566136,0.2739216275910747,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.169491525423729,4.0,75.8969628344524,101.7875656136448,99.8157945365861,23.9188317021337,0.2739497644403767,0.07676139747294647
pointamp3,0.25,6.4,0.15,6.4406779661016955,0.2,47.19141164055394,78.47601793108856,69.75495620492426,22.563544564370318,0.3907765556110466,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,0.39,47.19153369844375,78.47622944196618,69.75514421053902,22.563610512095266,0.3907766643973828,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,0.5800000000000001,47.19165575586128,78.47644095403476,69.75533221721263,22.56367646135135,0.39077677320833176,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,0.77,47.1917778127194,78.47665246303025,69.75552022115443,22.563742408435026,0.39077688199139704,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,0.96,47.19189986898862,78.47686397247853,69.75570822549895,22.56380835651033,0.3907769907921401,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,1.15,47.19202192458663,78.47707547646753,69.75589622499064,22.563874300404002,0.39077709953696277,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,1.34,47.192143979461505,78.47728697966835,69.75608422378183,22.56394024432032,0.39077720828649215,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,1.53,47.19226603384187,78.47749848386297,69.7562722234564,22.56400618961454,0.3907773170585897,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,1.72,47.192388087536685,78.4777099890408,69.75646022400495,22.56407213646827,0.3907774258571684,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,1.91,47.19251014056074,78.47792149517807,69.75664822540638,22.564138084845638,0.39077753468161214,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,2.1,47.192632192973605,78.47813299305346,69.75683621946389,22.564204026490287,0.39077764341315346,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,2.29,47.19275424480137,78.47834448371623,69.75702420711055,22.564269962309176,0.390777752064616,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,2.4800000000000004,47.192876295976646,78.47855597529635,69.75721219557231,22.56433589959566,0.39077786074101556,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,2.6700000000000004,47.19299834651119,78.4787674678638,69.757400184912,22.564401838400812,0.39077796944300347,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,2.8600000000000003,47.19312039642925,78.47897896143671,69.75758817514512,22.564467778715866,0.39077807817028787,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,3.0500000000000003,47.19324244571873,78.47919045597585,69.7577761662372,22.564533720518476,0.3907781869226311,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,3.24,47.19336449438947,78.47940195151779,69.7579641582207,22.56459966383123,0.39077829570028927,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,3.43,47.19348654238608,78.47961344801698,69.75815215105504,22.56466560866896,0.3907784045038544,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,3.62,47.19360858977154,78.47982494551316,69.75834014477557,22.56473155500403,0.39077851333249847,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,3.81,47.19373063654577,78.4800364439836,69.75852813936217,22.564797502816397,0.3907786221859347,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.4406779661016955,4.0,47.19385268269482,78.48024794347046,69.75871613485221,22.56486345215739,0.390778731064994,0.24097420029890196
pointamp3,0.25,6.4,0.15,6.711864406779661,0.2,21.790715479580715,29.2526486083096,29.232863256108008,7.4421477765272925,0.2938095467582471,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,0.39,21.790736178146506,29.25269744966551,29.232912439806736,7.442176261660229,0.293810279356929,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,0.5800000000000001,21.790756876449635,29.252746291219154,29.232961623706448,7.442204747256813,0.2938110119726114,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,0.77,21.79077757441418,29.252795131631164,29.233010806463774,7.442233232049595,0.2938117445628248,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,0.96,21.79079827253346,29.2528439721278,29.233059989311002,7.442261716777541,0.293812477147084,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,1.15,21.790818970534378,29.252892811004433,29.23310917054475,7.442290200010373,0.29381320967965313,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,1.34,21.790839668412794,29.252941649533273,29.233158351431715,7.442318683018922,0.2938139422040532,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,1.53,21.790860366309776,29.252990488269216,29.23320753253098,7.442347166221204,0.29381467473293515,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,1.72,21.790881064165323,29.253039327209965,29.233256713839374,7.442375649674052,0.2938154072689445,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,1.91,21.790901761884168,29.253088166304526,29.233305895303875,7.442404133419707,0.29381613981463883,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,2.1,21.7909224595533,29.253137002982985,29.233355074357824,7.442432614804524,0.2938168722782274,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,2.29,21.790943157200772,29.253185837562075,29.23340425131828,7.442461094117508,0.29381760466926915,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,2.4800000000000004,21.790963854697054,29.253234672272725,29.233453428412776,7.442489573715722,0.29381833706990645,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,2.6700000000000004,21.790984552193798,29.25328350719355,29.233502605721586,7.442518053527788,0.29381906947592584,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,2.8600000000000003,21.791005249619914,29.253332342305214,29.233551783224854,7.44254653360494,0.29381980188991064,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,3.0500000000000003,21.791025947001945,29.25338117760384,29.233600960918906,7.4425750139169615,0.29382053431051713,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,3.24,21.791046644304153,29.25343001308495,29.233650138798446,7.442603494494293,0.2938212667392037,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,3.43,21.79106734152444,29.25347884874859,29.23369931686468,7.442631975340241,0.2938219991761084,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,3.62,21.791088038669198,29.25352768459161,29.233748495113126,7.442660456443928,0.29382273162078404,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,3.81,21.79110873580438,29.253576520634038,29.233797673565274,7.442688937760895,0.2938234640709395,0.02879324281931055
pointamp3,0.25,6.4,0.15,6.711864406779661,4.0,21.791129432843228,29.253625356866003,29.23384685221043,7.442717419367202,0.2938241965301901,0.02879324281931055
pointamp3,0.5,6.1,0.03,4.813559322033898,0.2,11.04256012523663,19.843547917856863,19.843547917856863,8.800987792620234,0.5861220030068203,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,0.39,11.052161669693014,19.861021470449572,19.861021470449572,8.808859800756558,0.5861330558037358,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,0.5800000000000001,11.061764893323978,19.87851191256123,19.87851191256123,8.816747019237251,0.5861447871287384,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,0.77,11.07136978607142,19.895993426829776,19.895993426829776,8.824623640758356,0.5861558984798503,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,0.96,11.080976337871572,19.913488776565693,19.913488776565693,8.83251243869412,0.5861675355034771,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,1.15,11.090584538655236,19.930961071162425,19.930961071162425,8.84037653250719,0.5861778467997579,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,1.34,11.100194378347563,19.9484395089474,19.9484395089474,8.848245130599835,0.586188300445827,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,1.53,11.109805846867841,19.965934769182383,19.965934769182383,8.856128922314541,0.5861994318445617,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,1.72,11.119418934130268,19.983446891061718,19.983446891061718,8.86402795693145,0.586211242079039,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,1.91,11.129033630043503,20.00097591391144,20.00097591391144,8.871942283867936,0.5862237322336145,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,2.1,11.138649924510688,20.018464557650546,20.018464557650546,8.879814633139858,0.586234040064578,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,2.29,11.148267807429823,20.035918319219885,20.035918319219885,8.887650511790062,0.5862424465423461,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,2.4800000000000004,11.157887268693388,20.053388739769705,20.053388739769705,8.895501471076317,0.5862515277334663,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,2.6700000000000004,11.167508298188464,20.070875858040207,20.070875858040207,8.903367559851743,0.5862612847077251,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,2.8600000000000003,11.177130885797396,20.088379712901865,20.088379712901865,8.911248827104469,0.586271718536125,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,3.0500000000000003,11.18675502139664,20.10590034335506,20.10590034335506,8.91914532195842,0.5862828302909571,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,3.24,11.19638069485797,20.123437788531454,20.123437788531454,8.927057093673485,0.5862946210457459,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,3.43,11.206007896047758,20.14099208769381,20.14099208769381,8.934984191646052,0.58630709187529,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,3.62,11.215636614827508,20.15856328023676,20.15856328023676,8.942926665409251,0.58632024385564,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,3.81,11.22526684105364,20.176151405687268,20.176151405687268,8.950884564633627,0.5863340780641245,0.0
pointamp3,0.5,6.1,0.03,4.813559322033898,4.0,11.234898564577435,20.193756503704854,20.193756503704854,8.95885793912742,0.5863485955793525,0.0
pointamp3,0.5,6.1,0.03,5.3559322033898304,0.2,31.067620290490122,27.98489610364448,27.98489610364448,-3.082724186845642,-0.104501188834714,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,0.39,31.07153184079031,27.999111458406283,27.999111458406283,-3.0724203823840277,-0.10411924903620985,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,0.5800000000000001,31.07544334274444,28.013341833216806,28.013341833216806,-3.0621015095276327,-0.10373701342583094,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,0.77,31.079354796215647,28.027559978924653,28.027559978924653,-3.0517948172909932,-0.10335545478545993,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,0.96,31.083266201050325,28.041789922987675,28.041789922987675,-3.0414762780626496,-0.10297371534404293,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,1.15,31.087177557114295,28.055992785161028,28.055992785161028,-3.031184771953267,-0.10259318128909137,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,1.34,31.091088864268663,28.07019936736463,28.07019936736463,-3.020889496904033,-0.10221275357627359,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,1.53,31.095000122375158,28.084420911681487,28.084420911681487,-3.0105792106936704,-0.10183203185142696,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,1.72,31.098911331292413,28.098657443015483,28.098657443015483,-3.00025388827693,-0.10145101577813022,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,1.91,31.102822490881874,28.11290898633292,28.11290898633292,-2.989913504548955,-0.10106970501923544,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,2.1,31.106733601003963,28.12711534224535,28.12711534224535,-2.979618258758613,-0.10069024038602718,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,2.29,31.110644661517753,28.141282368203584,28.141282368203584,-2.9693622933141697,-0.10031241104070711,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,2.4800000000000004,31.114555672287267,28.155464231802686,28.155464231802686,-2.959091440484581,-0.09993429073940625,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,2.6700000000000004,31.118466633169216,28.169660957609686,28.169660957609686,-2.94880567555953,-0.09955587915093712,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,2.8600000000000003,31.122377544027817,28.18387257025047,28.18387257025047,-2.938504973777345,-0.09917717594363845,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,3.0500000000000003,31.12628840472268,28.19809909440299,28.19809909440299,-2.928189310319688,-0.09879818078523188,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,3.24,31.130199215113223,28.212340554801635,28.212340554801635,-2.9178586603115875,-0.09841889334281204,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,3.43,31.134109975060444,28.22659697623551,28.22659697623551,-2.9075129988249344,-0.09803931328296926,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,3.62,31.13802068442484,28.24086838354955,28.24086838354955,-2.897152300875291,-0.09765944027168695,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,3.81,31.141931343068084,28.25515480164502,28.25515480164502,-2.886776541423064,-0.09727927397438256,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.3559322033898304,4.0,31.145841950850233,28.269456255478485,28.269456255478485,-2.8763856953717486,-0.09689881405585804,1.3194401651937432e-134
pointamp3,0.5,6.1,0.03,5.627118644067797,0.2,48.22384834337098,58.482628287989414,58.482628287989414,10.258779944618432,0.19287608019473,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,0.39,48.22616683774059,58.485638137808934,58.485638137808934,10.259471300068341,0.19287946797816297,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,0.5800000000000001,48.22848529519555,58.48864825980471,58.48864825980471,10.260162964609165,0.19288286084329828,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,0.77,48.2308037156956,58.4916580539513,58.4916580539513,10.260854338255697,0.19288624853188388,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,0.96,48.2331220992686,58.49466804969386,58.49466804969386,10.261545950425258,0.19288964009531734,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,1.15,48.23544044586339,58.4976773910256,58.4976773910256,10.262236945162208,0.19289302090089144,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,1.34,48.23775875549112,58.50068675731391,58.50068675731391,10.262928001822786,0.19289640256302296,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,1.53,48.240077028133015,58.50369639567997,58.50369639567997,10.263619367546951,0.19289978930600168,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,1.72,48.24239526376186,58.50670630618943,58.50670630618943,10.264311042427572,0.1929031811307359,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,1.91,48.244713462375024,58.50971648889707,58.50971648889707,10.265003026522045,0.1929065780374382,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,2.1,48.24703162394638,58.512725619946536,58.512725619946536,10.26569399600016,0.19290995740077088,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,2.29,48.249349748467594,58.5157338313672,58.5157338313672,10.266384082899606,0.19291332147992438,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,2.4800000000000004,48.25166783592071,58.51874231460356,58.51874231460356,10.267074478682844,0.19291669063768385,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,2.6700000000000004,48.25398588629282,58.52175106972318,58.52175106972318,10.267765183430363,0.19292006487469476,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,2.8600000000000003,48.25630389956368,58.52476009677827,58.52476009677827,10.26845619721459,0.19292344419149082,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,3.0500000000000003,48.25862187572324,58.52776939583219,58.52776939583219,10.269147520108945,0.19292682858858565,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,3.24,48.26093981475331,58.53077896693631,58.53077896693631,10.269839152183003,0.19293021806645655,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,3.43,48.26325771664072,58.53378881015599,58.53378881015599,10.270531093515267,0.19293361262571498,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,3.62,48.26557558136573,58.53679892554618,58.53679892554618,10.271223344180449,0.19293701226693144,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,3.81,48.26789340891404,58.53980931316438,58.53980931316438,10.271915904250342,0.1929404169906066,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.627118644067797,4.0,48.270211199275586,58.54281997307435,58.54281997307435,10.272608773798765,0.19294382679725972,5.5705304007549636e-55
pointamp3,0.5,6.1,0.03,5.898305084745763,0.2,77.61407091464986,76.24192697514606,76.24192697512913,-1.3721439395207256,-0.01783720282499747,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,0.39,77.61550825191728,76.24551039944117,76.24551039942425,-1.3699978524930287,-0.017808722082807298,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,0.5800000000000001,77.61694556962716,76.24909417853935,76.24909417852241,-1.3678513911047503,-0.017780238301348904,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,0.77,77.61838286793989,76.25267762769651,76.25267762767959,-1.3657052402602972,-0.017751760463097833,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,0.96,77.61982014684129,76.25626135111477,76.25626135109785,-1.3635587957434439,-0.017723280643769795,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,1.15,77.62125740623104,76.25984437177493,76.25984437175799,-1.3614130344730455,-0.017694811654110427,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,1.34,77.62269464620833,76.26342746510474,76.2634274650878,-1.3592671811205292,-0.017666343326163843,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,1.53,77.62413186672336,76.26701091314902,76.26701091313208,-1.3571209535912772,-0.01763787196111865,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,1.72,77.62556906777397,76.27059471597293,76.270594715956,-1.3549743518179724,-0.01760939755856738,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,1.91,77.62700624935587,76.27417887362975,76.27417887361281,-1.3528273757430611,-0.017580920118231237,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,2.1,77.62844341150674,76.2777618752119,76.27776187519495,-1.3506815363117823,-0.01755245944903978,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,2.29,77.62988055418047,76.28134387142222,76.28134387140517,-1.348536682775304,-0.017524013572465205,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,2.4800000000000004,77.63131767739702,76.28492622207371,76.28492622205675,-1.3463914553402674,-0.017495564661275078,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,2.6700000000000004,77.63275478113702,76.28850892721387,76.28850892719693,-1.3442458539400945,-0.017467112715074888,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,2.8600000000000003,77.6341918654228,76.29209198690909,76.29209198689215,-1.3420998785306608,-0.017438657733755594,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,3.0500000000000003,77.63562893022234,76.2956754012072,76.29567540119027,-1.3399535290320728,-0.01741019971675135,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,3.24,77.63706597556575,76.29925917017263,76.29925917015558,-1.3378068054101675,-0.017381738664081926,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,3.43,77.6385030014192,76.30284329384436,76.30284329382742,-1.3356597075917733,-0.017353274575270434,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,3.62,77.6399400078103,76.30642777229964,76.3064277722827,-1.3335122355275928,-0.017324807450139087,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,3.81,77.64137699472595,76.31001260558652,76.31001260556957,-1.3313643891563771,-0.01729633728836253,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,5.898305084745763,4.0,77.6428139621469,76.31359779375681,76.31359779373987,-1.3292161684070294,-0.017267864089488185,7.65089642321011e-11
pointamp3,0.5,6.1,0.03,6.169491525423729,0.2,75.88654558073978,101.7163354270087,100.83407438418152,24.94752880344174,0.28423693442800935,0.03418511317123887
pointamp3,0.5,6.1,0.03,6.169491525423729,0.39,75.88706648740947,101.71989748142053,100.83760554225945,24.950539054849983,0.2842650890482917,0.03418511317123887
pointamp3,0.5,6.1,0.03,6.169491525423729,0.5800000000000001,75.88758738947406,101.72345980128593,100.84113696348868,24.953549574014616,0.284293245159659,0.03418511317123887
pointamp3,0.5,6.1,0.03,6.169491525423729,0.77,75.88810828669189,101.72702174102969,100.84466800789338,24.956559721201486,0.2843213964189511,0.03418511317123887
pointamp3,0.5,6.1,0.03,6.169491525423729,0.96,75.88862917944196,101.73058387038783,100.84819924026779,24.959570060825826,0.28434954842208987,0.03418511317123887
pointamp3,0.5,6.1,0.03,6.169491525423729,1.15,75.88915006749265,101.73414526849294,100.85172974773185,24.9625796802392,0.28437769212031133,0.03418511317123887
pointamp3,0.5,6.1,0.03,6.169491525423729,1.34,75.88967095098558,101.7377066662023,100.85526025480375,24.965589303818177,0.28440583469633013,0.03418511317123887
