d4p0_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
1.4,106.57226942269449,107.51502749723593,0.6097560975609756,0.5217517804271585,0.5220734042420307,0.3902439024390244,1.3489146791550934,1.9123063513222087,3.3256440618059604e-08,1.6403612350317152
