D,level,Nz,zmax,N_ref,E_ref,omega_ref,S_l1,gamma_geo_l1,A1_fp,S_l2,gamma_geo_l2,A2_fp,A21_ratio,grid_index,A1_profile,A2_profile,D_ref_profile
4.0,fine,8001,80.0,2.0,-0.3900972960948542,0.7809626776646537,10.815010368885392,3.1537817049054014e-10,2.9184960858256078e-09,18.151442987581873,1.3380958482119617e-16,3.3288451356672013e-15,1.1406029125187299e-06,0,409503.3561746769,4924703.8810177045,12.0
4.8,fine,8001,80.0,2.0,-0.42650077189785135,0.7572973181664838,11.64411799581725,5.825242835741258e-11,7.110763995713202e-10,19.25109920614708,1.4387127992584884e-17,5.339623825060168e-16,7.50921255195534e-07,1,99773.36393743615,789945.6148529386,12.0
5.6,fine,8001,80.0,2.0,-0.44645514267547837,0.7440059524792269,12.407366228603303,1.2435837375348393e-11,1.7802760223700103e-10,20.24694618336344,1.928867539549856e-18,9.011748695277788e-17,5.061995208631079e-07,2,24979.61226052458,133320.0914000934,12.0
6.4,fine,8001,80.0,2.0,-0.4579358193171763,0.7362500802599777,13.125343630622222,2.9274988383385943e-12,4.605412497620081e-11,21.151104501718045,3.12902773482652e-19,1.6752506527536677e-17,3.637569172401777e-07,3,6461.998984695286,24783.710431275013,12.0
7.2,fine,8001,80.0,2.0,-0.46485927608591865,0.7315331324786878,13.811053394179742,7.380834107356918e-13,1.2302671732938165e-11,21.976706837540853,5.963606521599016e-20,3.471098750848343e-18,2.8214186529541444e-07,4,1726.2265277728893,5135.154323204152,12.0
8.0,fine,8001,80.0,2.0,-0.46923861819477536,0.7285337204311305,14.473138876745903,1.9554240758267543e-13,3.382159118198002e-12,22.772706030669404,1.2087278363472022e-20,7.421350945794379e-19,2.1942642810218932e-07,5,474.5613731488237,1097.9169746754433,12.0
8.8,fine,8001,80.0,2.0,-0.47214907606365375,0.7265334981515623,15.117545821941068,5.37430342329199e-14,9.528431034292818e-13,23.53084175476433,2.6462214518631514e-21,1.683847770865444e-19,1.7671826188438337e-07,6,133.69640982465287,249.10896464884675,12.0
9.600000000000001,fine,8001,80.0,2.0,-0.4741833323148904,0.7251321725624299,15.748466471646925,1.5187035220334095e-14,2.739797289460167e-13,24.259446707472588,6.1507701225845075e-22,4.01334255940153e-20,1.4648319329465046e-07,7,38.442956655699376,59.37351505592596,12.0
10.4,fine,8001,80.0,2.0,-0.47567695780132313,0.7241015413591362,16.36891452856095,4.384710889073128e-15,8.01208808815888e-14,24.96461475950642,1.499030972359886e-22,9.963627230585494e-21,1.2435743492774134e-07,8,11.242012548870912,14.740221215380563,12.0
11.2,fine,8001,80.0,2.0,-0.47682465064438784,0.7233086128034231,16.981092847470617,1.2874601510318523e-15,2.3758612120461034e-14,25.650895070957255,3.795240187660627e-23,2.5587743684681366e-21,1.0769881487582801e-07,9,3.333645519907856,3.785458785098453,12.0
12.0,fine,8001,80.0,2.0,-0.47774214229986417,0.7226741019990517,17.586636550835088,3.8316344819051896e-16,7.126916157875639e-15,26.321744329534603,9.912104196101104e-24,6.759482836111733e-22,9.484442760901752e-08,10,1.0,1.0,12.0
12.8,fine,8001,80.0,2.0,-0.4785000161549776,0.7221495578098919,18.18677741685257,1.1529036076409667e-16,2.1584830931163727e-15,26.97983081066389,2.656096576984872e-24,1.828482956720925e-22,8.471147921205163e-08,11,0.3028635450876083,0.2705063391761974,12.0
13.600000000000001,fine,8001,80.0,2.0,-0.4791425599086273,0.7217045379456698,18.782456715745184,3.500457584368059e-17,6.590067985699715e-16,27.62724388223652,7.271772771259244e-25,5.0462368495765425e-23,7.65733655635534e-08,12,0.09246731461008312,0.07465418541515666,12.0
14.4,fine,8001,80.0,2.0,-0.4796984531783277,0.7213193098910303,19.374403395703336,1.0708646653734643e-17,2.025753332630799e-16,28.26564123257881,2.0272323548457564e-25,1.4165935769495995e-23,6.992922356987571e-08,13,0.028423981533615052,0.020957129580707223,12.0
15.200000000000001,fine,8001,80.0,2.0,-0.4801869181496664,0.7209806390259961,19.963188335185507,3.2969968494824887e-18,6.263341762531055e-17,28.896354065840864,5.739437971471782e-26,4.035176488696013e-24,6.44252962984631e-08,14,0.008788291631029942,0.005969652688721336,12.0
16.0,fine,8001,80.0,2.0,-0.48062131146560116,0.7206793243422478,20.549260973397303,1.0206592288586215e-18,1.946266029465729e-17,29.52046337549352,1.6466199325640075e-26,1.1639827737643303e-24,5.980594410743818e-08,15,0.0027308670206748495,0.0017219997475929531,12.0
16.8,fine,8001,80.0,2.0,-0.4810112545823648,0.7204087349676122,21.13296895474744,3.17479262992249e-19,6.074417434802772e-18,30.138855998903644,4.7786064791507594e-27,3.3944909685079566e-25,5.58817533523389e-08,16,0.0008523205970495673,0.0005021820530963245,12.0
17.6,fine,8001,80.0,2.0,-0.48136391933254863,0.7201639262469701,21.714530129069583,9.918137822791653e-20,1.9034780323247414e-18,30.7522663407141,1.4007228318832921e-27,9.99411826981981e-26,5.250451069095801e-08,17,0.00026708298374203437,0.00014785329753967897,12.0
18.4,fine,8001,80.0,2.0,-0.48168481926946216,0.7199410953199837,22.282882953767256,3.181491366315635e-20,6.122912722472374e-19,31.361307809491723,4.142009690228772e-28,2.96722563719746e-26,4.8461014743965235e-08,18,8.591251232422897e-05,4.3897228665859024e-05,12.0
