mode,layer,D,eta,g_eff,gamma,p_kin,B,W,amp,mu,chi2,log_g_eff_ratio,log_gamma_ratio,log_p_kin_ratio,log_B_ratio,log_W_ratio,log_amp_ratio,delta_mu,delta_log_mu,acceptance_mismatch
release_eftsumanchor,2,7.2,4.0,35.28747679902475,4.085610389991818e-05,0.5022674301153731,0.8167720389590476,0.0011775233965707415,0.0001232830133934733,2.1304219992994664,3.3344768566289367,0.0,0.0,0.0,-0.9703273256016428,-0.9703273256016427,0.013923175883227931,-1.400978612466559,-0.5053744842880102,1.0
release_fullsumanchor,2,7.2,4.0,35.28747679902475,4.085610389991818e-05,0.5022674301153731,2.254222147144329,0.003249865559444635,0.0001232830133934733,2.1304219992994664,3.3344768566289367,0.0,0.0,0.0,0.044872887149486194,0.044872887149486194,0.013923175883227931,-1.400978612466559,-0.5053744842880102,1.0
release_fullwidthrefamp,2,7.2,4.0,35.28747679902475,4.085610389991818e-05,0.5022674301153731,2.254222147144329,0.003249865559444635,0.0001232830133934733,2.774365644161422,11.805505774070253,0.0,0.0,0.0,0.044872887149486194,0.044872887149486194,0.013923175883227931,-0.7570349676046035,-0.2412724417550601,0.0
tailm2_detlin,2,7.2,4.0,35.28747679902475,4.085610389991818e-05,0.5022674301153731,2.6445195888489232,0.003812549328363306,0.00013251088406424956,2.461622221585111,7.044010883520666,0.0,0.0,0.0,0.20455733842510174,0.20455733842510174,0.08610532761367487,-1.0697783901809146,-0.36087399384444513,0.0
cell_direct_runtime,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,1.0,0.0004512697707511178,1.765693738824208e-05,9.038928285050135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,1.0,0.0004512697707511178,1.763675854889423e-05,9.06166325931341,,0.0,0.0,0.0,0.0,0.0,-0.0011434813504670287,0.02273497426327431,0.0025120710738438523,0.0
release_sumanchor,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,0.3563562541612758,0.000160812805121086,1.568694339214981e-05,10.913634273138761,,0.0,0.0,0.0,-1.0318243345743323,-1.0318243345743323,-0.11830002402830016,1.8747059880886265,0.188472243482263,0.0
release_eftsumanchor,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,0.3320231692798421,0.0001498320194849739,1.568694339214981e-05,10.913634273138761,,0.0,0.0,0.0,-1.102550525513171,-1.102550525513171,-0.11830002402830016,1.8747059880886265,0.188472243482263,0.0
release_fullsumanchor,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,0.9163560281881756,0.0004135237747668828,1.568694339214981e-05,10.913634273138761,,0.0,0.0,0.0,-0.08735031276204192,-0.08735031276204204,-0.11830002402830016,1.8747059880886265,0.188472243482263,0.0
release_fullwidthrefamp,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,0.9163560281881756,0.0004135237747668828,1.568694339214981e-05,14.212401106585805,,0.0,0.0,0.0,-0.08735031276204192,-0.08735031276204204,-0.11830002402830016,5.17347282153567,0.452574286015203,0.0
tailm2_detlin,3,7.2,4.0,9.586129828693693,4.7076390678478434e-05,0.15721811183775383,1.0,0.0004512697707511178,1.5684559365261424e-05,10.911803265343174,,0.0,0.0,0.0,0.0,0.0,-0.11845201081142681,1.8728749802930391,0.1883044568986809,0.0
cell_direct_runtime,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,2.0405130692134574,1.181550121283643e-05,6.344511424435738e-05,19.7966596264649,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,0.4277645042838537,2.47695155470015e-06,6.309593125641988e-05,19.42087119072181,,0.0,0.0,0.0,-1.5623837392153366,-1.5623837392153366,-0.005518902943281866,-0.3757884357430896,-0.019164895386693814,0.0
release_sumanchor,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,0.8586935327551073,4.972227147574035e-06,6.143018283000362e-05,19.681746412704967,,0.0,0.0,0.0,-0.8655444735195572,-0.8655444735195572,-0.032273898126065126,-0.1149132137599338,-0.005821589564100943,0.0
release_eftsumanchor,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,0.7002668782825531,4.054864570333779e-06,6.143018283000362e-05,19.681746412704967,,0.0,0.0,0.0,-1.0694950426590395,-1.0694950426590395,-0.032273898126065126,-0.1149132137599338,-0.005821589564100943,0.0
release_fullsumanchor,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,2.109077915621136,1.221252294139617e-05,6.143018283000362e-05,19.681746412704967,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747456,-0.032273898126065126,-0.1149132137599338,-0.005821589564100943,0.0
release_fullwidthrefamp,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,2.109077915621136,1.221252294139617e-05,6.143018283000362e-05,19.596012446204515,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747456,-0.032273898126065126,-0.2006471802603862,-0.010187118817799037,0.0
tailm2_detlin,1,8.0,0.2,35.35715971710256,1.637704090227973e-07,0.3417683990399481,2.885232779271094,1.6706813554462387e-05,6.142116547057495e-05,19.6771822306776,,0.0,0.0,0.0,0.34640430201038996,0.3464043020103898,-0.032420699273461515,-0.11947739578729966,-0.006053515696500473,0.0
cell_direct_runtime,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,1.9767094674006485,1.607682456082883e-05,8.632693210171619e-05,2.3245432700992796,5.342376614286685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,0.7149127863632025,5.814474829104943e-06,8.627455357995577e-05,2.330771713716205,5.414599894088759,0.0,0.0,0.0,-1.0170282979345975,-1.0170282979345975,-0.0006069301566139583,0.006228443616925539,0.0026758435701795804,0.0
release_sumanchor,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,0.8864101705041602,7.2092844371657795e-06,8.906826818333713e-05,2.01064255785878,2.330527084176959,0.0,0.0,0.0,-0.8020090662029717,-0.8020090662029719,0.031261509190520176,-0.31390071224049976,-0.14506922526301239,1.0
release_eftsumanchor,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,0.7228698706804857,5.879190787972132e-06,8.906826818333713e-05,2.01064255785878,2.330527084176959,0.0,0.0,0.0,-1.005959635342454,-1.005959635342454,0.031261509190520176,-0.31390071224049976,-0.14506922526301239,1.0
release_fullsumanchor,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,2.177154064260851,1.7707065459166362e-05,8.906826818333713e-05,2.01064255785878,2.330527084176959,0.0,0.0,0.0,0.09658497172406015,0.09658497172406015,0.031261509190520176,-0.31390071224049976,-0.14506922526301239,1.0
release_fullwidthrefamp,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,2.177154064260851,1.7707065459166362e-05,8.906826818333713e-05,2.0018841703617984,2.2641534658256908,0.0,0.0,0.0,0.09658497172406015,0.09658497172406015,0.031261509190520176,-0.3226590997374812,-0.1494347545167091,1.0
tailm2_detlin,2,8.0,0.2,33.1147350090458,2.4560443202618365e-07,0.48003904807169423,3.193812539842699,2.597567560130428e-05,9.549734089727366e-05,2.311522887531766,5.1929623405890535,0.0,0.0,0.0,0.47978177963273416,0.47978177963273405,0.10095677834888266,-0.0130203825675137,-0.005617010783894336,0.0
cell_direct_runtime,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,1.0,2.5249918685000617e-06,1.3558324329823551e-05,6.958397299562726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,1.0,2.5249918685000617e-06,1.3520136627189733e-05,6.9681122753104905,,0.0,0.0,0.0,0.0,0.0,-0.0028205242543760545,0.009714975747764143,0.0013951776317533903,0.0
release_sumanchor,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,0.29761672573678505,7.514798124149954e-07,9.284278634018827e-06,6.91223934564093,,0.0,0.0,0.0,-1.2119487755299472,-1.211948775529947,-0.3786782001364551,-0.04615795392179667,-0.006655516323633507,0.0
release_eftsumanchor,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,0.24270723780542372,6.128338018848057e-07,9.284278634018827e-06,6.91223934564093,,0.0,0.0,0.0,-1.4158993446694295,-1.4158993446694295,-0.3786782001364551,-0.04615795392179667,-0.006655516323633507,0.0
release_fullsumanchor,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,0.730990556732119,1.8457452116989334e-06,9.284278634018827e-06,6.91223934564093,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291527,-0.3786782001364551,-0.04615795392179667,-0.006655516323633507,0.0
release_fullwidthrefamp,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,0.730990556732119,1.8457452116989334e-06,9.284278634018827e-06,6.882129533021885,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291527,-0.3786782001364551,-0.07626776654084111,-0.011021045577330099,0.0
tailm2_detlin,3,8.0,0.2,9.285351665085027,2.719328575570581e-07,0.14903185923701165,1.0,2.5249918685000617e-06,9.282915791298491e-06,6.910636402592653,,0.0,0.0,0.0,0.0,0.0,-0.3788250012838514,-0.047760896970073574,-0.006887442456032746,0.0
cell_direct_runtime,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,2.0405130692134574,3.544649783934321e-05,6.344511798339528e-05,19.796662817239245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,0.4277645042838537,7.43085344838787e-06,6.309593497487925e-05,19.420874322102488,,0.0,0.0,0.0,-1.5623837392153366,-1.5623837392153368,-0.005518902943281643,-0.3757884951367565,-0.01916489532619499,0.0
release_sumanchor,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,0.8586935327551073,1.4916679002303326e-05,6.143018645029472e-05,19.681749579244155,,0.0,0.0,0.0,-0.8655444735195572,-0.8655444735195573,-0.0322738981260649,-0.1149132379950899,-0.005821589854407539,0.0
release_eftsumanchor,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,0.7002668782825531,1.2164591720833279e-05,6.143018645029472e-05,19.681749579244155,,0.0,0.0,0.0,-1.0694950426590395,-1.0694950426590397,-0.0322738981260649,-0.1149132379950899,-0.005821589854407539,0.0
release_fullsumanchor,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,2.109077915621136,3.663756283016019e-05,6.143018645029472e-05,19.681749579244155,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747434,-0.0322738981260649,-0.1149132379950899,-0.005821589854407539,0.0
release_fullwidthrefamp,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,2.109077915621136,3.663756283016019e-05,6.143018645029472e-05,19.596015603643526,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747434,-0.0322738981260649,-0.2006472135957189,-0.010187118868602166,0.0
tailm2_detlin,1,8.0,0.6,35.35715971710256,4.913112270683918e-07,0.34176841918153056,2.885232779271094,5.012043246351609e-05,6.142116909033464e-05,19.67718539634597,,0.0,0.0,0.0,0.34640430201038996,0.3464043020103898,-0.032420699273461286,-0.11947742089327562,-0.006053515993744183,0.0
cell_direct_runtime,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,1.9767094674006485,4.823046184402024e-05,8.632693012315395e-05,2.3245432642222132,5.3423765463666575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,0.7149127863632025,1.744342020571906e-05,8.627455160259401e-05,2.3307717079643995,5.414599827168534,0.0,0.0,0.0,-1.0170282979345975,-1.0170282979345975,-0.0006069301566139583,0.006228443742186229,0.002675843630678067,0.0
release_sumanchor,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,0.8864101705041602,2.162784800280779e-05,8.90682661419451e-05,2.010642552191636,2.3305270409194674,0.0,0.0,0.0,-0.8020090662029717,-0.8020090662029719,0.03126150919052039,-0.31390071203057746,-0.14506922555331894,1.0
release_eftsumanchor,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,0.7228698706804857,1.7637568034665838e-05,8.90682661419451e-05,2.010642552191636,2.3305270409194674,0.0,0.0,0.0,-1.005959635342454,-1.005959635342454,0.03126150919052039,-0.31390071203057746,-0.14506922555331894,1.0
release_fullsumanchor,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,2.177154064260851,5.312118333857488e-05,8.90682661419451e-05,2.010642552191636,2.3305270409194674,0.0,0.0,0.0,0.09658497172406015,0.09658497172406015,0.03126150919052039,-0.31390071203057746,-0.14506922555331894,1.0
release_fullwidthrefamp,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,2.177154064260851,5.312118333857488e-05,8.90682661419451e-05,2.0018841651987977,2.264153426981586,0.0,0.0,0.0,0.09658497172406015,0.09658497172406015,0.03126150919052039,-0.3226590990234155,-0.14943475456751268,1.0
tailm2_detlin,2,8.0,0.6,33.1147350090458,7.36813296078551e-07,0.48003903706948314,3.193812539842699,7.792700767624507e-05,9.549733870853111e-05,2.311522881000534,5.19296226617196,0.0,0.0,0.0,0.47978177963273416,0.47978177963273405,0.10095677834888306,-0.01302038322167931,-0.005617011081137615,0.0
cell_direct_runtime,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,1.0,7.574973545799705e-06,1.3558323660424716e-05,6.958396913837586,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,1.0,7.574973545799705e-06,1.3520135959676297e-05,6.9681118894683785,,0.0,0.0,0.0,0.0,0.0,-0.002820524254375832,0.009714975630792821,0.0013951776922517974,0.0
release_sumanchor,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,0.29761672573678505,2.2544388242436734e-06,9.284278175637308e-06,6.912238960467792,,0.0,0.0,0.0,-1.2119487755299472,-1.211948775529947,-0.3786782001364551,-0.04615795336979378,-0.006655516613940666,0.0
release_eftsumanchor,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,0.24270723780542372,1.838500905750203e-06,9.284278175637308e-06,6.912238960467792,,0.0,0.0,0.0,-1.4158993446694295,-1.4158993446694295,-0.3786782001364551,-0.04615795336979378,-0.006655516613940666,0.0
release_fullsumanchor,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,0.730990556732119,5.5372341294752e-06,9.284278175637308e-06,6.912238960467792,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291543,-0.3786782001364551,-0.04615795336979378,-0.006655516613940666,0.0
release_fullwidthrefamp,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,0.730990556732119,5.5372341294752e-06,9.284278175637308e-06,6.882129151174858,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291543,-0.3786782001364551,-0.07626776266272728,-0.011021045628134302,0.0
tailm2_detlin,3,8.0,0.6,9.285351665085027,8.157985726711742e-07,0.14903185187904097,1.0,7.574973545799705e-06,9.282915332984257e-06,6.910636017460894,,0.0,0.0,0.0,0.0,0.0,-0.3788250012838514,-0.04776089637669134,-0.006887442753277384,0.0
cell_direct_runtime,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,2.0405130692134574,5.90774867282886e-05,6.344512172226348e-05,19.79666600780378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,0.4277645042838537,1.2384753720006044e-05,6.309593869316983e-05,19.420877453277193,,0.0,0.0,0.0,-1.5623837392153366,-1.5623837392153366,-0.005518902943281643,-0.37578855452658644,-0.01916489526570374,0.0
release_sumanchor,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,0.8586935327551073,2.4861127600893747e-05,6.143019007042149e-05,19.68175274557541,,0.0,0.0,0.0,-0.8655444735195572,-0.8655444735195572,-0.032273898126065126,-0.11491326222837017,-0.005821590144680634,0.0
release_eftsumanchor,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,0.7002668782825531,2.02743162159428e-05,6.143019007042149e-05,19.68175274557541,,0.0,0.0,0.0,-1.0694950426590395,-1.0694950426590397,-0.032273898126065126,-0.11491326222837017,-0.005821590144680634,0.0
release_fullsumanchor,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,2.109077915621136,6.106259472136709e-05,6.143019007042149e-05,19.68175274557541,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747456,-0.032273898126065126,-0.11491326222837017,-0.005821590144680634,0.0
release_fullwidthrefamp,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,2.109077915621136,6.106259472136709e-05,6.143019007042149e-05,19.596018760874955,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747456,-0.032273898126065126,-0.20064724692882407,-0.010187118919400134,0.0
tailm2_detlin,1,8.0,1.0,35.35715971710256,8.188520451139864e-07,0.3417684393221988,2.885232779271094,8.353404043185784e-05,6.142117270993001e-05,19.67718856180648,,0.0,0.0,0.0,0.34640430201038996,0.34640430201038996,-0.032420699273461404,-0.1194774459972976,-0.006053516290952709,0.0
cell_direct_runtime,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,1.9767094674006485,8.038408333532266e-05,8.632692814435602e-05,2.324543258320207,5.342376478158405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,0.7149127863632025,2.9072359870910455e-05,8.62745496249967e-05,2.3307717021875693,5.414599759957159,0.0,0.0,0.0,-1.0170282979345975,-1.0170282979345977,-0.0006069301566140695,0.006228443867362543,0.0026758436911688025,0.0
release_sumanchor,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,0.8864101705041602,3.6046404486938206e-05,8.906826410030988e-05,2.0106425465029867,2.3305269974978273,0.0,0.0,0.0,-0.8020090662029717,-0.802009066202972,0.03126150919052039,-0.3139007118172201,-0.14506922584359197,1.0
release_eftsumanchor,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,0.7228698706804857,2.9395939506367847e-05,8.906826410030988e-05,2.0106425465029867,2.3305269974978273,0.0,0.0,0.0,-1.005959635342454,-1.0059596353424543,0.03126150919052039,-0.3139007118172201,-0.14506922584359197,1.0
release_fullsumanchor,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,2.177154064260851,8.853528382474687e-05,8.906826410030988e-05,2.0106425465029867,2.3305269974978273,0.0,0.0,0.0,0.09658497172406015,0.09658497172405994,0.03126150919052039,-0.3139007118172201,-0.14506922584359197,1.0
release_fullwidthrefamp,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,2.177154064260851,8.853528382474687e-05,8.906826410030988e-05,2.00188416001433,2.2641533879759717,0.0,0.0,0.0,0.09658497172406015,0.09658497172405994,0.03126150919052039,-0.322659098305877,-0.1494347546183106,1.0
tailm2_detlin,2,8.0,1.0,33.1147350090458,1.2280221601309183e-06,0.48003902606596144,3.193812539842699,0.00012987831423588687,9.549733651952779e-05,2.3115228744445813,5.1929621914732005,0.0,0.0,0.0,0.47978177963273416,0.47978177963273405,0.10095677834888285,-0.01302038387562554,-0.005617011378346393,0.0
cell_direct_runtime,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,1.0,1.2624952475801162e-05,1.3558322991107382e-05,6.958396528159431,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,1.0,1.2624952475801162e-05,1.3520135292244128e-05,6.968111503673268,,0.0,0.0,0.0,0.0,0.0,-0.002820524254375943,0.009714975513836599,0.0013951777527428874,0.0
release_sumanchor,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,0.29761672573678505,3.7573970184304602e-06,9.2842777173116e-06,6.912238575341573,,0.0,0.0,0.0,-1.2119487755299472,-1.211948775529947,-0.37867820013645476,-0.046157952817858394,-0.006655516904212618,0.0
release_eftsumanchor,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,0.24270723780542372,3.0641673428264455e-06,9.2842777173116e-06,6.912238575341573,,0.0,0.0,0.0,-1.4158993446694295,-1.4158993446694295,-0.37867820013645476,-0.046157952817858394,-0.006655516904212618,0.0
release_fullsumanchor,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,0.730990556732119,9.228721039002434e-06,9.2842777173116e-06,6.912238575341573,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291543,-0.37867820013645476,-0.046157952817858394,-0.006655516904212618,0.0
release_fullwidthrefamp,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,0.730990556732119,9.228721039002434e-06,9.2842777173116e-06,6.882128769374352,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291543,-0.37867820013645476,-0.07626775878507974,-0.011021045678931321,0.0
tailm2_detlin,3,8.0,1.0,9.285351665085027,1.3596642877852904e-06,0.14903184452196616,1.0,1.2624952475801162e-05,9.282914874725828e-06,6.910635632376055,,0.0,0.0,0.0,0.0,0.0,-0.3788250012838512,-0.04776089578337661,-0.006887443050485243,0.0
cell_direct_runtime,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,2.0405130692134574,0.00011815492507679382,6.344513106299775e-05,19.796673975916775,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,0.4277645042838537,2.476949729787952e-05,6.309594798249547e-05,19.420885273067256,,0.0,0.0,0.0,-1.5623837392153366,-1.5623837392153366,-0.005518902943281754,-0.37578870284951904,-0.019164895114778247,0.0
release_sumanchor,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,0.8586935327551073,4.9722234842492704e-05,6.143019911450661e-05,19.68176065318162,,0.0,0.0,0.0,-0.8655444735195572,-0.8655444735195572,-0.03227389812606524,-0.11491332273515553,-0.0058215908689277914,0.0
release_eftsumanchor,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,0.7002668782825531,4.054861582882611e-05,6.143019911450661e-05,19.68176065318162,,0.0,0.0,0.0,-1.0694950426590395,-1.0694950426590397,-0.03227389812606524,-0.11491332273515553,-0.0058215908689277914,0.0
release_fullsumanchor,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,2.109077915621136,0.00012212513943730456,6.143019911450661e-05,19.68176065318162,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747456,-0.03227389812606524,-0.11491332273515553,-0.0058215908689277914,0.0
release_fullwidthrefamp,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,2.109077915621136,0.00012212513943730456,6.143019911450661e-05,19.596026645744224,,0.0,0.0,0.0,0.03304956440747456,0.03304956440747456,-0.03227389812606524,-0.20064733017255065,-0.010187119046143597,0.0
tailm2_detlin,1,8.0,2.0,35.35715971710256,1.6377040902279728e-06,0.3417684896391985,2.885232779271094,0.00016706801245595148,6.142118175268755e-05,19.677196467238744,,0.0,0.0,0.0,0.34640430201038996,0.3464043020103898,-0.032420699273461404,-0.11947750867803109,-0.006053517032487903,0.0
cell_direct_runtime,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,1.9767094674006485,0.00016076806795862128,8.632692319639052e-05,2.3245432430099426,5.342376301220887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,0.7149127863632025,5.814468404082929e-05,8.627454468003337e-05,2.3307716871880553,5.414599585443119,0.0,0.0,0.0,-1.0170282979345975,-1.0170282979345975,-0.0006069301566139583,0.006228444178112635,0.002675843842094246,0.0
release_sumanchor,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,0.8864101705041602,7.209276470872592e-05,8.906825899522033e-05,2.0106425318039802,2.3305268852998444,0.0,0.0,0.0,-0.8020090662029717,-0.8020090662029719,0.031261509190520176,-0.3139007112059624,-0.14506922656783977,1.0
release_eftsumanchor,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,0.7228698706804857,5.879184291438679e-05,8.906825899522033e-05,2.0106425318039802,2.3305268852998444,0.0,0.0,0.0,-1.005959635342454,-1.005959635342454,0.031261509190520176,-0.3139007112059624,-0.14506922656783977,1.0
release_fullsumanchor,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,2.177154064260851,0.00017707045892775803,8.906825899522033e-05,2.0106425318039802,2.3305268852998444,0.0,0.0,0.0,0.09658497172406015,0.09658497172406015,0.031261509190520176,-0.3139007112059624,-0.14506922656783977,1.0
release_fullwidthrefamp,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,2.177154064260851,0.00017707045892775803,8.906825899522033e-05,2.001884146575486,2.264153286868132,0.0,0.0,0.0,0.09658497172406015,0.09658497172406015,0.031261509190520176,-0.32265909643445667,-0.14943475474505458,1.0
tailm2_detlin,2,8.0,2.0,33.1147350090458,2.4560443202618366e-06,0.48003899855175935,3.193812539842699,0.0002597564689806065,9.549733104594571e-05,2.311522857505997,5.192961998474362,0.0,0.0,0.0,0.47978177963273416,0.4797817796327339,0.10095677834888285,-0.013020385503945686,-0.005617012119882199,0.0
cell_direct_runtime,3,8.0,2.0,9.285351665085027,2.719328575570581e-06,0.14903182616605962,1.0,2.5249887785369895e-05,1.3558321321160195e-05,6.958395565893018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,3,8.0,2.0,9.285351665085027,2.719328575570581e-06,0.14903182616605962,1.0,2.5249887785369895e-05,1.3520133627000432e-05,6.968110541115052,,0.0,0.0,0.0,0.0,0.0,-0.002820524254375832,0.009714975222033573,0.0013951779036683871,0.0
release_sumanchor,3,8.0,2.0,9.285351665085027,2.719328575570581e-06,0.14903182616605962,0.29761672573678505,7.514788927903032e-06,9.284276573788653e-06,6.912237614452103,,0.0,0.0,0.0,-1.2119487755299472,-1.211948775529947,-0.3786782001364549,-0.04615795144091539,-0.0066555176284603616,0.0
release_eftsumanchor,3,8.0,2.0,9.285351665085027,2.719328575570581e-06,0.14903182616605962,0.24270723780542372,6.128330519284035e-06,9.284276573788653e-06,6.912237614452103,,0.0,0.0,0.0,-1.4158993446694295,-1.4158993446694295,-0.3786782001364549,-0.04615795144091539,-0.0066555176284603616,0.0
release_fullsumanchor,3,8.0,2.0,9.285351665085027,2.719328575570581e-06,0.14903182616605962,0.730990556732119,1.845742952965107e-05,9.284276573788653e-06,6.912237614452103,,0.0,0.0,0.0,-0.31335473760291527,-0.31335473760291527,-0.3786782001364549,-0.04615795144091539,-0.0066555176284603616,0.0
