focus_D,tail_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
8.0,0.3,1.729344945573399,1.7293449547896227,0.0,1.2186830164764895,1.2186830287182273,0.0,3.537453489642338,3.5374536791289963,28.554421377401304,28.554426440138013
