combo_id,mode,omega,m,phase,center_D,width_D,eta_couple,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_cf,slice_mean_abs_improvement,slice_improved_fraction,slice_worsened_fraction
248,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,10.59032051026625,-2.291385681758552,0.0,1.0
248,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
248,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.05,0.15,D21_guard,6.4,2.1022273869561374,2.626797418398567,-0.30757635293020424,0.0,1.0
248,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.2992025933406202,-0.8543932581814156,0.0,1.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884540951959,2.3496846204179313e-08,1.0,0.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271727891672178,0.00018792558789504894,1.0,0.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.107181973926373,0.7801334743741447,1.0,0.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,30.657369651577802,0.6289209014455266,1.0,0.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,7.871747484816897,-0.40951008692570573,0.0,1.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252219,-0.00032840738404725273,0.0,1.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D21_guard,6.4,2.1022273869561374,3.2384612671061674,-1.1362614811952005,0.0,1.0
249,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.0,D21_guard,8.0,0.3226590996076344,1.0148101289600997,-0.6921510215520791,0.0,1.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884541361761,2.329150172202043e-08,1.0,0.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271810284616002,0.00014182884540115906,1.0,0.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.19104563776905,0.7393804941617679,1.0,0.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.284523114111067,0.15938459648600115,1.0,0.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,9.930165764900233,-1.6375005997567271,0.0,1.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252224,-0.00032840738404780513,0.0,1.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D21_guard,6.4,2.1022273869561374,3.1155160417687284,-0.5804873800640666,0.0,1.0
250,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.07,0.15,D21_guard,8.0,0.3226590996076344,1.2992025896132937,-0.8543932547280566,0.0,1.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950881852898627,2.690544183299911e-06,1.0,0.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.264957952132242,0.006954732790439894,1.0,0.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D60_hotspot,6.169491525423728,25.887561191706766,22.579134877397024,3.3073844824243204,1.0,0.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,30.423515828932814,0.8627690521266651,1.0,0.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D60_hotspot,6.711864406779661,7.462467784829663,6.953108829835253,0.5091423712877955,1.0,0.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D21_guard,4.0,0.9136772062233662,0.9140472984795625,-0.00032840752099758455,0.0,1.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D21_guard,6.4,2.1022273869561374,3.907602334036021,-1.8054189587990972,0.0,1.0
251,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.0,D21_guard,8.0,0.3226590996076344,1.014809220933658,-0.6921501135256478,0.0,1.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950882223422381,2.504881843363938e-06,1.0,0.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.268007043529352,0.005248856251610402,1.0,0.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D60_hotspot,6.169491525423728,25.887561191706766,22.930663319442218,3.136633198264629,1.0,0.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.283923487059383,0.2187944419797153,1.0,0.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D60_hotspot,6.711864406779661,7.462467784829663,8.972032254152582,-0.693156911503907,0.19047619047619047,0.8095238095238095
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D21_guard,4.0,0.9136772062233662,0.9140472985000097,-0.0003284075325167117,0.0,1.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D21_guard,6.4,2.1022273869561374,3.711007392916976,-0.9140324492966355,0.0,1.0
252,partial_notch,1.1,10.0,0.5853981633974483,6.0,0.1,0.15,D21_guard,8.0,0.3226590996076344,1.299201468638586,-0.8543922161477158,0.0,1.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543926916,2.0545135793695193e-08,1.0,0.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271899124841141,1.6771645648748833e-05,1.0,0.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.264575431662948,0.6227895802388804,1.0,0.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,4.373445003934364,26.912115657668114,1.0,0.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,8.238641066931637,-0.7764091818905218,0.0,1.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D21_guard,6.4,2.1022273869561374,20.31169868398179,-18.209115729297135,0.0,1.0
253,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.0,D21_guard,8.0,0.3226590996076344,1.6287731258550144,-1.3061140115047145,0.0,1.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.95088454392822,2.0544276375338607e-08,1.0,0.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271870539298106,3.166751960071408e-05,1.0,0.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.817068929838115,0.2779292636789793,1.0,0.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,11.913609668746801,22.50867528469918,1.0,0.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,7.918313186911391,1.159332391187083,0.8095238095238095,0.19047619047619047
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D21_guard,6.4,2.1022273869561374,27.22592566889616,-22.15000350978673,0.0,1.0
254,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.6215411081045423,-1.2537860023495087,0.0,1.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.95088454020262,2.4240330208699776e-08,1.0,0.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.27125580330899,0.0006597955237249867,1.0,0.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,24.550799391163196,1.3363408508428016,1.0,0.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,2.1630732044053715,29.122433846147278,1.0,0.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,8.179379753371325,-0.7171469778847165,0.0,1.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252947,-0.00032840738411225764,0.0,1.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D21_guard,6.4,2.1022273869561374,18.973254434092283,-16.870704302181217,0.0,1.0
255,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.0,D21_guard,8.0,0.3226590996076344,1.628773125625493,-1.306114011275193,0.0,1.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543836585,2.1847483652880415e-08,1.0,0.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.270131266483538,0.0012457912177704803,1.0,0.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.73582856285121,0.5972165258397566,1.0,0.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,9.490609258278646,24.85232056902432,1.0,0.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,7.85949687106093,1.2150521341511178,0.8095238095238095,0.19047619047619047
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252637,-0.0003284073840960809,0.0,1.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D21_guard,6.4,2.1022273869561374,25.54586806378832,-20.60801691890311,0.0,1.0
256,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.07,0.15,D21_guard,8.0,0.3226590996076344,1.621541107874904,-1.2537860021198821,0.0,1.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950883114408798,1.4388921771328677e-06,1.0,0.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.261562652485509,0.010348461489015682,1.0,0.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D60_hotspot,6.169491525423728,25.887561191706766,23.62248545071934,2.264362462858894,1.0,0.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,0.2478579131523304,31.03769507805026,1.0,0.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D60_hotspot,6.711864406779661,7.462467784829663,7.943267613625176,-0.48103129037733233,0.0,1.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D21_guard,4.0,0.9136772062233662,0.9140472990753872,-0.00032840804968701826,0.0,1.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D21_guard,6.4,2.1022273869561374,17.774626807137516,-15.672106069266004,0.0,1.0
257,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.0,D21_guard,8.0,0.3226590996076344,1.6287729627110408,-1.3061138483607428,0.0,1.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884508754493,5.207613817842252e-07,1.0,0.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.247654993909364,0.019537746638709746,1.0,0.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.629400325977798,1.0138518360690945,1.0,0.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,6.804085905613711,27.43292483593548,1.0,0.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D60_hotspot,6.711864406779661,7.462467784829663,7.625234569634042,1.4366561246229106,0.8571428571428571,0.14285714285714285
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D21_guard,4.0,0.9136772062233662,0.914047298781961,-0.00032840789902778794,0.0,1.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D21_guard,6.4,2.1022273869561374,24.017390500987773,-19.214546711629488,0.0,1.0
258,partial_notch,1.1,10.0,0.7853981633974483,5.8,0.1,0.15,D21_guard,8.0,0.3226590996076344,1.621540944877626,-1.2537858391310235,0.0,1.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543926994,2.0545060340823726e-08,1.0,0.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271915180994107,7.229215940794477e-07,1.0,0.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.438767039390356,0.4486528258930782,1.0,0.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,24.60358070307715,6.682563019453225,1.0,0.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,11.915757283625242,-4.453504845851301,0.0,1.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D21_guard,6.4,2.1022273869561374,3.1518317662958353,-1.049629855797739,0.0,1.0
259,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.0,D21_guard,8.0,0.3226590996076344,1.5906388924564243,-1.2679797785373206,0.0,1.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.95088454392756,2.0544744826013683e-08,1.0,0.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271915857228166,1.7343515186970157e-07,1.0,0.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.618821957558694,0.3486674623233781,1.0,0.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,23.911254116689207,10.666918712045586,1.0,0.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,11.870702041579696,-4.023178064074998,0.0,1.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D21_guard,6.4,2.1022273869561374,5.9565709756295675,-2.477959482337753,0.0,1.0
260,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.6538744306149038,-1.3090273885493227,0.0,1.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884537705933,2.6717505837344408e-08,1.0,0.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271865515989141,5.036494739976033e-05,1.0,0.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,24.11344198156513,1.7735605354769854,1.0,0.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,24.656376159458567,6.62976884358933,1.0,0.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,11.694403510563905,-4.232154398572563,0.0,1.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252468,-0.00032840738406964676,0.0,1.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D21_guard,6.4,2.1022273869561374,3.2867349284074834,-1.1845363264073006,0.0,1.0
261,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.0,D21_guard,8.0,0.3226590996076344,1.59063889149732,-1.2679797775782162,0.0,1.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884540489627,2.516464107992804e-08,1.0,0.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271912628279395,1.2082989521949067e-05,1.0,0.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,24.822408798425684,1.3801597573852724,1.0,0.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,23.969223337721658,10.585354075612551,1.0,0.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,11.649287534145603,-3.8014434668573487,0.0,1.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252423,-0.0003284073840675346,0.0,1.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D21_guard,6.4,2.1022273869561374,6.449865533831208,-2.797062957854255,0.0,1.0
262,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.07,0.15,D21_guard,8.0,0.3226590996076344,1.653874429659743,-1.3090273875922234,0.0,1.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950880878973193,3.6568588049319604e-06,1.0,0.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.270701499913088,0.0012138424527536461,1.0,0.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D60_hotspot,6.169491525423728,25.887561191706766,21.138662524570194,4.747403226832937,1.0,0.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,24.696011206179442,6.590134758189292,1.0,0.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D60_hotspot,6.711864406779661,7.462467784829663,11.150255717499995,-3.6880147811870447,0.0,1.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D21_guard,4.0,0.9136772062233662,0.9140472987893622,-0.0003284077958903706,0.0,1.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D21_guard,6.4,2.1022273869561374,3.3920684771876353,-1.2898724584910566,0.0,1.0
263,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.0,D21_guard,8.0,0.3226590996076344,1.5906384482964477,-1.267979334377349,0.0,1.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950882518572309,2.74221942660125e-06,1.0,0.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271836949545175,0.0002912127149891879,1.0,0.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D60_hotspot,6.169491525423728,25.887561191706766,23.019205136817774,3.705679081931577,1.0,0.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,24.012745518736466,10.524092782484853,1.0,0.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D60_hotspot,6.711864406779661,7.462467784829663,11.105075889240142,-3.2571540271317554,0.0,1.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D21_guard,4.0,0.9136772062233662,0.9140472987227701,-0.00032840776458602396,0.0,1.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D21_guard,6.4,2.1022273869561374,6.832703347485285,-3.0453019707657356,0.0,1.0
264,partial_notch,1.1,10.0,0.7853981633974483,5.9,0.1,0.15,D21_guard,8.0,0.3226590996076344,1.6538739882812283,-1.309026945317956,0.0,1.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543927932,2.054412952983988e-08,1.0,0.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271914686552812,1.2171341180213686e-06,1.0,0.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.782241917968094,0.1052861084307317,1.0,0.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,31.194035792347698,0.09226777714427756,1.0,0.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D60_hotspot,6.711864406779661,7.462467784829663,9.590169222270477,-2.1279517258494316,0.0,1.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D21_guard,6.4,2.1022273869561374,2.4431892240646462,-0.34096993411946,0.0,1.0
265,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.0,D21_guard,8.0,0.3226590996076344,1.1499273140302928,-0.8272682050944581,0.0,1.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543927993,2.0544099416362033e-08,1.0,0.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.271915309012073,8.639467658949365e-07,1.0,0.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.798124232545277,0.09720351329561827,1.0,0.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.2844612034218,0.06013131594534657,1.0,0.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D60_hotspot,6.711864406779661,7.462467784829663,11.131201944137539,-3.0696807307709393,0.0,1.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D21_guard,6.4,2.1022273869561374,2.3959904808394654,-0.1482639696052544,0.0,1.0
266,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.05,0.15,D21_guard,8.0,0.3226590996076344,1.4007580596366909,-0.9721040956026623,0.0,1.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D60_hotspot,4.813559322033898,8.950884564633627,8.950884541103393,2.33465944989218e-08,1.0,0.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D60_hotspot,5.627118644067797,10.271915904250342,10.271765675679475,0.00015015906262490154,1.0,0.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D60_hotspot,6.169491525423728,25.887561191706766,25.135870218421687,0.7514542638802022,1.0,0.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D60_hotspot,6.4406779661016955,31.28630580743782,31.13939921131314,0.14690303300608049,1.0,0.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D60_hotspot,6.711864406779661,7.462467784829663,8.936830492621658,-1.474609098398091,0.0,1.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D21_guard,4.0,0.9136772062233662,0.9140472983252219,-0.00032840738404766435,0.0,1.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D21_guard,6.4,2.1022273869561374,2.7496626006685716,-0.6474508269780755,0.0,1.0
267,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.0,D21_guard,8.0,0.3226590996076344,1.1499273106276766,-0.827268201691842,0.0,1.0
268,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.15,D60_hotspot,4.813559322033898,8.950884564633627,8.950884541615574,2.3081880110945956e-08,1.0,0.0
268,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.15,D60_hotspot,5.627118644067797,10.271915904250342,10.27184246905739,0.00010658601809019448,1.0,0.0
268,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.15,D60_hotspot,6.169491525423728,25.887561191706766,25.248919662787117,0.6939310947865662,1.0,0.0
268,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.15,D60_hotspot,6.4406779661016955,31.28630580743782,31.283951078148945,0.09572474913805909,1.0,0.0
268,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.15,D60_hotspot,6.711864406779661,7.462467784829663,10.46954894991396,-2.4103221587437753,0.0,1.0
268,partial_notch,1.1,10.0,0.7853981633974483,6.0,0.07,0.15,D21_guard,4.0,0.9136772062233662,0.9140472983252228,-0.00032840738404808133,0.0,1.0
