combo_id,mode,omega,m,phase,center_D,width_D,boost,boost_center,boost_width,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_cf,slice_mean_abs_improvement,slice_improved_fraction,slice_worsened_fraction
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290327085,30.298383494099486,1.0,0.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D60_hotspot,6.711864406779661,7.462467784829663,4.552791720986885,2.90949554669335,1.0,0.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D21_guard,6.4,2.1022273869561374,15.359502959581647,-13.25704144798216,0.0,1.0
7,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.03,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290327085,30.298383494099486,1.0,0.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D60_hotspot,6.711864406779661,7.462467784829663,4.552791657962835,2.909495609718345,1.0,0.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D21_guard,6.4,2.1022273869561374,15.359502959581647,-13.25704144798216,0.0,1.0
8,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.05,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290332343,30.29838349409896,1.0,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D60_hotspot,6.711864406779661,7.462467784829663,4.552403072926577,2.9098842005933863,1.0,0.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D21_guard,6.4,2.1022273869561374,15.359502959581633,-13.257041447982152,0.0,1.0
9,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.2,6.45,0.07,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290327085,30.298383494099486,1.0,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D60_hotspot,6.711864406779661,7.462467784829663,4.552791718828114,2.9094955488521532,1.0,0.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D21_guard,6.4,2.1022273869561374,15.359502959581647,-13.25704144798216,0.0,1.0
10,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.03,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290327085,30.298383494099486,1.0,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D60_hotspot,6.711864406779661,7.462467784829663,4.5501794624645875,2.9121078444667816,1.0,0.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D21_guard,6.4,2.1022273869561374,15.359502959581647,-13.25704144798216,0.0,1.0
11,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.05,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874559114744,30.298383467221374,1.0,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D60_hotspot,6.711864406779661,7.462467784829663,4.428508822302486,3.033780312821116,1.0,0.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D21_guard,6.4,2.1022273869561374,15.359502958863224,-13.25704144726376,0.0,1.0
12,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.35,0.07,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290327085,30.298383494099486,1.0,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D60_hotspot,6.711864406779661,7.462467784829663,4.552791720986878,2.9094955466933565,1.0,0.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D21_guard,6.4,2.1022273869561374,15.359502959581647,-13.25704144798216,0.0,1.0
13,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.03,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543911775,2.0560159712312312e-08,1.0,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.271881110540122,3.4777611749483463e-05,1.0,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D60_hotspot,6.169491525423728,25.887561191706766,23.95385400542311,1.9330982569582527,1.0,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,0.9871874290327085,30.298383494099486,1.0,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D60_hotspot,6.711864406779661,7.462467784829663,4.552761804720593,2.909525463409157,1.0,0.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D21_guard,6.4,2.1022273869561374,15.359502959581647,-13.25704144798216,0.0,1.0
14,partial_two_lobe,1.0,12.0,0.4353981633974483,5.8,0.05,0.4,6.4,0.05,D21_guard,8.0,0.3226590996076344,0.32297465860585683,-0.00031555902064458276,0.0,1.0
