combo_id,mode,omega,m,phase,center_D,width_D,boost,boost_center,boost_width,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_cf,slice_mean_abs_improvement,slice_improved_fraction,slice_worsened_fraction
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127386472882,4.365072546560514,1.0,0.0
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D60_hotspot,6.711864406779661,7.462467784829663,12.107078646372697,-4.644823334045278,0.0,1.0
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D21_guard,6.4,2.1022273869561374,2.3349058198088244,-0.2326838742148652,0.0,1.0
2580,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.4,0.07,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D60_hotspot,6.711864406779661,7.462467784829663,12.117742842337428,-4.655487369783252,0.0,1.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2581,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.03,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D60_hotspot,6.711864406779661,7.462467784829663,12.117742736236373,-4.655487263683794,0.0,1.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2582,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.05,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385973286,4.36507254706009,1.0,0.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D60_hotspot,6.711864406779661,7.462467784829663,12.11708853816609,-4.654833075442665,0.0,1.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D21_guard,6.4,2.1022273869561374,2.3349058198164983,-0.23268387422254494,0.0,1.0
2583,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.6,6.45,0.07,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D60_hotspot,6.711864406779661,7.462467784829663,12.11774283991457,-4.655487367360432,0.0,1.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2584,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.03,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D60_hotspot,6.711864406779661,7.462467784829663,12.114810793538966,-4.652555365038058,0.0,1.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2585,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.05,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,26.92112746866396,4.36507246437142,1.0,0.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D60_hotspot,6.711864406779661,7.462467784829663,11.977753075438129,-4.515499706193618,0.0,1.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D21_guard,6.4,2.1022273869561374,2.3349058179594238,-0.2326838723654169,0.0,1.0
2586,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.35,0.07,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D60_hotspot,6.711864406779661,7.462467784829663,12.117742842337416,-4.655487369783241,0.0,1.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2587,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.03,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D60_hotspot,6.711864406779661,7.462467784829663,12.11770926626438,-4.655453794214676,0.0,1.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2588,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.05,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,26.92112738664023,4.365072546393168,1.0,0.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D60_hotspot,6.711864406779661,7.462467784829663,12.103521302465206,-4.64126604358595,0.0,1.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D21_guard,6.4,2.1022273869561374,2.3349058198062593,-0.232683874212301,0.0,1.0
2589,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.4,0.07,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D60_hotspot,6.711864406779661,7.462467784829663,12.117742842337428,-4.655487369783252,0.0,1.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2590,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.03,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,26.921127385970856,4.36507254706253,1.0,0.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D60_hotspot,6.711864406779661,7.462467784829663,12.117742700869357,-4.655487228317306,0.0,1.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D21_guard,6.4,2.1022273869561374,2.3349058198165267,-0.2326838742225711,0.0,1.0
2591,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.05,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884536828502,2.7588081237473447e-08,1.0,0.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.270654434674896,0.0012608859146396867,1.0,0.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D60_hotspot,6.169491525423728,25.887561191706766,22.893982529321192,2.992635976828862,1.0,0.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,26.92112738597411,4.365072547059272,1.0,0.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D60_hotspot,6.711864406779661,7.462467784829663,12.11687042694091,-4.654614967494548,0.0,1.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252246,-0.00032840738404989563,0.0,1.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D21_guard,6.4,2.1022273869561374,2.334905819816491,-0.2326838742225328,0.0,1.0
2592,partial_two_lobe,1.2,12.0,0.5853981633974483,5.9,0.07,0.8,6.45,0.07,D21_guard,8.0,0.3226590996076344,0.8657354751966155,-0.5430763694742302,0.0,1.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543907248,2.056465355676231e-08,1.0,0.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.271897524185377,1.8371560817478266e-05,1.0,0.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D60_hotspot,6.169491525423728,25.887561191706766,24.548978119259857,1.3381615492229817,1.0,0.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,10.629708166874067,20.65600423609437,1.0,0.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D60_hotspot,6.711864406779661,7.462467784829663,2.7100626346517203,4.75225232140924,1.0,0.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D21_guard,6.4,2.1022273869561374,23.945520196949232,-21.842848129773863,0.0,1.0
2593,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.03,D21_guard,8.0,0.3226590996076344,0.3830966125518096,-0.06043751228677899,0.0,1.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543907248,2.056465355676231e-08,1.0,0.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D60_hotspot,5.627118644067797,10.271915904250342,10.271897524185377,1.8371560817478266e-05,1.0,0.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D60_hotspot,6.169491525423728,25.887561191706766,24.548978119259857,1.3381615492229817,1.0,0.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D60_hotspot,6.4406779661016955,31.28630580743782,10.629708166874067,20.65600423609437,1.0,0.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D60_hotspot,6.711864406779661,7.462467784829663,2.7086169366798245,4.753698041103827,1.0,0.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D21_guard,6.4,2.1022273869561374,23.945520196949232,-21.842848129773863,0.0,1.0
2594,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.05,D21_guard,8.0,0.3226590996076344,0.3830966125518096,-0.06043751228677899,0.0,1.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543907248,2.056465355676231e-08,1.0,0.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D60_hotspot,5.627118644067797,10.271915904250342,10.271897524185377,1.8371560817478266e-05,1.0,0.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D60_hotspot,6.169491525423728,25.887561191706766,24.548978119259857,1.3381615492229817,1.0,0.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D60_hotspot,6.4406779661016955,31.28630580743782,10.629708156675058,20.656004246293133,1.0,0.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D60_hotspot,6.711864406779661,7.462467784829663,2.6414018276114035,4.820914160129457,1.0,0.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D21_guard,6.4,2.1022273869561374,23.945520196659302,-21.842848129483937,0.0,1.0
2595,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.35,0.07,D21_guard,8.0,0.3226590996076344,0.3830966125518096,-0.06043751228677899,0.0,1.0
2596,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.4,0.03,D60_hotspot,4.813559322033898,8.950884564633627,8.950884543907248,2.056465355676231e-08,1.0,0.0
2596,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.4,0.03,D60_hotspot,5.627118644067797,10.271915904250342,10.271897524185377,1.8371560817478266e-05,1.0,0.0
2596,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.4,0.03,D60_hotspot,6.169491525423728,25.887561191706766,24.548978119259857,1.3381615492229817,1.0,0.0
2596,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.4,0.03,D60_hotspot,6.4406779661016955,31.28630580743782,10.629708166874067,20.65600423609437,1.0,0.0
2596,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.4,0.03,D60_hotspot,6.711864406779661,7.462467784829663,2.710062635846487,4.752252320214455,1.0,0.0
2596,partial_two_lobe,1.2,12.0,0.7853981633974483,5.8,0.05,0.2,6.4,0.03,D21_guard,4.0,0.9136772062233662,0.9140472983252148,-0.0003284073840410734,0.0,1.0
