gate_pass,worst_frac_acceptance_mismatch,worst_max_abs_delta_mu_mumu,small_frac_acceptance_mismatch,small_max_abs_delta_mu_mumu,large_frac_acceptance_mismatch,large_max_abs_delta_mu_mumu,mismatch_threshold,delta_mu_threshold,enforced
True,0.0,0.8372691708785638,0.0,0.092481473578422,0.0,0.8372691708785638,0.01,1.0,False
